Título,Precio,Categoría,Fecha de lanzamiento,Descripción
Lost Phone Stories,"9,99 €*","• Aventura, Otros, Puzle",19-07-2018,"""Lost Phones Stories"" contiene dos juegos galardonados y aclamados por la crítica: A Normal Lost Phone y Another Lost Phone: Laura's Story."
Star Story: The Horizon Escape,"9,99 €*","• Aventura, Rol (RPG)",19-07-2018,"¡Habla, explora, lucha y toma decisiones para lograr escapar!"
Arcade Archives City CONNECTION,"6,99 €*","• Acción, Arcade",19-07-2018,¡Móntate en tu bólido y persigue coches de policía en las autopistas del mundo entero!
ACA NEOGEO LEAGUE BOWLING,"6,99 €*","• Arcade, Deportes, Fiesta",19-07-2018,¡Pásatelo bomba con este juego de bolos!
"Pure / Electric Love ""Everyone else!"" - Ema Sakura -","3,99 €*","• Otros, Simulación",19-07-2018,¡Que no decaiga la conversación!
Título no disponible,Precio no disponible,Categoría no disponible,Fecha no disponible,Descripción no disponible
,,,Fecha no disponible,
Título no disponible,Precio no disponible,Categoría no disponible,Fecha no disponible,Descripción no disponible
"Pure / Electric Love ""Look at my eyes!"" - Moe Yamauchi -","3,99 €*","• Otros, Simulación",19-07-2018,¡Que no decaiga la conversación!
STARSHIP AVENGER Operation: Take Back Earth,"3,99 €*","• Acción, Arcade, Disparos (Shooter)",19-07-2018,¡Súbete a bordo de la nave Avenger y protege el arma definitiva de la humanidad!
Sausage Sports Club,"12,99 €*","• Aventura, Deportes, Fiesta",19-07-2018,Un juego de deportes en el que los jugadores son adorables animalitos que compiten en un programa de televisión.
Guts & Glory,"14,99 €*","• Acción, Puzle",19-07-2018,El objetivo es simple: llega lo más rápido posible a la meta sin que nada te mate.
"Pure / Electric Love ""What do you want?"" - Eri Kitami -","3,99 €*","• Otros, Simulación",19-07-2018,¡Que no decaiga la conversación!
VERTICAL STRIKE ENDLESS CHALLENGE,"4,99 €1,99 €*","• Acción, Arcade, Disparos (Shooter)",18-07-2018,¡Elimina interminables oleadas enemigas!
Animal Rivals: Nintendo Switch Edition,"3,49 €*","• Fiesta, Plataformas",18-07-2018,¡Conviértete en el rey de la fiesta con este alocado juego!
The Mooseman,"6,99 €*","• Aventura, Plataformas",18-07-2018,Adéntrate en un misterioso mundo de mitos antiguos basado en la cultura pagana ugrofinesa de tiempos remotos.
Hand of Fate 2,"25,79 €*","• Acción, Aventura, Rol (RPG), Tablero",17-07-2018,¡Domina un juego de mesa rebosante de vida en el que cada fase de la aventura se saca de una baraja de encuentros legendarios seleccionados por ti!
Mugsters,"4,99 €*","• Acción, Aventura, Puzle",17-07-2018,"Unos alienígenas han conquistado el planeta y esclavizado a la humanidad. Solo tú tienes los conocimientos necesarios para poner fin a esta vil amenaza, liberar a tus compañeros terrícolas y SALVAR EL MUNDO."
Hungry Shark® World,"9,99 €*",• Arcade,17-07-2018,¡Conviértete en tiburón y siembra el terror en la playa!
OCTOPATH TRAVELER,"59,99 €23,99 €*","• Aventura, Rol (RPG)",13-07-2018,"Comienza tu viaje como uno de los ocho héroes, cada uno con un talento, un origen y un objetivo propios, en OCTOPATH TRAVELER para Nintendo Switch."
All-Star Fruit Racing,"9,99 €*",• Carreras,13-07-2018,All-Star Fruit Racing lleva a los jugadores a mundos increíbles llenos de acción.
HOTEL TRANSILVANIA 3: MONSTRUOS AL AGUA,"24,99 €*","• Acción, Aventura, Rol (RPG)",13-07-2018,"¡Rescata a Frankenstein, Murray y Wayne de unos enemigos terribles!"
Darts Up,"2,99 €*","• Deportes, Simulación",13-07-2018,¡El juego definitivo de dardos llega a Nintendo Switch!
Epic Loon,"9,99 €*","• Arcade, Plataformas",13-07-2018,Sé asqueroso. Sé malo. Sé ÉPICO.
No Heroes Here,"14,99 €*","• Acción, Plataformas",13-07-2018,¡Reúne a tus amigos y mantente firme!
Super Destronaut DX,"4,99 €*","• Acción, Arcade, Disparos (Shooter)",13-07-2018,"Inspirado en los clásicos arcade, Super Destronaut DX es un shooter que te enfrenta a un enemigo más temible que un ovni: el marcador."
Bomb Chicken,"13,49 €*","• Acción, Aventura, Plataformas, Puzle",12-07-2018,Un plataformas de puzles y acción protagonizado por una gallina ponedora... ¡de bombas!
Super Volley Blast,"9,99 €*","• Deportes, Fiesta",12-07-2018,¿Quieres pasarlo en grande y convertirte en el mejor jugador de voleibol del mundo?
Fill-a-Pix: La aventura épica de Felipe,"7,99 €*",• Puzle,12-07-2018,Nuevos puzles lógicos de imágenes de los creadores de Pic-a-Pix Deluxe.
Ghost 1.0,"9,99 €*","• Acción, Aventura, Plataformas",12-07-2018,¡Infíltrate en la estación espacial Nakamura y roba el mayor secreto informático del mundo!
RADIO HAMMER STATION,"6,99 €4,19 €*","• Acción, Música",12-07-2018,¡Atiza a los malos al ritmo de la música!
Holy Potatoes! A Weapon Shop?!,"14,99 €0,99 €*","• Estrategia, Simulación",12-07-2018,¡Papas santas!
Título no disponible,Precio no disponible,Categoría no disponible,Fecha no disponible,Descripción no disponible
,,,Fecha no disponible,
Título no disponible,Precio no disponible,Categoría no disponible,Fecha no disponible,Descripción no disponible
ACA NEOGEO THE SUPER SPY,"6,99 €*","• Acción, Arcade",12-07-2018,"Destruye el peor grupo terrorista de la historia a puñetazos, patadas y tiros."
Burnstar,"2,99 €*","• Acción, Puzle",12-07-2018,Quema cosas. Salva el mundo.
Red Hot Ricochet,"8,59 €*","• Acción, Disparos (Shooter), Fiesta",12-07-2018,Un intenso juego de duelos con rebote
GALAK-Z: Variant S,"0,00 €*","• Acción, Disparos (Shooter)",12-07-2018,Combate espacial de acción/RPG
Shining Resonance Refrain,"29,99 €*",• Rol (RPG),10-07-2018,Libera el alma de dragón que reside en tu interior.
Neverout,"7,49 €*","• Acción, Puzle",10-07-2018,¿Saldrás de esta con vida?
Muddledash,"4,99 €*","• Carreras, Fiesta",10-07-2018,Una locura de diversión multijugador
20XX,"14,49 €*","• Acción, Plataformas",10-07-2018,Plataformas de estilo clásico muy rejugable con movimiento fluido y modo cooperativo.
Bomber Crew,"19,99 €*","• Estrategia, Simulación",10-07-2018,¡Prepara a tu tripulación para su misión más peligrosa y levanta el vuelo!
Hunting Simulator,"39,99 €*",• Acción en primera persona (FPS),10-07-2018,"Vive la aventura de la caza desde Alberta hasta Texas, o tal vez en Francia, Colorado o Escocia."
The Lion's Song,"9,99 €*",• Aventura,10-07-2018,Galardonada aventura episódica
Pato Box,"9,99 €*","• Acción, Arcade, Lucha",09-07-2018,¡Una aventura surreal de boxeo con un pato!
Another World,"9,99 €*","• Acción, Aventura, Plataformas",09-07-2018,"Redescubre uno de los títulos más extraordinarios de la historia de los videojuegos, ahora en Nintendo Switch™."
Rento Fortune Monolit,"9,99 €*",• Tablero,08-07-2018,¡Deja a tus amigos en la bancarrota!
Mushroom Wars 2,"19,99 €*","• Acción, Estrategia",05-07-2018,Estretegia rápida en tiempo real
Disease -Hidden Object-,"6,99 €*","• Aventura, Otros",05-07-2018,¿Es lo que ves real o solo una alucinación? Un doctor retirado se aventura en dos mundos y se ve asaltado por las dudas.
Miles & Kilo,"7,99 €1,59 €*","• Acción, Aventura, Plataformas",05-07-2018,Recorre una peculiar isla en este juego de plataformas rápido y divertido
Kill The Bad Guy,"6,99 €*","• Acción, Puzle",05-07-2018,¿Tiene cualquiera derecho al perdón? ¿Puede un crimen ser olvidado?
Squids Odyssey,"14,99 €*","• Acción, Aventura, Estrategia, Rol (RPG)",05-07-2018,¡Forma un equipo de heroicos Squids y disputa trepidantes combates por turnos contra cangrejos corrompidos y gambas gamberras!
The Journey Down: Chapter Three,"14,99 €*","• Aventura, Puzle",05-07-2018,Explora la totalidad de Underland y desentierra misterios olvidados hace ya mucho tiempo.
Awkward,"12,99 €*","• Fiesta, Tablero",05-07-2018,¿Os atrevéis a comprobar cuánto os conocéis realmente?
Ultra Space Battle Brawl,"12,99 €2,08 €*","• Acción, Arcade, Deportes, Lucha",05-07-2018,Agresividad... pero de buen rollo
ASSAULT GUNNERS HD EDITION,"9,99 €*","• Acción, Disparos (Shooter)",05-07-2018,¡Salva a los emigrantes de la Tierra y las colonias de Marte de la amenaza del alzamiento de los ANTS!
ACA NEOGEO SAMURAI SHODOWN V,"6,99 €*","• Arcade, Lucha",05-07-2018,Blande tu espada y descubre lo que te depara el destino: ¿la senda del Bushido o una carnicería?
Título no disponible,Precio no disponible,Categoría no disponible,Fecha no disponible,Descripción no disponible
,,,Fecha no disponible,
Título no disponible,Precio no disponible,Categoría no disponible,Fecha no disponible,Descripción no disponible
Yuso,"6,49 €*",• Puzle,05-07-2018,¡Acción de puzles explosivos!
Pocket Rumble,"9,99 €*",• Lucha,05-07-2018,¡A luchar se ha dicho!
Voxel Shot for Nintendo Switch,"6,99 €*","• Acción, Carreras, Disparos (Shooter)",04-07-2018,¡Dale candela a tus amigos en combates descacharrantes!
Runbow,"14,99 €*","• Acción, Fiesta, Plataformas",03-07-2018,"En sus marcas, listos, ¡Runbow!"
SpiritSphere DX,"10,00 €*","• Acción, Arcade, Deportes",02-07-2018,¡Este juego combina el tenis y la magia!
Ys VIII: Lacrimosa of DANA,"39,99 €*","• Acción, Rol (RPG)",29-06-2018,"Disfruta de la épica aventura de Ys VIII: Lacrimosa of DANA donde quieras, ¡gracias a Nintendo Switch!"
Wolfenstein II: The New Colossus,"39,99 €*","• Acción, Acción en primera persona (FPS)",29-06-2018,Solo tú tienes las agallas y las armas necesarias para desencadenar la 2.ª revolución americana en Wolfenstein II: The New Colossus para Nintendo Switch.
Crash Bandicoot™ N. Sane Trilogy,"39,99 €*","• Acción, Plataformas",29-06-2018,Los tres juegos originales de Crash Bandicoot llegarán a una consola Nintendo por primera vez con la trilogía Crash Bandicoot™ N. Sane Trilogy para Nintendo Switch.
Waking Violet,"6,99 €*","• Aventura, Puzle",29-06-2018,Waking Violet es un clásico juego de puzles 2D de perspectiva cenital con increíbles hechizos y una mecánica única de rebobinado temporal.
Anima: Gate of Memories,"19,99 €*","• Acción, Aventura, Rol (RPG)",29-06-2018,"La historia de dos seres unidos por un pacto forzado, un ancestral monstruo y una joven que ha perdido su pasado…"
Anima: Gate of Memories - The Nameless Chronicles,"19,99 €*","• Acción, Aventura, Rol (RPG)",29-06-2018,"La historia de un hombre sin nombre, un ser inmortal cuya maldición le obliga a recorrer el mundo por toda la eternidad."
Anima: Gate of Memories - Arcane Edition,"29,99 €*","• Acción, Aventura, Rol (RPG)",29-06-2018,¿Cuál de ellos será nuestro salvador y cuál nuestra perdición?
Harvest Moon: Light of Hope Special Edition,"39,99 €1,49 €*","• Rol (RPG), Simulación",28-06-2018,"Nueva ciudad, nuevos amigos, ¡nuevas aventuras!"
Dream Alone,"9,99 €*","• Aventura, Plataformas",28-06-2018,¡Difícil juego de plataformas indie en 2D!
Figment,"19,99 €*","• Acción, Aventura, Puzle",28-06-2018,Acción y aventura en los recovecos de la mente humana...
LIMBO,"9,99 €*","• Aventura, Puzle",28-06-2018,De los creadores de INSIDE
MotoGP™18,"19,99 €*","• Carreras, Deportes",28-06-2018,¡Conviértete en la estrella de la temporada 2018 de MotoGP!
ACA NEOGEO Money Puzzle Exchanger,"6,99 €*","• Arcade, Puzle",28-06-2018,¡Han llegado las estrellas de las finanzas que están en boca de todos!
Arcade Archives Renegade,"6,99 €*","• Acción, Arcade",28-06-2018,¡Salva a tu amigo Hiroshi! El enemigo: ¡la mafia!
Fossil Hunters,"14,99 €*","• Aventura, Puzle",28-06-2018,¡Descubre los fósiles más increíbles que se hayan visto!
INSIDE,"19,99 €*","• Aventura, Puzle",28-06-2018,De los creadores de LIMBO
Photon Cube,"12,00 €*",• Puzle,28-06-2018,"¡Refleja, divide, combina! ¡Toma el control de siete colores distintos de luz!"
Survive! MR.CUBE,"14,99 €*","• Acción, Aventura",28-06-2018,La historia de un hombre llamado Mr. Cube que debe escapar de un mundo desconocido si quiere recuperar su vida.
The Journey Down: Chapter Two,"14,99 €*","• Aventura, Otros, Puzle",28-06-2018,Una aventura gráfica clásica con un toque afrocaribeño.
Título no disponible,Precio no disponible,Categoría no disponible,Fecha no disponible,Descripción no disponible
,,,Fecha no disponible,
Título no disponible,Precio no disponible,Categoría no disponible,Fecha no disponible,Descripción no disponible
Angels of Death,"12,49 €*","• Aventura, Rol (RPG)",27-06-2018,¡El exitazo indie llega a Nintendo Switch!
Paranautical Activity,"7,99 €*","• Acción, Acción en primera persona (FPS)",26-06-2018,Un FPS de acción de la vieja escuela con un toque roguelite
Air Mail,"8,99 €*","• Acción, Aventura",26-06-2018,Levanta el vuelo como piloto de correo aéreo en un mundo de fantasía plagado de conflictos.
Cubikolor,"7,99 €*",• Puzle,26-06-2018,¡Utiliza la lógica y tu kube para sortear las trampas del Sistema y superar los 150 niveles del juego!
de Blob,"29,99 €*",• Plataformas,26-06-2018,Compite para controlar Ciudad Chroma en pantalla dividida para 4 jugadores en ocho modos multijugador distintos.
LUMINES REMASTERED,"14,99 €*","• Arcade, Puzle",26-06-2018,¡Revive el clásico y famoso juego de puzles!
Mario Tennis Aces,"59,99 €*","• Deportes, Tenis",22-06-2018,Compite contra populares personajes en intensos partidos de tenis en Mario Tennis Aces para Nintendo Switch.
BLAZBLUE CROSS TAG BATTLE,"19,99 €*","• Acción, Arcade, Lucha",22-06-2018,¡Cuatro franquicias populares se reúnen en un crossover épico!
1917 - The Alien Invasion DX,"6,99 €*","• Acción, Arcade, Disparos (Shooter)",22-06-2018,"1917 - The Alien Invasion es un juego de memorización y disparos combinado con una veloz y frenética, lluvia de disparos."
Vegas Party,"21,99 €*","• Fiesta, Tablero",21-06-2018,Bienvenido al universo de las apuestas en esta extravagante versión de la ciudad de Las Vegas.
Minecraft,"A partir de: 29,99 €*","• Acción, Aventura",21-06-2018,Explora mundos generados aleatoriamente y construye cosas increíbles.
Lost in Harmony,"6,99 €*","• Arcade, Aventura, Música",21-06-2018,Zambúllete en un viaje musical que te atrapará con una banda sonora creada por famosos compositores.
Pode,"24,99 €*","• Aventura, Puzle",21-06-2018,Un juego de puzles y exploración cooperativo protagonizado por una roca y una estrella fugaz que trabajarán en equipo para resolver antiguos rompecabezas.
ACA NEOGEO THE LAST BLADE 2,"6,99 €*","• Arcade, Lucha",21-06-2018,Se abre el telón del segundo acto de la más intensa de las batallas.
GUNBIRD2 for Nintendo Switch,"6,99 €*","• Arcade, Disparos (Shooter)",21-06-2018,¡Vuelve Psikyo!
D/Generation : The Original,"16,99 €*",• Puzle,21-06-2018,"Vuelve, por petición popular, el juego retro original"
Drawful 2,"8,49 €*",• Fiesta,21-06-2018,¡El juego de los dibujos horribles y las respuestas erróneas más divertidas!
Just Shapes & Beats,"16,79 €*","• Fiesta, Música",21-06-2018,Un juego de formas y ritmos.
The Journey Down: Chapter One,"6,99 €*","• Aventura, Puzle",21-06-2018,Un viaje épico de risas y aventura.
"Destiny's Princess: A War Story, A Love Story","14,99 €*",• Aventura,21-06-2018,¿Arriesgarías tu vida por amor?
Moorhuhn Remake,"6,99 €3,49 €*","• Arcade, Disparos (Shooter), Fiesta",21-06-2018,"Apunta y dispara a los pollos desde el cielo y recarga. Modo un jugador, multijugador y duelo 1 vs. 1."
Grab the Bottle,"4,99 €*",• Puzle,20-06-2018,Una forma innovadora y retorcida de resolver puzles estirando y retrayendo el brazo.
Lanota,"14,99 €*",• Música,20-06-2018,Lanota es un juego de música y ritmo dinámico con una narrativa envolvente y una banda sonora que corta la respiración.
Tennis World Tour,"49,99 €*","• Deportes, Simulación",19-06-2018,¡Define tu estilo de juego y tu táctica para llegar al número 1 del mundo!
Título no disponible,Precio no disponible,Categoría no disponible,Fecha no disponible,Descripción no disponible
,,,Fecha no disponible,
Título no disponible,Precio no disponible,Categoría no disponible,Fecha no disponible,Descripción no disponible
Flashback,"14,99 €*","• Acción, Aventura",19-06-2018,¡LA CLÁSICA AVENTURA DE ACCIÓN VUELVE PARA CELEBRAR SU 25.º ANIVERSARIO!
INK,"8,99 €*","• Arcade, Aventura, Plataformas",19-06-2018,¡Un plataformas colorido que causa sensación!
Bloons TD 5,"14,99 €*","• Acción, Estrategia",19-06-2018,¡Los bloons han vuelto y esta vez van en serio!
LEGO® Los Increíbles,"59,99 €4,79 €*",• Acción,15-06-2018,Vive las emocionantes aventuras de la familia Parr.
Arcade Archives DONKEY KONG,"6,99 €*","• Acción, Arcade",15-06-2018,DONKEY KONG es un juego de acción publicado en 1981 por Nintendo.
ACA NEOGEO SUPER SIDEKICKS 3 : THE NEXT GLORY,"6,99 €*","• Arcade, Deportes",14-06-2018,¡Prepárate para vivir emoción desbordante! ¡64 equipos de todo el mundo te harán vivir una auténtica experiencia futbolística!
Pub Encounter,"16,99 €*",• Aventura,14-06-2018,La última vez que me enamore... será de ti.
Soccer Slammers,"9,99 €*","• Arcade, Deportes, Football Fútbol",14-06-2018,"¡Frenético juego de fútbol de recreativas, 2 contra 2, para entre 1 y 4 jugadores!"
Chameleon Run Deluxe Edition,"5,99 €*","• Arcade, Plataformas",14-06-2018,Rápido y desafiante
THE Number Puzzle,"4,99 €*",• Puzle,14-06-2018,En THE Number Puzzle seguirás reglas sencillas para rellenar las casillas de una cuadrícula con números del 1 al 9.
Mahjong Deluxe 3,"19,99 €13,39 €*","• Simulación, Tablero",14-06-2018,¡Mahjong con 640 niveles desafiantes!
Hollow Knight,"14,99 €*","• Acción, Aventura, Plataformas",12-06-2018,"Desciende a las tinieblas de un reino olvidado en Hollow Knight, un evocador juego de acción y aventura en 2D de Nintendo eShop para Nintendo Switch."
Fortnite,"A partir de: 0,00 €*","• Acción, Disparos (Shooter), Estrategia",12-06-2018,¡Prepara un buen equipo y lánzate a una Battle Royale de infarto en Nintendo Switch!
Hexologic,"2,99 €*",• Puzle,12-06-2018,Relajante rompecabezas con gráficos y reglas nuevas inspiradas en Sudoku
Alchemic Jousts,"9,99 €*","• Acción, Estrategia, Fiesta, Puzle",12-06-2018,¡Acaba con tus rivales en encuentros de uno contra uno!
Fallout Shelter,"0,00 €*",• Simulación,11-06-2018,"Construye el perfecto refugio subterráneo, mantén felices a sus habitantes y protégelos de los peligros de la superficie contaminada."
Jolt Family Robot Racer,"4,99 €*","• Carreras, Fiesta, Plataformas",11-06-2018,JOLT es un juego de mesa de carreras de ritmo rápido.
Sushi Striker: The Way of Sushido,"49,99 €*","• Acción, Puzle",08-06-2018,¡Vence en la batalla de comida definitiva apilando platos y lanzándoselos a tu rival en Sushi Striker: The Way of Sushido para Nintendo Switch!
One Strike,"4,99 €0,99 €*","• Acción, Arcade, Lucha",08-06-2018,¡Conviértete en el guerrero más mortífero del Japón antiguo!
Parallel,"9,99 €*","• Plataformas, Puzle",08-06-2018,Pensamiento doble
Otto,"4,99 €*",• Puzle,08-06-2018,¡Guía al hámster!
Happy Birthdays,"39,99 €*","• Otros, Simulación",08-06-2018,¡El mundo está en tus manos!
Legendary Eleven,"9,99 €*","• Arcade, Deportes",08-06-2018,¡Fútbol épico!
Iro Hero,"12,99 €*","• Acción, Arcade, Disparos (Shooter)",07-06-2018,"¡En un mundo con los humanos reducidos a la condición de baterías eléctricas, solo un héroe tiene el valor para cambiarlo todo!"
Título no disponible,Precio no disponible,Categoría no disponible,Fecha no disponible,Descripción no disponible
,,,Fecha no disponible,
Título no disponible,Precio no disponible,Categoría no disponible,Fecha no disponible,Descripción no disponible
Samurai Defender: Ninja Warfare,"7,99 €*","• Acción, Estrategia",07-06-2018,¡Ha estallado la guerra samurái! ¡Defiende tu castillo y protege tus tierras!
Banner Saga 2,"24,99 €*","• Estrategia, Rol (RPG)",07-06-2018,¡La galardonada aventura continúa en Banner Saga 2!
A Magical High School Girl,"13,00 €*","• Acción, Aventura, Rol (RPG)",07-06-2018,¡La magia te llama!
ACA NEOGEO RIDING HERO,"6,99 €*","• Arcade, Carreras",07-06-2018,¡Cada décima de segundo cuenta! ¡Quema asfalto sobre tu moto!
Them Bombs!,"11,59 €*","• Fiesta, Puzle",06-06-2018,Tus amigos y tú os encontráis una bomba de relojería. ¡Trabajad juntos para salvar al mayor número de gente posible!
GRIDD: Retroenhanced,"11,99 €*","• Acción, Arcade, Disparos (Shooter)",06-06-2018,¡Intensa acción de pirateo ciberpunk!
Shape of the World,"14,99 €*","• Aventura, Otros, Simulación",06-06-2018,El mundo crece a tu alrededor
The Infectious Madness of Doctor Dekker,"12,99 €*",• Aventura,05-06-2018,Resuelve un asesinato mientras tratas a los peculiares pacientes del fallecido Dr. Dekker.
Shaq Fu: A Legend Reborn,"19,99 €*",• Lucha,05-06-2018,¡Shaquille O'Neal es un maestro del Wu Xing!
Fallen Legion: Rise to Glory,"39,99 €*",• Acción,01-06-2018,¡Hazte con la corona antes de que reine el caos!
Jumping Joe & Friends,"1,99 €0,99 €*","• Arcade, Fiesta, Plataformas",01-06-2018,¡Un plataformas que rebosa alegría!
Operation Hardcore,"5,00 €*","• Acción, Aventura, Plataformas",01-06-2018,"Un juego de disparos 2D de desplazamiento lateral rebosante de acción que se inspira en los juegos de antaño, pero con las comodidades de la modernidad."
Super Sportmatchen,"14,99 €*","• Arcade, Deportes",01-06-2018,Super Sportmatchen es un divertido juego de deportes retro para hasta cuatro jugadores.
