Título,Precio,Categoría,Fecha de lanzamiento,Descripción
Hotel Transilvania: Aventuras e historias de terror,"39,99 €*","• Acción, Aventura, Plataformas",11-03-2022,¡Explora mundos de cuento clásicos con tus personajes favoritos de las películas de Sony Pictures Animation en Hotel Transilvania: Aventuras e historias de terror!
Two Hundred Ways,"11,99 €*","• Arcade, Estrategia, Puzle, Simulación",11-03-2022,200 complicados niveles y muchas otras opciones ofrecen “Two Hundred Ways” de jugar.
Cosmos Bit,"4,99 €*","• Acción, Arcade, Aventura, Plataformas",11-03-2022,"Descubre un mundo en 8-bits lleno de misterio, monstruos y desafíos"
"Om Nom: Coloring, Toons & Puzzle","3,99 €0,99 €*","• Estilo de vida, Fiesta, Puzle, Uso práctico",11-03-2022,"Watch, color, draw, and play with your favorite Cut The Rope character!"
Syndrome,"24,99 €*","• Acción, Acción en primera persona (FPS), Disparos (Shooter), Puzle",11-03-2022,"Enfréntate a los peligros y a tus propias pesadillas mientras exploras una nave condenada en ""Syndrome"", un survival horror de ciencia ficción."
.hack//G.U. Last Recode,"49,99 €*","• Acción, Rol (RPG)",11-03-2022,VUELVE AL MUNDO
Aztech Forgotten Gods,"29,99 €*","• Acción, Aventura, Plataformas",10-03-2022,Hay cosas que es mejor dejar en el olvido.
Slide Stories: Neko's Journey,"2,99 €0,99 €*","• Aventura, Otros, Puzle, Tablero",10-03-2022,"Un juego de rompecabezas relajante y precioso con elementos de novelas gráficas en el que un gato, Neko, viaja con su dueña, Nina, a lugares maravillosos. - Sigue el ritmo: completa un rompecabezas para desbloquear el siguiente."
Time Loader,"14,99 €*","• Aventura, Plataformas, Puzle, Simulación",10-03-2022,Time Loader es un plataformas de puzles basado en la física que se centra en su historia de viaje en el tiempo visto a través de los ojos de un niño de los años 90!
Ancient Islands,"12,49 €*","• Arcade, Estrategia",10-03-2022,"Hard tower-defense mixed with economy elements. It features complex skill tree, resource trading, building your own village, and setting individual tactics for each tower."
Título no disponible,Precio no disponible,Categoría no disponible,Fecha no disponible,Descripción no disponible
,,,Fecha no disponible,
Título no disponible,Precio no disponible,Categoría no disponible,Fecha no disponible,Descripción no disponible
Move or Die: Unleashed,"14,99 €*","• Arcade, Fiesta, Plataformas",10-03-2022,¡El juego destroza-amistades!
The Last Cube,"19,99 €*","• Aventura, Plataformas, Puzle",10-03-2022,Una aventura épica por puzles y plataformas. Pon adhesivos en las caras del cubo para otorgarles poderes y resolver rompecabezas y descubrir secretos.
Grand Mountain Adventure,"34,99 €*","• Aventura, Carreras, Deportes, Simulación",10-03-2022,¡Un juego de esquí y snowboard en mundo abierto para Nintendo Switch!
Ashwalkers,"19,99 €*","• Aventura, Estrategia",10-03-2022,"Un viaje por la supervivencia en un mundo hostil, sin reglas ni juicio."
REPUBLIQUE: Anniversary Edition,"0,99 €*","• Acción, Aventura",10-03-2022,Un juego de acción y sigilo sobre los peligros de la vigilancia gubernamental.
Potato Flowers in Full Bloom,"14,99 €11,09 €*",• Rol (RPG),10-03-2022,Explore an underground labyrinth in search of mythical seeds in this 3D dungeon crawler RPG!
World of One,"9,99 €*","• Acción, Aventura, Plataformas, Puzle",10-03-2022,Estás a punto de emprender un viaje por pequeños mundos parecidos a planetas como si estuvieras en el mundo del Principito.
Pocket Slimes,"9,99 €*","• Aventura, Fiesta, Puzle",10-03-2022,Family-friendly puzzle game that will challenge your logical thinking in a fantastic world where every STEP is meaningful!
Dungeon Color,"3,99 €*","• Aventura, Estrategia, Otros, Puzle",10-03-2022,Interact with special obstacles and melt your brain to find the exit!
Young Souls,"24,99 €*","• Acción, Lucha, Rol (RPG)",10-03-2022,Young Souls combina los géneros del beat‘em up y el juego de rol en un mundo creado con una impresionante dirección artística.
Retro Pixel Racers,"9,99 €*","• Arcade, Carreras",10-03-2022,Retro Pixel Racers es un divertido juego de carreras con vista cenital.
Frightence,"5,99 €*","• Acción, Aventura",10-03-2022,"Frighthence es una breve e intensa experiencia de terror en primera persona. Eres el conserje que trabaja en el infame Apartamento #17, que es la semilla de muchas historias espeluznantes y espeluznantes leyendas urbanas..."
Dual Brain Complete Edition,"23,99 €7,19 €*","• Otros, Puzle",10-03-2022,¡Presentamos un nuevo juego para entrenar tu cerebro!
Arcade Archives QIX,"6,99 €*","• Acción, Arcade",10-03-2022,"Imported into Japan by its own parent company after succeeding in the US, QIX finally joins the Arcade Archives!"
Detective Inspector: Mysterious Clues,"2,99 €0,99 €*","• Arcade, Puzle",10-03-2022,Step into the shoes of a great detective and solve crimes!
Pipes Master,"2,99 €0,99 €*","• Arcade, Puzle",10-03-2022,Do you like puzzles games? Give Pipes Master a try today!
Cyber Pool,"4,99 €0,99 €*","• Arcade, Deportes, Fiesta",10-03-2022,The neon-emblazoned tables of Cyber Pool are calling. Will you take on the challenge?
Chocobo GP,"49,99 €19,99 €*","• Carreras, Fiesta",10-03-2022,¡Calienta motores y prepárate para un nuevo tipo de competición a todo gas repleta de magia y caos a partes iguales!
Splash Cars,"6,99 €1,95 €*","• Acción, Carreras",09-03-2022,¡Súbete a tu auto y pinta los vecindarios del mundo en esta experiencia de conducción libre con perspectiva isométrica!
9 Monkeys of Shaolin + Ash of Gods + Redeemer: Bundle,"39,99 €*","• Acción, Estrategia, Lucha, Rol (RPG)",09-03-2022,9 Monkeys of Shaolin: Ponte en la piel del pescador chino Wei Cheng para vengar la muerte de su familia y amigos. Invita a un amigo a luchar a tu lado en el modo cooperativo.
The Wild Case,"9,99 €*","• Aventura, Puzle",08-03-2022,The Wild Case es una aventura point & click en primera persona en 2D.
Street Cats Race,"9,99 €*","• Aventura, Carreras, Fiesta, Otros",05-03-2022,
LIT: Bend the Light,"7,99 €*","• Otros, Puzle, Tablero",05-03-2022,"¡Luz, oscuridad, y rompecabezas extraordinarios!"
Crossroad Simulator,"9,99 €4,99 €*","• Arcade, Puzle, Simulación",05-03-2022,¡Controla el semáforo para regular el flujo del tráfico de la ciudad!
Título no disponible,Precio no disponible,Categoría no disponible,Fecha no disponible,Descripción no disponible
,,,Fecha no disponible,
Título no disponible,Precio no disponible,Categoría no disponible,Fecha no disponible,Descripción no disponible
The Cruel King and the Great Hero,"29,99 €*",• Rol (RPG),04-03-2022,Esta es la historia de cómo un día me derrotarás...
TRIANGLE STRATEGY™,"59,99 €*","• Estrategia, Rol (RPG)",04-03-2022,"Descubrid una historia de intrigas, estrategias y traiciones en Triangle Strategy, un juego de rol táctico de Square Enix para Nintendo Switch."
El escuadrón de rescate de Ryan,"39,99 €*",• Aventura,04-03-2022,¡Rescata a los amigos de Ryan de las garras de Dark Titan y sus malvados aliados!
What Lies in the Multiverse,"14,99 €*","• Acción, Aventura, Plataformas, Puzle",04-03-2022,Una aventura cómica sobre saltos interdimensionales y mundos vueltos del revés.
Operation Zeta,"9,99 €*","• Acción, Puzle",04-03-2022,Operation Zeta es un juego de acción situado en el espacio. La gran batalla conocida como “Operación Zeta” ha sido perdida.
Gunborg: Dark Matters,"14,99 €*","• Disparos (Shooter), Plataformas",04-03-2022,Gunborg: Dark Matters es un plataformas arcade repleto de acción espacial con jugabilidad fluida y una elegante banda sonora synthwave de 1980.
Ink Cipher,"1,99 €*",• Puzle,04-03-2022,Crack over 200 cipher crossword puzzles
ELO 1100 Chess,"3,99 €*",• Estrategia,04-03-2022,"Juegue desde el nivel de principiante hasta el nivel superior ELO 1100 (muy buen nivel, si supera a su dispositivo aquí, ¡respeto!) en este motor de juego de ajedrez de alta calidad."
Quest for Infamy,"9,99 €*","• Aventura, Rol (RPG)",04-03-2022,Roba y ábrete camino a base de trampas en una historia llena de fechorías
Knight's Try,"9,99 €*","• Acción, Arcade, Aventura, Plataformas",04-03-2022,
Dr. Oil,"4,99 €*","• Acción, Plataformas",04-03-2022,Every butter used to be an oil!
Buck Bradley Comic Adventure,"6,99 €*","• Aventura, Otros, Puzle",04-03-2022,"Ayuda a Buck a devolver a su amigo a su verdadera forma, en esta cómica aventura llena de puzles que resolver."
ABC Match with Me,"9,99 €*","• Educativo, Fiesta, Puzle",04-03-2022,"Un juego de parejas divertido, intuitivo y educativo para tu hijo."
Offroad Night Racing,"12,99 €5,19 €*","• Acción, Carreras, Deportes, Simulación",04-03-2022,"Offroad driving game for the adventurous! Navigate a dark forest with a map & compass, complete exciting missions. Detailed graphics, awesome cars, lighting and effects!"
Dexter Stardust : Adventures in Outer Space,"9,99 €*","• Acción, Aventura, Educativo, Puzle",03-03-2022,¡Una aventura clásica espacial para todos!
CATch the Stars,"2,99 €*","• Aventura, Estrategia, Puzle, Tablero",03-03-2022,"Imagina lo maravilloso que sería estar ahora mismo en la playa, la montaña o simplemente en un lugar tranquilo, mirando a las estrellas, y poder olvidarte de todo lo que te rodea. Vive esta experiencia aquí y ahora, en tu pantalla."
A Musical Story,"14,99 €*",• Música,03-03-2022,A Musical Story es un juego de ritmo ambientado en los años 70.
Ambition Record,"14,99 €*","• Aventura, Estrategia, Rol (RPG), Simulación",03-03-2022,¡Levanta el grito de victoria con el poder del dragón en un juego de rol fantástico!
Counter Delta: The Bullet Rain,"16,99 €*","• Acción, Acción en primera persona (FPS), Arcade, Disparos (Shooter)",03-03-2022,A single-player TPS game that fights against terrorists around the world! The suspenseful stages in various places! Weapons that excite military fans!
シオリノコトハ - DarkReflections -,"17,85 €*","• Aventura, Otros, Simulación",03-03-2022,"A series of murders and bizarre incidents occur in a private library that has become inescapable. Eventually, the library becomes filled with madness..."
Pretty Girls Breakers!,"6,99 €*","• Acción, Arcade, Puzle",03-03-2022,"¡Golpea la bola, rompe los ladrillos y obtén vestidos para un grupo de chicas con rasgos de animalitos!"
Would you like to run an idol cafe? 2,"9,99 €4,99 €*",• Aventura,03-03-2022,Vuelve a la Cafetería Marítima con el glamour de un nuevo grupo de ídolos
Old Coin Pusher Friends,"3,49 €*","• Arcade, Comunicación, Fiesta",03-03-2022,This is an online cooperative coin pusher game set in the Old japan that can be enjoyed by one or all. Collect Japanese koban and try to win the jackpot!
Menseki Genius,"5,00 €*","• Educativo, Puzle",03-03-2022,¡Solo para atletas mentales!
Título no disponible,Precio no disponible,Categoría no disponible,Fecha no disponible,Descripción no disponible
,,,Fecha no disponible,
Título no disponible,Precio no disponible,Categoría no disponible,Fecha no disponible,Descripción no disponible
The Uncertain: Last Quiet Day,"14,99 €*","• Aventura, Puzle",03-03-2022,Vuelve al mundo postapocalíptico en su adaptación para consolas.
Bus Driver Simulator Countryside,"14,99 €*",• Simulación,03-03-2022,"Try on the role of a driver of a passenger bus. Take a ride in a real city, strictly following the schedule."
SUPER ZANGYURA,"17,99 €*","• Acción, Carreras, Plataformas, Puzle",03-03-2022,An incredible evil threatens the world once again!
Arcade Archives DRAGON SPIRIT,"6,99 €*","• Arcade, Disparos (Shooter)",03-03-2022,"A battle between light and darkness! The legendary rebirth of dragons, after countless ages."
Words With Freds,"0,99 €*","• Educativo, Estilo de vida, Puzle",03-03-2022,Guess the word in six tries or less!
Primordia,"14,99 €*","• Aventura, Puzle",02-03-2022,"En un mundo postapocalíptico carente de vida, dos robots emprenden un viaje épico a una ciudad mítica de cristal y luz."
Zombie Rollerz: Pinball Heroes,"14,99 €*","• Acción, Arcade",02-03-2022,"Zombie Rollerz es la combinación perfecta del clásico pinball, zombis y juegos de mazmorras."
35MM,"9,99 €5,99 €*","• Acción, Acción en primera persona (FPS), Aventura, Puzle",02-03-2022,Historia postapocalíptica sobre dos viajeros que emprenden un largo viaje por el páramo.
12 Labours of Hercules V: Kids of Hellas,"7,99 €*","• Arcade, Aventura, Estrategia, Puzle",02-03-2022,"¡12 Labours of Hercules V: Kids of Hellases la quinta aventura de Hércules para salvar a Grecia! Ares, dios griego de la guerra le pide a Hércules que lidere su ejército."
Racing Xtreme: Fast Rally Driver 3D,"5,99 €*","• Arcade, Carreras, Deportes, Simulación",02-03-2022,¡DESAFÍA A TUS RIVALES Y COMPITE A LO LARGO DE LOS BALDÍOS!
FAR: Changing Tides,"19,99 €*","• Acción, Aventura",01-03-2022,"Una odisea evocadora que narra el emotivo viaje de un muchacho a bordo de su nave en pos de un nuevo hogar. Surca aguas turbulentas, zambúllete en abismos ignotos y explora ruinas olvidadas en un mundo anegado con todo lujo de hermosos detalles."
Simple Mini Golf,"3,49 €1,74 €*","• Arcade, Deportes, Fiesta",01-03-2022,"Simply mini golf, playable up to 8 players!"
Conan Chop Chop,"19,99 €*","• Acción, Aventura, Otros",01-03-2022,"Un roguelite para grupos de 1 a 4 jugadores lleno de caos, botines y aventuras"
Hundred Days - Winemaking Simulator,"29,99 €*","• Estrategia, Simulación",28-02-2022,"Puede que fabricar vino sea tu gran aventura. Crea el mejor vino interactuando con la tierra y la naturaleza, y lleva tu bodega a lo más alto. ¡Aquí comienza tu viaje en el mundo de la enología!"
Red Wings: Coloring Planes,"3,99 €*","• Arcade, Educativo, Puzle, Simulación",28-02-2022,¡Recorre la página con una explosión de colores y pinta los aviones más memorables y emocionantes de la Segunda Guerra Mundial con Red Wings: Coloring Planes!
Atelier Sophie 2: The Alchemist of the Mysterious Dream,"A partir de: 59,99 €*",• Rol (RPG),25-02-2022,Una historia misteriosa sobre un sueño misterioso...
MONARK,"59,99 €*","• Aventura, Estrategia, Rol (RPG)",25-02-2022,"Déjate llevar por tu Ego, controla la locura."
Plunderer's Adventures,"4,99 €*","• Acción, Aventura",25-02-2022,¡Surca los mares y crea tu propia leyenda como una capitana pirata!
Aeternum Quest,"8,59 €*","• Acción, Aventura, Puzle, Rol (RPG)",25-02-2022,"Four Gems came into existence when the universe was created, mankind harnessed these to create the ultimate ""Aeternum Gem""."
Ammo Pigs: Cocked and Loaded,"4,99 €*","• Acción, Plataformas",25-02-2022,
Gav-Gav Odyssey,"4,99 €*","• Acción, Puzle",25-02-2022,
Flip The Buddy,"2,99 €*",• Plataformas,25-02-2022,"Ayuda a tus nuevos compañeros a superar niveles de salto cada vez más difíciles. En lugar de patear al compañero, ¡aquí se le da la vuelta!"
Checkers Minimal,"4,99 €0,99 €*","• Estrategia, Puzle, Tablero",25-02-2022,"Online multiplayer, global leaderboards, play with friend or AI - all you need from a checkers game."
Moto Roader MC,"5,99 €2,99 €*","• Arcade, Carreras",25-02-2022,Un clásico de los juegos de carreras ahora disponible para consolas
Título no disponible,Precio no disponible,Categoría no disponible,Fecha no disponible,Descripción no disponible
,,,Fecha no disponible,
Título no disponible,Precio no disponible,Categoría no disponible,Fecha no disponible,Descripción no disponible
Wall of insanity,"6,50 €1,95 €*","• Acción, Acción en primera persona (FPS), Aventura, Disparos (Shooter)",25-02-2022,Sobrevive a horribles peligros tras el muro de la locura
Top Bike: Racing & Moto Drag,"4,99 €*","• Arcade, Carreras, Deportes, Simulación",25-02-2022,¡Conviértete en la leyenda de las calles!
Pudding Monsters,"4,99 €0,99 €*","• Aventura, Estilo de vida, Estrategia, Puzle",25-02-2022,"Sticky, curious… and DETERMINED TO GET BIGGER! Pudding Monsters is a delicious puzzle adventure with wacky characters and innovative stick-'em-together game-play."
#1 Anagrams Sudokus Bundle,"5,99 €*","• Educativo, Otros, Puzle, Tablero",25-02-2022,Disfruta de 2 grandes juegos en 1 con este pack que incluye #1 Anagrams y #1 Sudokus. #1 Anagrams ¡¡Más letras de las que puedas manejar!! ¿Te gustan los crucigramas y los juegos de vocabulario?
One Gun Guy,"4,99 €*","• Arcade, Disparos (Shooter), Plataformas",25-02-2022,"Peligros a enfrentar, Enemigos que destruir y un jefe que matar"
"Pukan, Bye-Bye!","4,99 €*","• Plataformas, Puzle",24-02-2022,It is not recommended for people with a shattered psyche.
Whiskey Mafia: Leo's Family,"4,99 €*","• Aventura, Otros",24-02-2022,The story of how people choose the wrong path.
Autobahn Police Simulator 2 Switch Edition,"39,99 €*","• Acción, Carreras, Otros, Simulación",24-02-2022,Start your even more exciting career as law enforcer on Europe’s fastest road now with the successor to the popular Autobahn Police Simulator.
Variable Barricade,"49,99 €*",• Aventura,24-02-2022,Hibari es la única heredera de la fortuna de su familia. Su abuelo está decidido a buscarle marido y la aloja en una lujosa mansión rodeada de atractivos hombres solteros.
15in1 Solitaire,"2,99 €0,99 €*","• Estrategia, Puzle, Simulación, Tablero",24-02-2022,La mayor recopilación de solitarios. ¿Podrás superar todos los modos de juego?
Who Is Zombie,"7,99 €*","• Arcade, Aventura, Puzle, Simulación",24-02-2022,Que encuentres la salvación... Un juego de suspenso de apocalipsis zombi
Antarctica 88,"5,99 €*","• Acción, Aventura, Disparos (Shooter)",24-02-2022,¡Sobrevive al horror y escapa del aterrador juego de aventuras de monstruos espeluznantes!
Never Alone: Arctic Collection,"14,99 €*","• Acción, Aventura, Plataformas, Puzle",24-02-2022,Vive la épica aventura de Nuna y Fox en busca del origen de una tormenta de nieve eterna que amenaza la supervivencia de todo lo que conocen.
An NPC’s Odyssey,"4,99 €*","• Aventura, Rol (RPG)",24-02-2022,The story of the hero saving the world is about to begin! But I'm just an NPC...
Undernauts: Labyrinth of Yomi,"44,99 €*","• Aventura, Estrategia, Rol (RPG)",24-02-2022,
An American Werewolf in L.A.,"4,99 €*","• Arcade, Lucha",24-02-2022,ERES UN HOMBRE LOBO. PERO EN HELL'S CREEK HAY MONSTRUOS PEORES.
"To the Top, Mammoth!","10,00 €5,00 €*","• Acción, Arcade, Carreras, Plataformas",24-02-2022,¡Corre hasta la cima de las torres llenas de trampas!
SpelunKing: The Mine Match,"9,99 €*","• Puzle, Tablero",24-02-2022,Reach the bottom of the mine and become the Spelunk King (or Queen)!
Choju Giga Wars,"6,99 €*","• Acción, Aventura, Estrategia",24-02-2022,¡Colecciona y cría bestezuelas de lo más curiosas! ¡Un combate total entre animales salidos de antiguos rollos ilustrados!
World War: Tank Battle,"16,99 €*","• Acción, Acción en primera persona (FPS), Arcade, Disparos (Shooter)",24-02-2022,Tank game to participate in the famous battle of World War II! Win the battle and strengthen your own tank! Destroy enemies with friendly tanks!
Arcade Archives HIGHWAY RACE,"6,99 €*","• Arcade, Carreras",24-02-2022,Let's make a big jump aiming for the goal!
amazin' George 2,"22,09 €*","• Aventura, Lucha, Puzle, Rol (RPG)",24-02-2022,"amazin' George 2 is a colourful, stunning 3D HD JRPG Style, turn based RPG featuring the Spacefarer cat, George. Help him rescue his Master from King Rattie and restore the dreamworld."
Plumber Hero,"2,29 €*","• Arcade, Puzle",24-02-2022,Are you ready for a real challenge? Save the city from the flood and the alligator plague.
Clouzy!,"14,99 €1,94 €*","• Aventura, Estrategia, Rol (RPG), Simulación",24-02-2022,"La mayoría de nubes flotan en el cielo, ¡pero estas adorables nubes blanditas van a la guardería!"
Título no disponible,Precio no disponible,Categoría no disponible,Fecha no disponible,Descripción no disponible
,,,Fecha no disponible,
Título no disponible,Precio no disponible,Categoría no disponible,Fecha no disponible,Descripción no disponible
For The Warp,"16,49 €*","• Aventura, Estrategia, Tablero",23-02-2022,"Build your deck, survive and reach For The Warp gate!"
Explosive Candy World,"4,99 €*","• Acción, Plataformas, Puzle",23-02-2022,¡Emprende un viaje explosivo por una serie de niveles de plataformas y resuelve desafíos basados en la física!
Edge Of Eternity,"29,99 €*","• Aventura, Estrategia, Rol (RPG)",23-02-2022,ESTE JUEGO EMPLEA TECNOLOGÍA DE RETRANSMISIÓN EN LA NUBE. UTILIZA LA VERSIÓN DE PRUEBA GRATUITA ANTES DE COMPRARLO.
SOL CRESTA,"17,99 €*","• Acción, Arcade, Aventura, Disparos (Shooter)",22-02-2022,¡Vuelve el género de disparos neoclásico!
Blandville,"4,99 €*","• Acción, Aventura, Lucha, Simulación",22-02-2022,"Your memory has faded away. All that remains, is the horrid state Blandville is currently in. Dark. Cold. Abandoned."
Darkness and Flame: Missing Memories,"13,99 €*","• Aventura, Puzle",22-02-2022,"Siempre hay una pista escondida en algún profundo lugar profundo en tu memoria. ¿Encontrará Alice la manera, no solo de ayudar a su tío a recordar su pasado, sino de descubrir cómo"
Headup Adventure Bundle,"56,97 €6,83 €*","• Aventura, Puzle",21-02-2022,
PUZZLE & DRAGONS Nintendo Switch Edition,"3,85 €*","• Acción, Fiesta, Puzle, Rol (RPG)",20-02-2022,"Los rompecabezas casuales se unen a las grandes aventuras, ¡ya sea solo o con amigos!"
BIG Toddlers and Kids Bundle,"49,99 €*","• Aventura, Educativo, Puzle",19-02-2022,"Este paquete contiene NUEVE de nuestros mejores juegos para niños pequeños y niños. ¡Horas de diversión educativa con rompecabezas, hacer estallar globos, lavar autos y más!"
Educational and Learning Bundle - 5 in 1,"29,99 €*","• Educativo, Puzle",19-02-2022,"Este paquete contiene CINCO de nuestros mejores juegos educativos para bebés y niños. ¡Horas de diversión aprendiendo con rompecabezas, reventar globos, emparejar parejas y más!"
BlackJack Math,"3,99 €*","• Educativo, Otros, Tablero",19-02-2022,Practice math by playing cards
Rover Mechanic Simulator,"11,49 €*","• Otros, Simulación",18-02-2022,Eres un mecánico que trabaja en una de las primeras colonias marcianas. ¡Sus tareas principales incluyen la reparación y el mantenimiento de los rovers de Marte!
Gravity Runner,"8,19 €*","• Acción, Arcade, Plataformas",18-02-2022,"Ábrete paso a través de mundos synthwave retro, llenos de desafiantes anomalías gravitatorias para escapar de un agujero negro que no deja de crecer."
