Título,Precio,Categoría,Fecha de lanzamiento,Descripción
Maze Blaze,"9,99 €0,99 €*","• Arcade, Disparos (Shooter)",06-10-2022,"Maze Blaze is filled with endless possibilities. Lock and load, then enter at your own peril."
Wizorb,"4,50 €*","• Arcade, Aventura, Puzle",06-10-2022,The once peaceful Kingdom of Gorudo is threatened by an evil presence. The only hope for salvation is Cyrus!
memory® – El juego original de parejas de Ravensburger,"19,99 €*","• Puzle, Tablero",06-10-2022,¡El juego que une y maravilla a generaciones!
Poker World: Casino Game,"9,99 €*","• Deportes, Fiesta, Otros, Simulación",06-10-2022,¡SIENTE EL EMOCIONANTE AMBIENTE DE VEGAS CASINO Y GANA MUCHO DINERO!
Falling Out,"12,49 €*","• Acción, Arcade, Aventura, Plataformas",06-10-2022,FALLING OUT es un juego de mazmorras desenfadado repleto de acción donde asumiréis el control de una excéntrica pareja que está pasando unas vacaciones del d
Super Jagger Bomb,"4,99 €*","• Acción, Arcade",06-10-2022,Utiliza tu velocidad y agilidad sobrehumanas para proteger al mundo de una explosión catastrófica en este juego arcade al estilo de los 80.
Josh Journey: Darkness Totems,"13,99 €*","• Acción, Aventura, Rol (RPG)",06-10-2022,Derrota a los Nightmare Monsters para salvar el mundo de la provincia en Josh Journey: Darkness Totems
Clock Maker : My Clock - ver. digital (with timer),"1,00 €*","• Estilo de vida, Fiesta, Otros, Uso práctico",06-10-2022,"Only one in the world! You can make your own digital clock! After drawing the numbers (0 to 9), the clock is complete."
CosmoPlayerZ,"10,99 €*","• Acción, Disparos (Shooter)",06-10-2022,¡Potencia cambiándote de ropa! ¡La acción de tiro más genial de vestir!
Brick Breaker Ball Shooter,"9,99 €4,99 €*","• Arcade, Aventura, Puzle, Tablero",06-10-2022,¡Sigue el ritmo de la pelota que rebota y desvíala en este clásico juego arcade!
Título no disponible,Precio no disponible,Categoría no disponible,Fecha no disponible,Descripción no disponible
,,,Fecha no disponible,
Título no disponible,Precio no disponible,Categoría no disponible,Fecha no disponible,Descripción no disponible
異世界娘と婚活中 ～ Isekai Bride Hunting ～ Meir Edition,"6,10 €*","• Aventura, Otros, Simulación",06-10-2022,"In a universe where the Earth has merged with another world, the hunt for a bride from another world begins!"
Cyjin: The Cyborg Ninja,"9,99 €*","• Acción, Aventura, Lucha, Plataformas",06-10-2022,"Plataformas, precisión extrema y acción trepidante en un mundo cyberpunk lleno de neones, robots peligrosos, shoguns temibles y guerreros yokai."
Bunker Life,"16,99 €*","• Aventura, Estrategia, Simulación, Tablero",06-10-2022,"Be sure to survive using various items in the form of cards! If you die, you can survive a little longer next time based on your past experiences!"
Serial Cleaners,"24,99 €*","• Acción, Aventura",06-10-2022,Muévete sin hacer ruido. Limpia sin involucrarte. Desaparece sin dejar ni rastro.
Kawaii Solitaire 3 in 1,"2,99 €*","• Estilo de vida, Estrategia, Puzle, Tablero",06-10-2022,Enjoy a cute collection of three solitaire card games
Sherlock Holmes and The Hound of The Baskervilles,"12,99 €*","• Aventura, Puzle",06-10-2022,Estamos encantados de presentar esta aventura de puzles de la vieja escuela que combina mecánicas de objetos ocultos con la más pura atmósfera del misterio.
Car Mats,"3,99 €*","• Acción, Arcade, Carreras, Deportes",06-10-2022,A fun racing and sandbox game involving cars. dodgems and trains!
Elite Soldier Shooter,"9,99 €*","• Acción, Acción en primera persona (FPS), Disparos (Shooter), Simulación",06-10-2022,"Donde las fuerzas especiales no pueden hacer frente, un soldado y un rifle lograrán el objetivo."
Airport Flight Administrator Simulator & Air Traffic-Sky Airplane Sim Plane Games,"7,99 €*","• Arcade, Estrategia, Tablero",06-10-2022,In Airport Flight Administrator Simulator you have the chance to know the smallest details of how a big airport works.
Chess Classic Board Game,"9,99 €4,99 €*","• Estrategia, Puzle, Tablero",06-10-2022,¡El ajedrez es un popular juego de mesa para la mente!
Arcade Archives DARIUS,"6,99 €*","• Arcade, Disparos (Shooter)",06-10-2022,Defeat the huge battleships and escape from the planet Darius! !
Black Widow: Looking for Love,"3,99 €*","• Acción, Arcade, Puzle",06-10-2022,"Te has enamorado de una misteriosa mujer y, aunque intuyes algo siniestro detrás, el amor es así. Conquista su corazón respondiendo sus preguntas con la verdad."
Mi Vida: Veterinario de Mascotas,"29,99 €*","• Educativo, Rol (RPG), Simulación",06-10-2022,¡Unas adorables mascotas necesitan tu ayuda!
Rush Hour® Deluxe – The ultimate traffic jam game!,"19,99 €*","• Fiesta, Puzle, Tablero",06-10-2022,El ingenioso juego de lógica
NieR:Automata The End of YoRHa Edition,"39,99 €19,99 €*","• Acción, Rol (RPG)",06-10-2022,Reclama la Tierra en este premiado juego de rol y acción posapocalíptico. Gloria a la humanidad.
Bus Driving Simulator 22,"27,99 €*","• Acción, Carreras, Simulación",05-10-2022,"Simulador de conducción de autobús openworld con un entorno realista, una variedad de autobuses, tres regiones para explorar (Estados Unidos, Alemania, Brasil), multijugador y más"
Tribe Explorer,"4,99 €*","• Arcade, Aventura, Fiesta, Plataformas",05-10-2022,"TribeExplorer Is an Retro style 2D Platformer. Play as the Tribe Explorer and try to beat all the different levels littered with sweet platforming, enemies, gravity puzzles and more!"
LET'S PLAY CURLING!!,"39,99 €*","• Deportes, Estrategia, Fiesta, Simulación",05-10-2022,Genuine Curling now on the Nintendo Switch™! Utilize simple controls to make that all-important game-winning throw!
Let's Sing ABBA,"39,99 €*","• Estilo de vida, Fiesta, Música",04-10-2022,Celebra la gloriosa vuelta del gigante sueco del pop ABBA. Disfruta en solitario o con amigos de algunos de tus clásicos favoritos del repertorio de la banda.
Overwatch® 2,"0,00 €*","• Acción, Acción en primera persona (FPS)",04-10-2022,Overwatch 2 es un juego de acción por equipos gratuito siempre activo y en constante evolución que está ambientado en un futuro optimista.
FerroSlug,"5,67 €*","• Arcade, Estrategia, Puzle, Simulación",04-10-2022,¡El microorganismo retro que explorará tu forma de pensar!
Guardian Tales,"0,00 €*","• Acción, Arcade, Puzle, Rol (RPG)",03-10-2022,¡Lánzate a una aventura clásica!
Kattish,"4,99 €*","• Arcade, Plataformas, Puzle",02-10-2022,Kattish is 2D Puzzle-Platformer Game.
Dinogotchi,"9,99 €*","• Aventura, Estilo de vida, Estrategia, Otros",01-10-2022,"Dinogotchi is a tamagotchi-like game featuring cute dinosaurs. Take care, evolve, have fun and give a lot of love to your little jurassic friends!"
Título no disponible,Precio no disponible,Categoría no disponible,Fecha no disponible,Descripción no disponible
,,,Fecha no disponible,
Título no disponible,Precio no disponible,Categoría no disponible,Fecha no disponible,Descripción no disponible
Mission 1985,"9,99 €*","• Acción, Arcade, Disparos (Shooter)",01-10-2022,"Este juego es un homenaje a los run’n gun (comando, ikari warrior, Heavy Barrel, Guerilla Wars ,Mercs ...) de mediados de los años 1980 que se podían encontrar en las salas de juegos de"
Hazelnut Hex,"6,99 €*","• Acción, Arcade, Disparos (Shooter)",01-10-2022,Rescue breakfast in this action-packed arcade style shoot -em-up!
La Patrulla Canina: Grand Prix,"29,99 €*","• Acción, Carreras, Deportes",30-09-2022,"No hay circuito demasiado grande, ¡ni piloto demasiado pequeño!"
The Legend of Heroes: Trails from Zero,"39,99 €*",• Rol (RPG),30-09-2022,¡Supera las dificultades y descubre la verdad!
Lemon Cake,"29,99 €*","• Otros, Simulación",30-09-2022,"Te encontrarás una pastelería destrozada, llena de maleza e incluso embrujada, pero no te preocupes: podrás reparar, amueblar y decorar todas las estancias de la panadería."
Bunny Park,"19,99 €*","• Otros, Simulación",30-09-2022,¡Escoge entre una serie de decoraciones y juguetes diferentes para crear un parque con encanto! Amplía tu parque y mejora su puntuación para atraer a nuevos conejos.
Airoheart,"24,99 €*","• Acción, Aventura",30-09-2022,"Nuestra historia comienza en la tierra de Engard, desde donde parte nuestro héroe, Airoheart, para detener el diabólico plan de su hermano, que quiere liberar a un antiguo mal que ha estado encerrado en las sombras durante generaciones y desencadenar una guerra usando el poder de la Piedra de Draoidh."
One Hell of a Ride,"6,99 €*","• Acción, Carreras",30-09-2022,Combat racing beyond the limits!
Neon Mine,"4,99 €2,49 €*","• Puzle, Tablero",30-09-2022,A logic puzzle game - classic minesweeper with a modern twist.
9 Clues 2: The Ward,"14,99 €*","• Aventura, Puzle",30-09-2022,¡Resuelve el misterio del Asilo Mnemosyne!
Sakura MMO 2,"9,99 €4,99 €*",• Aventura,30-09-2022,Viola intenta averiguar quién la ha llamado a Asaph y por qué.
Caffeine: Victoria's Legacy,"17,99 €*",• Aventura,30-09-2022,¡Un mundo dinámico donde el café es lo único que importa!
SWORD ART ONLINE Alicization Lycoris,"49,99 €*","• Aventura, Rol (RPG)",30-09-2022,"Siempre compartían los mismos momentos. Pensaron que sería así durante toda la eternidad. ――― Kirito se despierta en un mundo virtual desconocido, pero algo le resulta extrañamente familiar..."
Shotgun Farmers,"8,19 €*","• Acción, Acción en primera persona (FPS), Disparos (Shooter)",30-09-2022,Shotgun Farmers es un juego de tiro multijugador online en el que de los disparos errados crecen nuevas armas. Dispara al suelo para plantar tu munición.
Little Kong: Jungle Fun,"4,99 €*","• Acción, Arcade, Aventura, Plataformas",30-09-2022,"Little Kong ama su pelaje ""nuevo"". Ayúdalo a mantenerlo el mayor tiempo posible. Sigue divirtiéndote en este juego de corredor sin fin."
4x4 Offroad Driver,"12,99 €*","• Acción, Carreras, Deportes, Simulación",30-09-2022,Come and play at the Off-Road Driving Center!!
Mermaid Story,"9,99 €*","• Educativo, Fiesta, Puzle, Tablero",30-09-2022,Mermaid Story es un divertido juego de puzzle diseñado para niños de 2 años. Los niveles de dificultad más altos ofrecen aún más diversión y desafío para los niños de todas las edades.
RAILGRADE,"28,99 €*","• Estrategia, Simulación",29-09-2022,"CONSTRUYE, CONECTA, RESTAURA"
Martian Panic,"22,99 €*","• Acción, Acción en primera persona (FPS), Disparos (Shooter)",29-09-2022,¡Los marcianos se acercan y depende de ti detenerlos! Lucha contra una horda de locos invasores marcianos en este juego de disparos de 1 a 4 jugadores.
Dorfromantik,"14,99 €*","• Estrategia, Puzle, Tablero",29-09-2022,"Dorfromantik es un juego relajante de construcción estratégica en forma de puzzle, en el cual colocas piezas para crear paisajes infinitos de pueblos idílicos."
Crossroads Inn: A Fantasy Tavern Sim,"19,99 €*","• Aventura, Estrategia, Rol (RPG), Simulación",29-09-2022,"¡Construye y gestiona tu mesón, ocúpate de los huéspedes y haz que todo el territorio conozca tus servicios en la edición completa de Crossroads Inn: A Fantasy Tavern Sim!"
Poly Link - RPG Anime Girls,"2,99 €2,09 €*","• Arcade, Puzle, Tablero",29-09-2022,"""Poly Puzzle - RPG Anime Girls"" combina geniales rompecabezas low-poly y dulces chicas anime. Resuelve los rompecabezas y colecciona a las chicas lindas."
Funtasia,"14,99 €1,94 €*","• Acción, Aventura, Carreras, Otros",29-09-2022,"Pisa el acelerador, conduce rápido y sobrevive a Furry Road en este juego de carreras de desplazamiento lateral basado en la física para hacer travesuras en solitario o en cooperativo."
C.A.R.L.,"12,49 €*","• Acción, Disparos (Shooter), Plataformas, Puzle",29-09-2022,"Inspired by classic PC games, C.A.R.L. is a retro-style adventure that blends classic platformer action with quirky RPG and story elements for a quest as lively as it is robotic!"
Título no disponible,Precio no disponible,Categoría no disponible,Fecha no disponible,Descripción no disponible
,,,Fecha no disponible,
Título no disponible,Precio no disponible,Categoría no disponible,Fecha no disponible,Descripción no disponible
Casual Challenge Players' Club,"4,99 €*","• Arcade, Deportes",29-09-2022,¡La jugabilidad del pool se combina con personajes de anime para ofrecer una experiencia única basada en la destreza del jugador!
Moon Dancer,"18,99 €*",• Disparos (Shooter),29-09-2022,Pop and cool lock-on láser Shmup
異世界娘と婚活中 ～ Isekai Bride Hunting ～ Fia Edition,"6,10 €*","• Aventura, Otros, Simulación",29-09-2022,"In a universe where the Earth has merged with another world, the hunt for a bride from another world begins!"
Touhou Shoujo Tale of Beautiful Memories,"29,99 €*","• Acción, Rol (RPG)",29-09-2022,"The stage is set in the isometric Gensoukyou as you run, jump, and shoot your way through an adventure in this action RPG!"
Host 714,"4,99 €2,49 €*","• Acción, Aventura, Estrategia, Otros",29-09-2022,Escapa de un espeluznante centro de rehabilitación en Host 714
PICROSS S8,"9,99 €*","• Educativo, Estrategia, Puzle",29-09-2022,"¡Ya está aquí la 8.ª entrega de la serie Picross S, al que todos pueden jugar juntos!"
Let's Build a Zoo,"16,79 €*","• Aventura, Rol (RPG), Simulación",29-09-2022,"¡Es hora de construir un Zoo! Construye y decora recintos, compra y cría animales, contrata a cuidadores y veterinarios... y luego prueba a fusionar el ADN"
Fashion Friends,"9,99 €*","• Arcade, Educativo, Estilo de vida, Puzle",29-09-2022,Make a Fashion Hits together with your friends!
Assassin's Creed Anniversary Edition Mega Bundle,"119,99 €*",• Acción,29-09-2022,"El mega bundle de Assassin's Creed Anniversary Edition incluye seis juegos llenos de acción: Assassin's Creed®: The Rebel Collection: Incluye dos juegos llenos de acción (Assassin's Creed® IV Black Flag® y Assassin's Creed® Rogue), además de t"
Burger Patrol,"4,99 €*","• Arcade, Puzle",29-09-2022,Burger Patrol is an arcade puzzle game where you match tiles to create unique burger combos. Keep the food pile from reaching the top as you aim for a high score!
Pathfinder: Wrath of the Righteous - Cloud Version,"39,99 €*","• Aventura, Estrategia, Rol (RPG), Tablero",29-09-2022,ESTE JUEGO EMPLEA TECNOLOGÍA DE RETRANSMISIÓN EN LA NUBE. UTILIZA LA VERSIÓN DE PRUEBA GRATUITA ANTES DE COMPRARLO.
Virtual Families Cook Off: Capítulo 1 - Vamos a flipar,"4,99 €*","• Acción, Simulación",29-09-2022,"¡Enciende la parrilla, prepara tus platos estrella, conviértete en un chef de talla mundial y vive una aventura Cook-Off! ¡Virtual Families Cook Off combina la gestión del tiempo con la renovación y la decoración del hogar!"
School Race GP,"9,00 €*","• Acción, Arcade, Carreras, Fiesta",29-09-2022,¿¡Eric Eraser y sus amigos se dedican a hacer carreras cuando están en la escuela!? ¡Acelera a través de un montón de peligros tan rápido co
Dropsy,"9,99 €*","• Aventura, Puzle",29-09-2022,"Explora un mundo extraño, descubre oscuros secretos y abraza a todo el mundo."
Arcade Archives ASSAULT,"6,99 €*","• Arcade, Disparos (Shooter)",29-09-2022,Assault on the core (capital continent).
Treasures of The Roman Empire,"6,99 €*","• Aventura, Educativo, Estrategia, Puzle",29-09-2022,Visitarás algunos de los monumentos más bellos de Roma. 31 niveles llenos de humor! Con banda sonora de Matthew Malley
Escape Goat,"4,99 €*","• Acción, Plataformas, Puzle",29-09-2022,"Escape Goat is a puzzle platformer where you take control of a goat, who has been imprisoned for witchcraft, and overcome traps and obstacles to escape the Prison of Agnus!"
Shirone: the Dragon Girl,"14,99 €*","• Acción, Aventura, Puzle",29-09-2022,A 3D adventure game with Dragon Girl Shirone
Voodoo Detective,"12,49 €*","• Aventura, Puzle",29-09-2022,A Point-and-Click Voodoo Noir
Bullet Soul,"14,00 €*",• Disparos (Shooter),29-09-2022,Aggressive and aggressive play to find a way out.Aggressive and aggressive play is the key to success in this new type of hot-blooded vertical scrolling shooter
Undungeon,"19,99 €*","• Acción, Aventura, Rol (RPG)",29-09-2022,Undungeon brinda una experiencia de acción de rol que revive el espíritu de los antiguos juegos de acción y rol con un diseño renovado.
Sudoku Casual Puzzle,"9,99 €*","• Arcade, Puzle, Tablero",29-09-2022,¡Sudoku es un rompecabezas relajante para la mente y la atención!
SWARMRIDER OMEGA,"4,99 €*","• Acción, Arcade, Disparos (Shooter), Otros",29-09-2022,"SWARMRIDER OMEGA es un mashup ARCADE de ""corredor sin fin"" + ""tirador con dos mandos""."
Bullet Soul -Infinite Burst-,"14,00 €*",• Disparos (Shooter),29-09-2022,"This ""Bullet Soul -Infinite Burst-"" is an upgraded version of the hot-blooded vertical scrolling shooter game ""Bullet Soul""."
Título no disponible,Precio no disponible,Categoría no disponible,Fecha no disponible,Descripción no disponible
,,,Fecha no disponible,
Título no disponible,Precio no disponible,Categoría no disponible,Fecha no disponible,Descripción no disponible
Everdell,"19,71 €*","• Estrategia, Tablero",28-09-2022,¡Recolecta recursos para construir una aldea de criaturas silvanas en esta adaptación del galardonado juego de mesa!
Tip Top: Don't fall!,"9,99 €*","• Arcade, Deportes, Otros, Simulación",28-09-2022,Juego de escalada que te llevará de aventuras a todos los rincones del mundo.
Q.U.B.E. 10th Anniversary,"19,99 €*","• Acción en primera persona (FPS), Aventura, Plataformas, Puzle",28-09-2022,"Completamente reconstruido desde cero, Q.U.B.E. 10th Anniversary es la máxima celebración del original de una década, con imágenes refinadas y una jugabilidad completamen"
Frogice,"2,99 €*","• Arcade, Plataformas, Puzle",28-09-2022,
Life in Willowdale: Farm Adventures,"19,99 €*","• Aventura, Estilo de vida, Rol (RPG), Simulación",27-09-2022,¡Tu vida en Willowdale comienza aquí!
Moonscars,"19,99 €*","• Acción, Plataformas",27-09-2022,"Arcilla, hueso e icor"
Hokko Life,"19,99 €*","• Aventura, Rol (RPG), Simulación",27-09-2022,Hokko Life es un juego de simulación comunitaria repleto de creatividad.
Alfred Hitchcock - Vertigo,"39,99 €*","• Acción, Aventura, Puzle",27-09-2022,Sumérgete en un nuevo tipo de thriller psicológico que juega con los límites entre ilusión y realidad. Libremente inspirado en el universo de Alfred Hitchcock.
TUNIC,"27,99 €*","• Acción, Aventura, Puzle",27-09-2022,"¡Sé valiente, zorrito!"
Penko Park,"13,99 €*","• Aventura, Simulación",27-09-2022,Penko Park consiste en explorar un parque natural abandonado. Conoce a sus misteriosos habitantes haciendo fotos e interactuando con el mundo.
Life is Strange Arcadia Bay Collection,"39,99 €15,99 €*","• Acción, Aventura",27-09-2022,"Disfruta la historia de Life is Strange, ganadora de un premio BAFTA."
Kids: ZOO Puzzle,"4,99 €0,99 €*","• Educativo, Puzle, Tablero",26-09-2022,¡Diversión y relax con los puzles de siempre!
The Spirit and the Mouse,"19,50 €*","• Aventura, Plataformas",26-09-2022,"¡Controla a un ratón y explora una villa francesa, haz amigos y haz buenas acciones por los necesitados en esta increíble aventura narrativa!"
Kraken Smash: Volleyball,"5,00 €*","• Arcade, Deportes, Fiesta",24-09-2022,¡Los calamares juegan al voleibol! Rompe la pelota en la cara de tu amigo y comienza una pelea con ellos que durará al menos durante las próximas 10 generaciones.
DreamWorks Dragones: Leyendas de los Nueve Reinos,"39,99 €*","• Acción, Aventura, Rol (RPG)",23-09-2022,"Remonta el vuelo en una aventura de rol de acción para rescatar a la familia de Trueno, luchar contra enemigos temibles y salvar los reinos subterráneos de los dragones."
Shovel Knight Dig,"24,99 €*","• Acción, Aventura, Plataformas",23-09-2022,"¡Salta, ataca y cava para abrirte paso por un abismo cambiante repleto de misterios con Shovel Knight Dig, una nueva aventura de Shovel Knight!"
League of Enthusiastic Losers,"9,99 €*","• Aventura, Otros, Puzle, Simulación",23-09-2022,"Que los demás te llamen perdedor, no significa que lo seas. Haz el viaje a la Moscú de los 90 y vive una aventura sobre la amistad y la búsqueda de tu verdadero yo."
Slap City,"16,79 €*","• Lucha, Plataformas",23-09-2022,"Four-player platform fighting for your couch or online! Choose from a pile of Ludosity-related characters like Ittle Dew and Princess Remedy, and throw down on stages ranging from competitive to absurd."
DRAW AND COLOR: KAWAII,"12,99 €1,99 €*","• Arcade, Aventura, Educativo, Uso práctico",23-09-2022,DRAW AND COLOR: KAWAII es tu camino hacia el mundo de las delicias adorables! ¡Usa diferentes herramientas de dibujo y diviértete!
Roar of Revenge,"4,99 €*","• Acción, Arcade, Aventura, Plataformas",23-09-2022,¡Un juego de plataforma de la vieja escuela con venganza y combates de sable!
Car Mechanic Pinball,"4,99 €*","• Acción, Arcade, Carreras, Deportes",23-09-2022,Play pinball using a car instead of a ball!
Blaloon Blalympia 2,"9,99 €*","• Fiesta, Otros",23-09-2022,The next chapter of our crazy party game fun for families and friends: Slip into the role of a blathlete and win the second part of the blatastic Blalympic Games on Blanet Blaloonia!
OneShot: World Machine Edition,"14,99 €*","• Aventura, Rol (RPG)",22-09-2022,Solo tienes una oportunidad.
Camped Out!,"19,99 €*","• Acción, Fiesta",22-09-2022,Camped Out is a frenetic couch co-op game for friends and families where up to four players work together to set up camp before darkness falls.
Título no disponible,Precio no disponible,Categoría no disponible,Fecha no disponible,Descripción no disponible
,,,Fecha no disponible,
Título no disponible,Precio no disponible,Categoría no disponible,Fecha no disponible,Descripción no disponible
SongPop Party,"19,99 €*","• Fiesta, Música, Otros",22-09-2022,¿Podrás adivinar la canción? Atrévete a demostrar tus conocimientos musicales en este competitivo juego de trívial musical. Con grupos locales o en línea de hasta ocho jugadores!
Puzzle Battler! Mirai,"7,97 €*","• Acción, Arcade, Lucha, Puzle",22-09-2022,Puzzle Battler! Mirai is a puzzle battle game featuring a variety of engaging battle tactics.
Potion Permit,"19,99 €*","• Acción, Aventura, Rol (RPG)",22-09-2022,"¡Diagnostica, recolecta, prepara y sana en este RPG de final abierto!"
Beacon Pines,"19,99 €7,99 €*","• Aventura, Puzle",22-09-2022,Beacon Pines es un juego tan tierno como inquietante ambientado en un misterioso libro.
Piofiore: Episodio 1926,"49,99 €*",• Aventura,22-09-2022,"Regresa a la ciudad de Burlone (Italia), donde tres poderosas familias mafiosas rivalizan por hacerse con el control."
