Título,Precio,Categoría,Fecha de lanzamiento,Descripción
Rusty Rabbit,"19,99 €*","• Acción, Aventura, Rol (RPG)",17-04-2025,¿Un lindo conejito? Pues va a ser que no.
PROGRESS ORDERS,"18,41 €*","• Rol (RPG), Simulación",09-04-2025,is the guild where many adventurers meet. Your unique story begins as you support your companions as the guild master!
Space Battle,"2,99 €*","• Acción, Arcade, Estrategia, Otros",01-04-2025,"Pilot your ship through dangerous space and defend against relentless imperial attacks in Space Battle, a high-intensity round-based strategy game."
Freeride,Precio no disponible,"• Acción, Aventura, Rol (RPG)",27-03-2025,¡El juego de rol que es (no tan) secretamente una Prueba de Personalidad!
Bubble Ghost Remake,"19,99 €*","• Arcade, Aventura, Plataformas, Puzle",27-03-2025,"Guía a un pequeño fantasma y su burbuja a través de un castillo encantado lleno de peligros y desafíos en este increíble remake del popular clásico ""Bubble Ghost""."
Beyond the Ice Palace 2,"19,99 €*","• Acción, Aventura, Lucha, Plataformas",13-03-2025,¡Empuña las cadenas que te aprisionaban!
Trap Yuri Garden,"14,79 €*","• Aventura, Otros",13-03-2025,¡Por fin chicas guapas (masculinas) en movimiento! Un juego de novela visual de amor de chicas con un toque de travestismo.
Morkull Ragast's Rage,"17,99 €*","• Acción, Aventura, Plataformas",06-03-2025,¡Ayuda a Morkull a escapar de este maldito videojuego Metroidvania!
Suikoden I&II HD Remaster Gate Rune and Dunan Unification Wars,"49,99 €*",• Rol (RPG),06-03-2025,"Vuelve la leyenda de Suikoden I y II, ¡remasterizados en HD!"
Ever 17 - The Out of Infinity,"29,99 €*",• Aventura,06-03-2025,To the promise we once made and the place we must return
Never 7 - The End of Infinity,"19,99 €*",• Aventura,06-03-2025,Save me from this cage of infinity
Ever 17/Never 7 Double Pack,"44,99 €*",• Aventura,06-03-2025,Stand up to the fate of infinity!
Alruna and the Necro-Industrialists,"11,99 €*","• Acción, Plataformas, Puzle",05-03-2025,"El corazón que late, late brutalmente"
Título no disponible,Precio no disponible,Categoría no disponible,Fecha no disponible,Descripción no disponible
,,,Fecha no disponible,
Título no disponible,Precio no disponible,Categoría no disponible,Fecha no disponible,Descripción no disponible
Everhood 2,"19,99 €*","• Acción, Aventura, Música, Rol (RPG)",04-03-2025,AN UNCONVENTIONAL ARPG where you battle enemies through musical encounters through a strange and whimsical adventure.
Carmen Sandiego,"29,99 €*","• Aventura, Educativo, Estrategia, Puzle",04-03-2025,La ladrona más famosa del mundo está de vuelta
Yu-Gi-Oh! EARLY DAYS COLLECTION,"59,99 €*","• Estrategia, Rol (RPG), Simulación, Tablero",27-02-2025,¡Vuelven las obras maestras eternas de la historia de los juegos digitales de Yu-Gi-Oh!!
Vaulting Champions,"4,99 €*","• Acción, Deportes, Simulación",27-02-2025,Ponte a prueba con el fantástico salto con pértiga. No es nada fácil.
Freddy Farmer,"4,99 €*","• Acción, Arcade, Lucha, Puzle",27-02-2025,Freddy Farmer es un juego de estilo arcade retro con gráficos pixel art de 16 bits al estilo de los años 80/90 donde podrás poner a prueba tus habilidades como jugador.
Ninja Five-O,"24,99 €*","• Acción, Plataformas",25-02-2025,Ninja Five-O el protector definitivo de la ciudad.
Stories from Sol: The Gun-Dog,"18,99 €*","• Aventura, Rol (RPG)",20-02-2025,"Sobrevive al misterio que espera al JFS Gun-Dog en el espacio profundo, en esta novela visual retro / aventura gráfica."
Marron's Day,"9,99 €*",• Aventura,20-02-2025,"Salva la fiesta del pueblo en Marron's Day, una divertida aventura de bolsillo en la que eres un conejito."
Jupiter Hell,"24,99 €*","• Acción, Arcade, Disparos (Shooter), Estrategia",20-02-2025,Solo tú y tu arma contra hordas de horrores y monstruosidades.
X-Out: Resurfaced,"19,99 €17,99 €*","• Acción, Arcade, Disparos (Shooter), Música",20-02-2025,¡Revive el clásico marino! X-Out reemerge como X-Out: Resurfaced para consolas.
2222 Abyss of the Universe,"9,59 €7,67 €*","• Acción, Arcade",20-02-2025,"2222 d.C. Nuestra querida Tierra ha sido devastada. En busca de un nuevo planeta en el que vivir, nos embarcamos en un viaje sin fin. Emprendes tu viaje en una nave espacial."
Desvelado,"9,99 €*","• Acción, Plataformas, Puzle",20-02-2025,"¡Apaga las luces, esquiva los fantasmas y duerme lo antes posible en este juego de plataformas 2D!"
Godzilla Voxel Wars,"14,79 €*","• Entrenamiento, Estrategia, Puzle, Simulación",19-02-2025,Get ready to battle using your brain! A full-fledged turn-based strategy game with a difficulty level: GODZILLA!
VA Action collection,"11,99 €*","• Acción, Acción en primera persona (FPS), Aventura, Disparos (Shooter)",15-02-2025,"Tres shooters llenos de acción con historias apasionantes, combates intensos y desafíos inolvidables."
Afterlove EP,"19,99 €*","• Aventura, Música",14-02-2025,"Una aventura muy humana sobre el amor, la pérdida y la música."
Tomb Raider IV-VI Remastered,"29,99 €26,99 €*","• Acción, Aventura, Puzle",14-02-2025,¡Su legado perdura!
Tiny Terry's Turbo Trip,"17,49 €*","• Aventura, Otros, Rol (RPG)",13-02-2025,"Terry quiere despegar hacia el espacio usando su coche, y algo tan descabellado y genial sin duda le convertirá en la comidilla de la ciudad."
Matchmaker Agency,"19,99 €*","• Rol (RPG), Simulación",13-02-2025,¡Encuentra la cita perfecta para tus clientes y conviértete en el mejor casamentero!
Echoes of the Plum Grove,"18,99 €17,09 €*",• Simulación,13-02-2025,"Te espera una vida nueva en Honeywood. Crea una comunidad próspera que durará generaciones. Cultiva, socializa y descubre los secretos de la isla."
Amber Isle,"24,99 €19,99 €*","• Aventura, Rol (RPG), Simulación",13-02-2025,Te damos la bienvenida a... ¡Isla de Ámbar!
Witch of the Meta Loop,"14,99 €*","• Acción, Aventura, Plataformas, Rol (RPG)",13-02-2025,"Este es un juego de aventuras Roguelike con elementos Meta. Eres una bruja, aunque no del todo una bruja. Cruza el espejo mágico, rompe la cuarta pared y descubre tu verdadero yo."
Sokocrab,"4,99 €*","• Arcade, Otros, Puzle",13-02-2025,"¡Resuelve acertijos como un cangrejo, empujando barriles en la playa a lo largo en 40 niveles divertidos!"
Recall: Empty Wishes,"14,99 €13,49 €*","• Aventura, Puzle, Rol (RPG)",13-02-2025,"Los ecos del pasado persisten..., ¿te atreves a escuchar?"
Urban Myth Dissolution Center,"17,49 €*",• Aventura,12-02-2025,¡Auténticas monstruosidades y planos que van más allá del mundo conocido abundan en este juego de misterio y aventuras!
Título no disponible,Precio no disponible,Categoría no disponible,Fecha no disponible,Descripción no disponible
,,,Fecha no disponible,
Título no disponible,Precio no disponible,Categoría no disponible,Fecha no disponible,Descripción no disponible
Super Jagger Bomb 2: Go East,"4,99 €*","• Acción, Arcade, Plataformas, Puzle",12-02-2025,¡Desarma bombas lo más rápido que puedas y salva el mundo al estilo superhéroe de plataformas!
Undying,"16,79 €*","• Acción, Aventura, Estrategia, Rol (RPG)",11-02-2025,"Los días de Anling son limitados, debe luchar para vivir por su hijo. Asegura la supervivencia de Cody en este mundo de zombis que tocará el corazón de los jugadores."
Space CleanUp: Cosmic Robot Disinfector,"7,99 €*","• Aventura, Disparos (Shooter), Fiesta, Simulación",08-02-2025,Fight cosmic grime with your trusty robot disinfector!
Car Detailing & Wash Simulator : Luxury Car Cleaner,"7,99 €*","• Arcade, Carreras, Entrenamiento, Simulación",07-02-2025,"Luxury Cars, Flawless Shine – Master the Art of Detailing!"
Macross -Shooting Insight-,"39,99 €*","• Arcade, Disparos (Shooter)",07-02-2025,¡Embárcate en una misión espacial para rescatar a las cantantes desaparecidas!
Toon Breakout 3D,"4,99 €*","• Arcade, Puzle",07-02-2025,"¡Rompe ladrillos, aplasta personajes y conquista el mundo Toon!"
Sid Meier's Civilization® VII,"A partir de: 59,99 €*","• Estrategia, Simulación",06-02-2025,Construye Algo En Lo Que Creas
Jumping Ninja,"3,99 €*","• Acción, Aventura, Plataformas, Puzle",06-02-2025,¡Despierta al verdadero guerrero que llevas dentro!
Zumba - The Marble Shooter Tikki Adventure,"4,99 €2,49 €*","• Arcade, Disparos (Shooter), Puzle, Tablero",06-02-2025,Prepárate para abrirte camino a través de 200 niveles vibrantes y desafiantes en Zumba - The Marble Shooter Tikki Adventure.
Luck be a Landlord,"14,99 €*","• Arcade, Estrategia, Puzle, Simulación",06-02-2025,¡Colecciona símbolos y tira para derrotar al capitalismo en el icónico roguelike de mazos!
Trading Card Shop Simulator,"12,99 €*","• Estilo de vida, Estrategia, Simulación",06-02-2025,Convierta su sueño de coleccionar tarjetas en un auténtico negocio.
Korean Drone Flying Tour Danyang-gun,"8,99 €8,09 €*","• Arcade, Simulación",06-02-2025,¡Un juego de simulación en el que operas directamente un dron basado en imágenes reales de vuelo del dron!
Vampire Waifu Puzzles,"3,99 €1,99 €*","• Estilo de vida, Otros, Puzle, Tablero",06-02-2025,¡Crea impresionantes ilustraciones de waifus vampiros de anime a través de rompecabezas!
Treflix: Mini Games,"6,99 €*","• Aventura, Educativo, Puzle, Tablero",06-02-2025,¡Juegos lindos y dulces para todos!
Big Helmet Heroes,"24,99 €*","• Arcade, Fiesta, Lucha",06-02-2025,¡Escoge a tu héroe y salva a la princesa!
Under Defeat,"19,99 €*","• Acción, Arcade, Disparos (Shooter)",06-02-2025,¡LUCHA POR LA PAZ EN LA VERSIÓN DEFINITIVA DE UN CLÁSICO DE TODOS LOS TIEMPOS!
Malu the Princess,"4,99 €*","• Arcade, Aventura, Otros",06-02-2025,¡Ayuda a Malu a recuperar su corona robada!
Genome Guardian,"11,99 €*","• Acción, Arcade, Disparos (Shooter), Otros",06-02-2025,"COMBINE WEAPONS in the microscopic roguelite turret shooter with macroscopic depth. Survive using an astounding array of turrets, perks, mutations and powers."
Moons of Darsalon,"16,99 €*","• Acción, Aventura, Plataformas, Puzle",06-02-2025,La culminación de una estética retro auténtica se encuentra con la innovación de vanguardia.
While Waiting,"19,99 €*","• Aventura, Puzle",05-02-2025,"Completa el juego sin hacer nada, pero descubre el poder de la aceptación y la paciencia en numerosas situaciones, desde el nacimiento hasta la muerte."
Mechanita,"4,99 €*","• Acción, Plataformas, Puzle",05-02-2025,Ábrete camino a través de un mundo steampunk de plataformas de precisión y robots itinerantes.
Chained Heroes,"5,99 €*",• Acción,03-02-2025,¿Podrás llegar a la cima o el agua te arrastrará hacia abajo?
Car Wash Tycoon Business Simulator,"7,99 €*","• Arcade, Fiesta, Puzle, Simulación",01-02-2025,Transform a simple wash into a car cleaning empire!
Hoarding Simulator 2.0,"9,99 €*","• Acción, Otros, Simulación",01-02-2025,"Dormir, entrenar, andar en bicicleta, todo es casi posible en este juego, ¡lo único que necesitas es COLECCIONAR!"
Título no disponible,Precio no disponible,Categoría no disponible,Fecha no disponible,Descripción no disponible
,,,Fecha no disponible,
Título no disponible,Precio no disponible,Categoría no disponible,Fecha no disponible,Descripción no disponible
Genso Manège,"39,99 €35,99 €*","• Aventura, Otros, Simulación",31-01-2025,Un misterio mágico repleto de romance
Squab,"4,99 €*","• Aventura, Plataformas",31-01-2025,¿Puedes rescatar a tu padre sin poder volar?
Whittingham Asylum: The Investigation,"4,99 €*","• Acción, Aventura, Puzle, Rol (RPG)",31-01-2025,"Will you expose the secrets, or become one of them?"
Lush Forest,"4,99 €*","• Arcade, Aventura, Otros, Puzle",31-01-2025,Stunning adventure!
Card Collector Trading Shop,"4,99 €*",• Simulación,31-01-2025,Ponte en la piel de un coleccionista convertido en empresario. Abre un mercado de cartas y hazte rico.
Meow Mission,"3,85 €*","• Arcade, Otros, Puzle, Tablero",31-01-2025,¿Te convertirás en mi mayordomo purrsonal? Meow Mission es una aventura de rompecabezas gatuna ambientada en una dimensión exterior.
Rookie Table Tennis,"9,99 €*","• Arcade, Deportes, Simulación",31-01-2025,Juego de ping pong 3D multijugador local
Citizen Sleeper 2: Starward Vector,"24,99 €22,49 €*","• Aventura, Rol (RPG)",31-01-2025,UN JUEGO DE ROL CON UNA NARRATIVA PROFUNDA
Hello Kitty Island Adventure,"39,99 €*","• Aventura, Estilo de vida, Simulación",30-01-2025,Embárcate en una simpática aventura con Hello Kitty and Friends y haz que una isla abandonada recupere su antigua gloria.
Windborn - Journey to the South,"6,99 €*","• Aventura, Carreras, Otros, Simulación",30-01-2025,"Guía a tu pájaro hacia el sur, sin perder el rumbo. Vuela a través de los aumentos de velocidad, abraza los cielos y no te quedes atrás. ¿Podrás seguirles el ritmo?"
Shawley - Zoo of Wonders,"14,99 €2,99 €*","• Acción, Aventura, Otros, Plataformas",30-01-2025,"Navega a través de mundos encantados, derrota a los enemigos con tu martillo, desbloquea nuevas habilidades y salva a los animales que se escaparon para reabrir el zoológico."
Phantom Brave: The Lost Hero,"59,99 €*","• Estrategia, Rol (RPG)",30-01-2025,"¡Zarpa para salvar la situación en este colorido juego de rol de estrategia! Únete a Marona, una joven de mucho talento con el poder de hablar con los Phantoms, mientras recorre el mundo oceánico de Ivoire y ofrece ayuda a los necesitados."
Wizardry: The Five Ordeals,"38,99 €*",• Rol (RPG),30-01-2025,Wizardry: The Five Ordeals has arrived!
Slicy Flips,"4,99 €*","• Acción, Arcade, Plataformas",30-01-2025,Cortar es tan fácil y el placer es real.
Connect the Circuit 1000,"2,99 €2,69 €*","• Arcade, Puzle, Simulación, Tablero",30-01-2025,Conectar vías eléctricas. Puzzle de lógica con reglas sencillas.
Sokomonster,"4,99 €*","• Arcade, Puzle",30-01-2025,"Desata el caos, planea la destrucción y conquista la ciudad - ¡al estilo monstruo!"
Colorizing: Animals,"6,99 €*","• Educativo, Estilo de vida, Puzle, Tablero",30-01-2025,Juego de colorear por números para relajarse
Basureroes: Invasion,"12,49 €*","• Acción, Aventura, Plataformas",30-01-2025,Un nuevo plataformas con estetica retro.
Bubble Shooter World,"2,99 €*","• Acción, Arcade, Disparos (Shooter), Puzle",30-01-2025,Apunta a las burbujas del mismo color y disfruta de los satisfactorios estallidos cuando derribas varias a la vez.
Subway Sprint Girl,"6,99 €*",• Arcade,30-01-2025,¡Embárcate en la aventura de carrera definitiva!
Screensaver BATTLE,"1,50 €*","• Arcade, Estrategia, Simulación, Tablero",30-01-2025,"A new-sensation on-screen screensaver battle game ""ScreenSaver Battle"" where a special move is unleashed when you hit the corner!!"
Fly Corp,"11,99 €10,19 €*","• Educativo, Estrategia, Puzle, Simulación",30-01-2025,"Construye todo un imperio aéreo, conecta al mundo entero, supervisa tu flota de aviones y aeropuertos y no hagas esperar a tus pasajeros."
Accolade Sports Collection (QUByte Classics),"19,99 €*","• Acción, Arcade, Deportes, Estilo de vida",30-01-2025,¡Revive la gloria de los deportes retro! Cinco juegos clásicos. ¡Una colección épica!
A Rite from the Stars: Remaster Edition,"11,99 €*","• Aventura, Plataformas, Puzle",30-01-2025,"Únete a Kirm en una conmovedora historia de sabiduría, valor y espíritu para convertirte en leyenda."
Título no disponible,Precio no disponible,Categoría no disponible,Fecha no disponible,Descripción no disponible
,,,Fecha no disponible,
Título no disponible,Precio no disponible,Categoría no disponible,Fecha no disponible,Descripción no disponible
Laika: Aged Through Blood,"19,99 €12,99 €*","• Acción, Aventura",30-01-2025,Un motorvania inspirado en el Oeste y ambientado en un páramo posapocalíptico
Masked Devourer,"2,99 €*","• Acción, Aventura, Puzle, Rol (RPG)",30-01-2025,Descubre el secreto de este pueblo y de esa maldita máscara inquietante!
Wander Hero,"11,69 €*","• Arcade, Estrategia, Rol (RPG), Tablero",30-01-2025,"This game combines card strategy and marble ejection. Players can explore, take risks, trade, and recruit mercenaries in randomly generated dungeons and towns."
InorStreet,"2,00 €*","• Aventura, Disparos (Shooter)",30-01-2025,"A short shooting RPG where you destroy non-aggressive enemies called ""Inorganic"""
KAMiBAKO - Mythology of Cube -,"29,99 €*","• Puzle, Rol (RPG), Simulación",30-01-2025,"Mapcrafting x Puzzles x Battle x RPG!? Repair the fragmented land through puzzles, and rid the world of darkness by defeating monsters. All resources obtained through repairing the land can then be used to design the world to your liking!"
STAR RUSH -STACK & JUMP-,"2,00 €*",• Acción,30-01-2025,"Just stack boxes, jump, and collect stars! Easy, right?"
Tap Wizard 2,"14,99 €*","• Acción, Lucha, Otros, Rol (RPG)",30-01-2025,"Choose your Spells, Perks, and Traits, then let the Wizard do all of the work in this unique Idle RPG!"
Idol Symphony,"9,99 €8,99 €*","• Estrategia, Fiesta, Puzle, Simulación",30-01-2025,"Melodías, atuendos y rompecabezas: ¡comienza el espectáculo brillante!"
Techno Banter,"17,99 €*","• Aventura, Otros, Rol (RPG)",30-01-2025,"Eres el portero del club Green Door, donde cada decisión importa."
Stellar Docks,"4,99 €3,49 €*","• Estrategia, Otros, Puzle",29-01-2025,"¡Rompecabezas estelares, lógica sin límites!"
Agent Fall,"5,99 €4,79 €*","• Acción, Disparos (Shooter), Plataformas",29-01-2025,¡Infíltrate y destruye en un juego de disparos con desplazamiento lateral!
ROBOT ANARCHY,"4,99 €*","• Acción, Acción en primera persona (FPS), Disparos (Shooter), Otros",29-01-2025,The Retro 90’s FPS You’ve Been Waiting For! The world is under siege by the ruthless robots of the MacroCyber corporation.
Mizuchi,"24,99 €19,99 €*","• Aventura, Otros",29-01-2025,"Mizuchi 白蛇心傳 is a fantasy romance visual novel inspired by the Legend of the White Serpent, a famous Asian love story."
Toy Tale: The Forgotten Factory,"4,90 €*","• Aventura, Comunicación, Música, Study",29-01-2025,"Esta novela visual sigue a un grupo de juguetes que, después de ser olvidados por los niños, comienzan un viaje en busca de un lugar legendario: La Fábrica Olvidada."
Turbo Overkill,"19,99 €*","• Acción, Acción en primera persona (FPS), Disparos (Shooter)",29-01-2025,"Mitad metal, mitad humano. ¡Todo una máquina asesina!"
Cuisineer,"29,99 €*","• Aventura, Simulación",28-01-2025,¡Llega a Nintendo Switch™ el juego que mezcla simulación de restaurantes con exploración de mazmorras y un estilo roguelite!
Tails of Iron 2: Whiskers of Winter,"A partir de: 24,99 €19,99 €*","• Acción, Aventura, Rol (RPG)",28-01-2025,Una nueva aventura épica de acción de rol te aguarda en un reino asolado por la nieve para vencer a un mal sediento de sangre
The Stone of Madness,"29,99 €26,99 €*","• Aventura, Estrategia",28-01-2025,"The Stone of Madness es un juego de sigilo táctico en tiempo real ambientado en un monasterio español del siglo XVIII. Anclado en los Pirineos, el viejo monasterio es a su vez un manicomio y una prisión inquisitorial."
Neptunia Riders VS Dogoos Digital Deluxe Bundle,"46,99 €*","• Acción, Carreras",28-01-2025,¡Cambia de marcha con las diosas en la Deluxe Edition! ¡La Deluxe Edition también incluye el conjunto de atuendos de Neptunia Riders VS Dogoos!
Tails of Iron & Tails of Iron 2 - Standard Bundle,"29,99 €23,99 €*","• Acción, Aventura, Rol (RPG)",28-01-2025,Las ratas buscan vengarse de las ranas y los Alas Negras en este paquete doble.
Tails of Iron & Tails of Iron 2 - Deluxe Bundle,"34,99 €27,99 €*","• Acción, Aventura, Rol (RPG)",28-01-2025,"Tails of Iron, Tails of Iron 2: Whiskers of Winter y sus contenidos descargables se unen en la colección de acción RPG definitiva."
Neptunia Riders VS Dogoos,"39,99 €*","• Acción, Carreras",28-01-2025,¡Las diosas de la parodia arrancan en este juego de combate en moto de Neptunia!
There's No Monsters,"6,99 €3,49 €*","• Otros, Puzle",28-01-2025,Have you checked under the bed? Or in the closet? We guarantee there's no monsters there!
Factory Islands,"1,99 €*","• Estrategia, Puzle, Study",28-01-2025,"Relax and organise the blocks on each island to correctly complete the factory, and ensure all the ore reach their destinations."
Título no disponible,Precio no disponible,Categoría no disponible,Fecha no disponible,Descripción no disponible
,,,Fecha no disponible,
Título no disponible,Precio no disponible,Categoría no disponible,Fecha no disponible,Descripción no disponible
Under the Sea: A Hidden World of Wonders,"4,90 €*","• Aventura, Comunicación, Educativo, Música",27-01-2025,"En un vibrante arrecife submarino, tres amigos muy diferentes se embarcan en una aventura extraordinaria. Conozca su historia en esta hermosa novela visual."
Escape Room Ultimate Duo,"19,99 €*","• Aventura, Puzle",27-01-2025,¡Dos escape room desarrollados por mc2games! Pyramids and Aliens: Escape Room y Mystic Academy: Escape Room.
Car Heist Simulator - Thief Mechanic,"7,99 €0,99 €*","• Arcade, Carreras, Puzle, Simulación",25-01-2025,"The city’s most prized cars, waiting for the perfect thief."
Vermitron,"6,99 €*","• Acción, Disparos (Shooter)",24-01-2025,¡Ya vienen! ¡Prepárate para defender tu preciosa flor de los insectos invasores!
The Bakery Tales,"4,79 €*","• Acción, Arcade, Estrategia, Simulación",24-01-2025,"Where every recipe tells a story, and every loaf builds a legacy."
Hunter Simulator : Wild Hunting,"9,99 €1,99 €*","• Acción, Acción en primera persona (FPS), Disparos (Shooter), Simulación",24-01-2025,Track your prey. Feel the suspense. Become a legendary hunter!
The Golden Eagle,"7,99 €*","• Acción, Aventura, Lucha",24-01-2025,juego de aventuras lleno de acción
Master Of Bow,"4,99 €0,99 €*","• Acción en primera persona (FPS), Disparos (Shooter)",24-01-2025,"Enfila, desenfunda y conquista. ¡Reclama tu título de Maestro del Arco definitivo!"
Sliding Cubes 2048 Mania,"3,99 €0,99 €*","• Arcade, Puzle, Simulación, Tablero",24-01-2025,"Combina, crea estrategias y conquista 2048 en este adictivo fenómeno de puzles."
