Título,Precio,Categoría,Fecha de lanzamiento,Descripción
She and the Light Bearer,"9,99 €1,99 €*",• Aventura,06-06-2019,¡Acompaña a la pequeña luciérnaga en el viaje para ver a su madre en los más profundo del bosque!
Hue,"9,99 €*","• Aventura, Plataformas, Puzle",06-06-2019,Hue es un vibrante y galardonado juego de puzles de plataformas donde puedes modificar el mundo cambiando el color de su fondo.
Legend of the Tetrarchs,"14,99 €7,49 €*","• Aventura, Estrategia, Rol (RPG)",06-06-2019,¡Libera la luz del valor para disipar la oscuridad! Un juego de rol de fantasía con combates por turnos y mazmorras diseñadas al estilo pixel art.
Summer Sports Games,"24,99 €*","• Deportes, Simulación",06-06-2019,¡Demuestra tus capacidades atléticas y desafía a tus amistades en doce disciplinas de alto voltaje!
ARTIFACT ADVENTURE GAIDEN DX,"8,99 €*","• Acción, Rol (RPG)",06-06-2019,¡Nostálgico pero nuevo! ¡Un RPG de mundo abierto en 8 bits!
Super Skelemania,"4,99 €*",• Plataformas,06-06-2019,"Sumérgete en Super Skelemania, un juego de una sesión al estilo metroidvania sobre un esqueleto acrobático."
Arcade Archives Solomon's Key,"6,99 €*","• Acción, Arcade",06-06-2019,"Resuelve los misterios del Constellation Palace y recupera el volumen mágico: ""Solomon's Key"". ¡Haz que vuelva la luz al mundo!"
Word Wheel by POWGI,"7,99 €*","• Fiesta, Puzle",06-06-2019,¡El clásico juego de puzles da el salto al mundo digital!
Título no disponible,Precio no disponible,Categoría no disponible,Fecha no disponible,Descripción no disponible
,,,Fecha no disponible,
Título no disponible,Precio no disponible,Categoría no disponible,Fecha no disponible,Descripción no disponible
Dyna Bomb,"3,99 €*","• Acción, Arcade, Aventura, Plataformas",06-06-2019,¡Explosiones para dar y tomar!
Car Mayhem,"7,99 €*","• Arcade, Carreras",05-06-2019,Una colección de tres juegos de carreras con diversión a raudales.
Tiny Derby,"4,49 €*","• Acción, Carreras, Puzle",04-06-2019,¡Ayuda a los buenos a ganar! ¡Todo está permitido con tal de que ganen!
Perchang,"9,99 €*",• Puzle,04-06-2019,"Tan simple, y a la vez tan complicado."
Prime World: Defenders,"0,00 €*","• Aventura, Estrategia",04-06-2019,"Escoge tus cartas cuidadosamente, juégalas con la estrategia adecuada y prepárate para una firme oposición"
The Savior's Gang,"4,99 €*","• Acción, Aventura, Puzle",04-06-2019,"Un autoproclamado salvador debe recorrer diversos lugares ancestrales, guiando a sus seguidores hasta la tierra prometida."
Soccer Pinball,"0,99 €*",• Arcade,04-06-2019,¡Un juego de pinball competitivo de fútbol para dos jugadores!
Timespinner,"19,99 €*","• Acción, Aventura, Rol (RPG)",04-06-2019,¡Viaja al pasado para cambiar el mismísimo destino!
Desktop Baseball,"6,51 €*","• Acción, Deportes",04-06-2019,¡Prepárate para jugar a la pelota directamente en tu escritorio con controles simples pero agradables! ¡Crea un equipo original!
Red Siren: Space Defense,"9,99 €*","• Acción, Arcade",04-06-2019,La guerra es inevitable.
PixARK,"19,99 €*","• Aventura, Disparos (Shooter), Rol (RPG)",31-05-2019,"Te damos la bienvenida a PixARK, un vasto y salvaje mundo lleno de feroces dinosaurios, criaturas mágicas y aventuras sin fin."
Geki Yaba Runner Anniversary Edition,"2,99 €*","• Arcade, Aventura, Otros, Plataformas",31-05-2019,Transfórmate en una fuerza destructora o en un veloz gnomo para superar el desafío definitivo de Geki Yaba. ¿Lograrás rescatar a la princesa?
Golem Gates,"24,99 €*",• Estrategia,31-05-2019,Controla La Ceniza. Protege las Puertas
Crypt of the Serpent King,"2,99 €*","• Acción, Rol (RPG)",31-05-2019,Un juego de acción y rol medieval en primera persona.
Warlock's Tower,"4,99 €*","• Arcade, Aventura, Puzle",31-05-2019,"¡Cuando un brujo amenaza al mundo entero, la salvación debe llegar por correo!"
Super Arcade Soccer,"6,99 €*","• Arcade, Deportes, Football Fútbol, Simulación",31-05-2019,Vuelve el fútbol más clásico con Super Arcade Soccer.
Watermelon Party,"4,99 €*","• Acción, Puzle",31-05-2019,Camina por el mapa y recoge todas las sandías.
Lapis x Labyrinth,"29,99 €*","• Acción, Plataformas",31-05-2019,¡Adéntrate en el misterioso Labyrinth!
Kotodama: The 7 Mysteries of Fujisawa,"24,99 €*","• Aventura, Puzle",31-05-2019,Todo el mundo tiene un secreto. Todo el mundo tiene un lado oscuro.
Selma and the Wisp,"9,99 €*","• Aventura, Plataformas, Puzle",31-05-2019,Selma and the Wisp es un asombroso juego de plataformas con una sensación particularmente extraña.
Desktop Table Tennis,"6,49 €*","• Deportes, Fiesta, Tablero",30-05-2019,¡Disfruta del tenis de mesa como nunca!
Arcade Archives ALPINE SKI,"6,99 €*","• Arcade, Deportes",30-05-2019,"Disfruta de las pistas de esquí, el eslálom y el salto de esquí en un paraíso invernal."
Season Match 2,"9,99 €*","• Estrategia, Puzle",30-05-2019,¡Desentraña el misterio de la conspiración de hielo y recupera las estaciones! ¡El reino de los cuentos de hadas depende de ti!
FUN! FUN! Animal Park,"29,99 €*",• Fiesta,30-05-2019,¡Diversión animal para toda la familia!
Título no disponible,Precio no disponible,Categoría no disponible,Fecha no disponible,Descripción no disponible
,,,Fecha no disponible,
Título no disponible,Precio no disponible,Categoría no disponible,Fecha no disponible,Descripción no disponible
Ages of Mages: The Last Keeper,"10,99 €*","• Acción, Aventura, Disparos (Shooter)",30-05-2019,¡Rescata a la princesa!
Anarcute,"14,99 €*","• Acción, Estrategia",30-05-2019,"Anarcute es el juego de disturbios más alucinante, único para zurrarse hasta que no quede nadie en pie y con unos gráficos sorprendentes."
Ragtag Adventurers,"9,99 €*","• Acción, Arcade",30-05-2019,¡Cuatro héroes contra monstruos de espanto!
30-in-1 Game Collection: Volume 2,"14,99 €*","• Arcade, Fiesta, Puzle",30-05-2019,¡30-in-1 Game Collection vuelve con 30 nuevos juegos divertidos para jugar solo o con amigos!
Gato Roboto,"7,99 €*","• Acción, Arcade, Aventura, Plataformas",30-05-2019,¡Una gran aventura espera a los gatos más curiosos!
Among the Sleep - Enhanced Edition,"19,99 €*","• Acción, Aventura, Puzle",29-05-2019,Conviértete en un niño que camina por la casa buscando a su madre.
Happy Words,"9,99 €*",• Tablero,29-05-2019,¡Consigue más puntos que nadie y derrota a tus amigos!
TerraTech,"24,99 €*","• Acción, Aventura, Estrategia",29-05-2019,"Explora, construye, fabrica y combate en mundos alienígenas gracias al sistema de físicas de esta aventura de construcción de mundo abierto."
Vectronom,"9,99 €*","• Acción, Arcade, Música, Puzle",29-05-2019,Te damos la bienvenida al mundo psicodélico de VECTRONOM.
Cricket 19,"39,99 €*",• Deportes,28-05-2019,¡Alcanza la fama mundial en la cumbre del críquet!
Chime Sharp,"9,99 €*","• Acción, Arcade, Música, Puzle",28-05-2019,Chime es un juego de puzles musicales
Brothers: A Tale of Two Sons,"14,99 €*","• Aventura, Puzle",28-05-2019,Dos hermanos. Una aventura épica.
Little Friends: Dogs & Cats,"49,99 €*","• Estilo de vida, Simulación",28-05-2019,¡Es hora de conocer a tus nuevos amiguitos!
GoFishing 3D,"4,99 €*","• Deportes, Simulación",28-05-2019,"¡Coge los cebos y la caña de pescar, y sube al barco!"
Crystal Crisis,"19,99 €*","• Arcade, Lucha, Puzle",28-05-2019,¡La batalla de puzles definitiva!
Monkey Business,"7,99 €1,59 €*","• Arcade, Plataformas",27-05-2019,"Salta, trepa y lucha con extraños seres."
Atelier Lulua ~The Scion of Arland~,"59,99 €*",• Rol (RPG),24-05-2019,"El futuro de ""este mundo"" está en manos de una sola chica."
Back in 1995,"9,99 €*","• Acción, Aventura, Disparos (Shooter)",24-05-2019,¡Revive los 90 con Back in 1995!
Skelly Selest,"9,99 €*","• Acción, Arcade, Disparos (Shooter)",24-05-2019,¡Lucha contra depravados horrores!
SWORD ART ONLINE: Hollow Realization Deluxe Edition,"49,99 €*","• Acción, Aventura, Rol (RPG)",24-05-2019,Los humanos no entraban en los planes…
Super Tennis Blast,"14,99 €*","• Arcade, Deportes, Fiesta",24-05-2019,¡Golpea la pelota y pásalo en grande con el mejor tenis!
WONDER BOY RETURNS REMIX,"9,99 €*","• Acción, Arcade, Aventura",23-05-2019,¡Vuelve Wonder Boy!
HEROINE ANTHEM ZERO episode 1,"12,99 €*","• Acción, Aventura, Rol (RPG)",23-05-2019,Heroine Anthem Zero es el primer episodio de un juego de fantasía épica y aventuras.
Star Sky,"3,99 €0,99 €*",• Aventura,23-05-2019,"Una noche tranquila, un cielo estrellado y una historia esperando a ser contada."
Título no disponible,Precio no disponible,Categoría no disponible,Fecha no disponible,Descripción no disponible
,,,Fecha no disponible,
Título no disponible,Precio no disponible,Categoría no disponible,Fecha no disponible,Descripción no disponible
American Fugitive,"19,99 €*","• Acción, Aventura, Disparos (Shooter)",23-05-2019,La justicia no siempre es justa.
My Lovely Daughter,"19,99 €5,99 €*","• Aventura, Simulación",23-05-2019,My Lovely Daughter es un simulador de alquimia que explora el dolor de un padre y lo que es capaz de hacer para devolverle la vida a su hija.
Arcade Archives IMAGE FIGHT,"6,99 €*","• Arcade, Disparos (Shooter)",23-05-2019,¡Disfruta de una juego de disparos de ciencia ficción que te transportará al combate en el espacio exterior!
Alternate Jake Hunter: DAEDALUS The Awakening of Golden Jazz,"35,99 €4,31 €*",• Aventura,23-05-2019,¡Comienza un nuevo capítulo en la serie del Detective Jinguji Saburo!
TT Isle of Man - Ride on the Edge,"49,99 €*","• Carreras, Deportes",23-05-2019,¡Atrévete con el desafío!
Gunlord X,"9,99 €*","• Acción, Arcade, Disparos (Shooter), Plataformas",22-05-2019,¡Salta! ¡Dispara! ¡Explora!
The Last Door - Complete Edition,"14,99 €*","• Aventura, Otros, Puzle",22-05-2019,¿Te atreverías a abrir La Última Puerta?
Assassin's Creed® III Remastered,"39,99 €*",• Acción,21-05-2019,Experimenta Assassin's Creed® por primera vez en Nintendo Switch con Assassin's Creed III Remastered
Resident Evil,"19,99 €*",• Aventura,21-05-2019,Revive la pesadilla.
Resident Evil 0,"19,99 €*",• Aventura,21-05-2019,Descubre la pesadilla con la que empezó todo.
Resident Evil 4,"19,99 €*",• Aventura,21-05-2019,La obra maestra que consiguió casar el horror y la acción.
Team Sonic Racing™,"39,99 €*",• Carreras,21-05-2019,¡Enfréntate a tus amigos en espectaculares carreras mutijugador!
World Soccer,"7,99 €1,59 €*","• Arcade, Deportes, Football Fútbol",20-05-2019,Marca el gol de la victoria para convertirte en campeón mundial de fútbol.
Akane,"4,99 €0,99 €*","• Acción, Arcade",17-05-2019,¡Enséñales a esos matones quién manda!
Devious Dungeon 2,"7,99 €*","• Acción, Arcade, Aventura, Rol (RPG)",17-05-2019,"¡Un oscuro castillo repleto de mazmorras, peligros y tesoros!"
Chicken Rider,"3,99 €*","• Arcade, Plataformas",17-05-2019,You play as a polar bear who is fighting for an animal freedom.You have to help chickens held in the chicken farm.
GUILTY GEAR,"9,99 €*","• Acción, Arcade, Lucha",17-05-2019,"Descubre de dónde desciende uno de los juegos de lucha con más mecánicas, ¡en tu casa o donde quieras con tu Nintendo Switch!"
GUILTY GEAR XX ACCENT CORE PLUS R,"14,99 €*","• Acción, Arcade, Lucha",17-05-2019,"Descubre de dónde desciende uno de los juegos de lucha con más mecánicas, ¡en tu casa o donde quieras con tu Nintendo Switch!"
INFERNO CLIMBER: REBORN,"11,99 €2,99 €*","• Acción, Rol (RPG)",16-05-2019,Ábrete paso a través del infierno en este juego de rol de supervivencia.
Darkwood,"14,99 €4,49 €*","• Aventura, Rol (RPG)",16-05-2019,Un desafiante juego de terror y supervivencia sin sustos forzados.
Octogeddon,"7,88 €*","• Acción, Arcade",16-05-2019,"Eres Octogeddon, un pulpo mutante gigantesco con una única misión: ¡destruir el mundo entero!"
Pocket League Story,"13,00 €*","• Deportes, Estrategia, Simulación",16-05-2019,¡Entrena a tu equipo y triunfa en esta simulación de equipo de soccer!
Thief Simulator,"19,99 €*","• Estrategia, Simulación",16-05-2019,"Conviértete en el mejor ladrón: reúne información, roba cosas y véndelas para comprar equipamiento de tecnología puntera."
Project Nimbus: Complete Edition,"17,79 €*","• Acción, Disparos (Shooter)",16-05-2019,Cubre el cielo de fuego: ¡Mechas y acción ultrarrápida!
Título no disponible,Precio no disponible,Categoría no disponible,Fecha no disponible,Descripción no disponible
,,,Fecha no disponible,
Título no disponible,Precio no disponible,Categoría no disponible,Fecha no disponible,Descripción no disponible
KORAL,"11,99 €*","• Arcade, Aventura, Puzle",16-05-2019,Sumérgete en un bello mundo submarino para devolver la vida a los arrecifes de coral.
Arcade Archives Buta san,"6,99 €*","• Acción, Arcade",16-05-2019,¡Un combate repleto de bombas con hasta 100 luchadores porcinos!
Castlevania Anniversary Collection,"19,99 €*","• Acción, Aventura",16-05-2019,¡Adéntrate en el mundo de Castlevania y lucha contra Drácula!
Light Tracer,"12,99 €3,89 €*","• Acción, Aventura, Plataformas, Puzle",16-05-2019,Light Tracer es un juego de puzles en el que el jugador es una criatura mágica que debe guiar a una princesa por la Torre de Bellbatis.
Your Toy,"19,99 €*","• Aventura, Puzle",16-05-2019,¿Te atreves a sumergirte en la pesadilla?
39 Days to Mars,"18,49 €*","• Aventura, Puzle",16-05-2019,Embárcate en la nave menos fiable del siglo 19 en esta aventura cooperativa para dos jugadores.
Undead Horde,"16,99 €*","• Acción, Aventura, Rol (RPG)",15-05-2019,"Reanima a los enemigos que derrotes y súmalos a tu ejército de no muertos. Consigue una cantidad inmensa de armas, accesorios y objetos mágicos."
Super Life of Pixel,"9,99 €*","• Arcade, Aventura, Plataformas",15-05-2019,"Un juego de plataformas clásico en el que tendrás que pensar, moverte y saltar si no quieres morir."
Rock of Ages 2: Bigger & Boulder™,"14,99 €*","• Acción, Estrategia",14-05-2019,"¡El mejor juego de carreras de rocas, defensa de torres e historia del arte ha vuelto!"
Blades of Time,"19,99 €*","• Acción, Aventura",14-05-2019,Embárcate en un viaje a una antigua isla en busca de nuevas aventuras.
Evil Defenders,"9,99 €*",• Estrategia,14-05-2019,¡Lucha por las fuerzas del mal!
Redout,"29,99 €*","• Arcade, Carreras",14-05-2019,Acelera a velocidades vertiginosas.
Sniper Elite V2 Remastered,"34,99 €*","• Acción, Acción en primera persona (FPS), Aventura",14-05-2019,"Acecha a tus objetivos, prepara el tiro y usa habilidad, paciencia y astucia para cumplir la misión."
Car Trader,"3,99 €*","• Estrategia, Simulación",12-05-2019,"En Car Trader, comprarás coches en subastas de distintos estados y los pondrás a punto para venderlos y llevarte un buen pellizco."
Lovecraft´s Untold Stories,"14,99 €*","• Acción, Arcade, Aventura, Rol (RPG)",10-05-2019,¡Derrota a los Antiguos y a los Dioses Exteriores!
Reverse Crawl,"12,99 €*","• Acción, Estrategia, Rol (RPG)",10-05-2019,Regresa de entre los muertos y recupera tu reino.
My Big Sister,"5,99 €*","• Aventura, Rol (RPG)",10-05-2019,Ayuda a Luzia y Sombria a regresar a casa.
Tales From Space: Mutant Blobs Attack,"9,99 €*","• Acción, Plataformas",10-05-2019,"¡Consúmelo todo, no te arrepientas de nada!"
SAINTS ROW®: THE THIRD™ - THE FULL PACKAGE,"19,99 €*",• Acción,10-05-2019,Pasa a la acción en un mundo abierto.
Dragon Pinball,"2,99 €*","• Arcade, Simulación",10-05-2019,¡Vuelve el Pinball más divertido!
Blazing Beaks,"14,99 €0,99 €*","• Disparos (Shooter), Fiesta, Rol (RPG)",10-05-2019,"La avaricia te consumirá en un roguelite único lleno de bonitos, pero peligrosos artefactos… ¡Dispara a voluntad, pero no te olvides del fuego enemigo!"
ASCENDANCE,"5,99 €*","• Acción, Aventura, Plataformas",09-05-2019,Entra en el enigmático mundo de ASCENDANCE y vive un encantador y pacífico viaje más allá del cielo.
Lost Artifacts: Soulstone,"2,99 €*",• Estrategia,09-05-2019,¡Embárcate en una aventura por un país plagado de mitos!
MachiKnights -Blood bagos-,"2,99 €*","• Acción, Arcade, Rol (RPG)",09-05-2019,¡Prepárate para un intenso RPG de acción multijugador completamente nuevo!
Título no disponible,Precio no disponible,Categoría no disponible,Fecha no disponible,Descripción no disponible
,,,Fecha no disponible,
Título no disponible,Precio no disponible,Categoría no disponible,Fecha no disponible,Descripción no disponible
Dragon Snakes,"3,99 €0,99 €*","• Arcade, Fiesta",09-05-2019,¡Zámpate todas las mariposas que puedas y mira cómo crece tu dragón!
Arcade Archives NINJA GAIDEN,"6,99 €*","• Acción, Arcade",09-05-2019,¡Salta! ¡Lucha! ¡Agarra! Usa las artes asesinas conocidas como las cinco artes del combate ninja para acabar con una terrible amenaza.
Masquerada: Songs and Shadows,"19,99 €*","• Estrategia, Rol (RPG)",09-05-2019,Navega los subterfugios enmascarados y la asombrosa magia de una ciudad veneciana en este juego de rol táctico.
For The King,"24,99 €*","• Aventura, Estrategia, Rol (RPG), Tablero",09-05-2019,¿Cumplirás con tu deber?
Frane: Dragons' Odyssey,"12,99 €*","• Acción, Aventura, Rol (RPG)",09-05-2019,¡Una odisea en el mundo de abajo! ¡Viaja en busca de una joven desaparecida y aventúrate en un juego de rol fantástico de acción!
Super Cane Magic ZERO,"24,99 €*","• Acción, Rol (RPG)",09-05-2019,"¡Equípate, come rocas, lanza bananas bumerán y lucha contra una patata gigante!"
Monster Puzzle,"1,99 €*",• Puzle,09-05-2019,Consigue todos los sueños.
Shakedown: Hawaii,"19,99 €*","• Acción, Arcade, Disparos (Shooter)",07-05-2019,Crea tu propio imperio corporativo y destruye a la competencia.
European Conqueror X,"9,99 €*",• Estrategia,07-05-2019,"Disfruta de un complejo juego de estrategia por turnos, con batallas y escenarios que se basan en hechos históricos."
Car Mechanic Manager,"3,99 €*","• Otros, Simulación",07-05-2019,"¿Te chiflan los coches? ¿Te encanta ponerlos a punto? ¡Pues ya puedes empezar a limpiar, dar cera y pintar la carrocería de los coches de los clientes!"
Puyo Puyo Champions,"9,99 €*",• Puzle,07-05-2019,"¿Quién será el próximo campeón de Puyo Puyo? ¡Juego de puzles vertiginoso, competitivo y muy divertido!"
OTTTD: Over The Top Tower Defence,"6,99 €*","• Acción, Arcade, Estrategia, Rol (RPG)",06-05-2019,Un juego de Tower Defense y estrategia en tiempo real con elementos RPG.
Quadle,"6,99 €*","• Arcade, Puzle",03-05-2019,Quadle te dejará la cabeza… ¡a bloques!
Bird Game +,"4,99 €*","• Arcade, Aventura, Simulación",03-05-2019,Dirigiéndose al sur por el invierno en una tierra que se crea a sí misma.
Preventive Strike,"1,79 €*","• Acción, Arcade, Disparos (Shooter)",03-05-2019,Preventive Strike es un juego de disparos dinámico de arcade.
Hellmut: The Badass from Hell,"29,99 €*","• Acción, Arcade, Disparos (Shooter)",03-05-2019,Un frenético juego de exploración de mazmorras donde llueven las balas y cada nivel es más disparatado que el anterior.
Shadows of Adam,"14,99 €*","• Aventura, Rol (RPG)",03-05-2019,Shadows of Adam da una vuelta de tuerca al al clásico género de JRPG.
Gyro Boss DX,"4,49 €*","• Acción, Arcade, Disparos (Shooter), Fiesta",03-05-2019,¡Esquiva como puedas!
Xtreme Club Racing,"9,89 €*","• Arcade, Carreras, Deportes",03-05-2019,Jugabilidad al puro estilo arcade como en los salones recreativos.
Black Paradox,"14,99 €*","• Acción, Arcade, Disparos (Shooter)",03-05-2019,¡Un caos de disparos hiperestilizado!
Duck Game,"12,99 €*","• Acción, Arcade, Disparos (Shooter)",02-05-2019,Año 1984. Los patos campan a sus anchas en una frenética batalla por la FAMA y la GLORIA.
Impossible Mission,"14,99 €*","• Acción, Arcade, Plataformas, Puzle",02-05-2019,¡Ha comenzado la cuenta atrás! Solo tienes unas horas para salvar el planeta. ¿Lo conseguirás?
James Pond Codename Robocod,"14,99 €*","• Acción, Arcade, Plataformas",02-05-2019,James Pond regresa con su mayor aventura hasta la fecha en Codename: RoboCod.
GIGA WRECKER ALT.,"24,99 €0,99 €*","• Acción, Plataformas, Puzle",02-05-2019,¡Destruyámoslo todo!
Título no disponible,Precio no disponible,Categoría no disponible,Fecha no disponible,Descripción no disponible
,,,Fecha no disponible,
Título no disponible,Precio no disponible,Categoría no disponible,Fecha no disponible,Descripción no disponible
Venture Kid,"10,00 €*","• Acción, Arcade, Aventura, Plataformas",02-05-2019,¡Prepárate para un viaje peligroso que exige gran habilidad y determinación!
Strike Suit Zero: Director's Cut,"19,99 €*","• Acción, Arcade, Disparos (Shooter)",02-05-2019,"Toma el control de Strike Suit, una revolucionaria nave de combate con la habilidad de transformarse en un traje espacial blindado letal."
HexaGravity,"0,99 €*","• Arcade, Plataformas",02-05-2019,¡Salta y esquiva los peligros en este juego rítmico de acción y plataformas!
The Swords of Ditto: Mormo's Curse,"14,99 €*","• Acción, Arcade, Aventura",02-05-2019,¡Desata el poder de la mística Espada de Ditto!
Arcade Archives TERRA FORCE,"6,99 €*","• Arcade, Disparos (Shooter)",02-05-2019,Derrota al enemigo a base de mísiles superdestructivos.
Darkest Hunters,"4,99 €*","• Puzle, Rol (RPG)",02-05-2019,Darkest Hunters ofrece docenas de horas de desafío para jugadores avanzados y cualquier persona que quiera comenzar un viaje épico.
