Título,Precio,Categoría,Fecha de lanzamiento,Descripción
Cave Digger,"14,90 €*","• Acción, Aventura, Fiesta, Simulación",14-12-2020,"Cave Digger is a mining adventure game, which takes place in a small town of an alternative Western universe full of mystery, dark humor, and full of experimental tools for the brave miners"
Chill Panda,"10,99 €*","• Aventura, Educativo, Puzle, Simulación",14-12-2020,Play your way to a calmer day
Killer Chambers,"8,99 €*","• Acción, Arcade, Plataformas, Puzle",14-12-2020,"Ayuda a Brave Lord a sobrevivir en las ""Killer Chambers"" y a derrotar a los jefes convocados por Lord Grave!"
Persian Nights 2: The Moonlight Veil,"14,99 €*","• Aventura, Puzle",11-12-2020,Entre dos lunas y un amor.
Space Invaders Forever,"29,99 €*","• Acción, Arcade, Fiesta",11-12-2020,Uno de los más importantes clásicos de la historia de los videojuegos ha vuelto... ¡Para siempre!
Autumn's Journey,"4,99 €*","• Aventura, Rol (RPG), Simulación",11-12-2020,¡Embárcate en una encantadora aventura de fantasía!
Warplanes: WW1 Sky Aces,"9,99 €*","• Acción, Arcade, Disparos (Shooter)",11-12-2020,"Become a legend of air combat at the dawn of its existence, spreading fear in the airplane battle arenas of World War I"
PixelJunk™ Eden 2,"12,99 €*",• Acción,10-12-2020,"Sautez, pivotez, balancez-vous et explorez un magnifique monde organique."
Accidental Queens Collection,"14,99 €*","• Comunicación, Estrategia, Otros, Puzle",10-12-2020,"""Lost Phones Stories"" contiene Alt-Frequencies, A Normal Lost Phone y Another Lost Phone: Laura's Story."
Alt-Frequencies,"7,99 €*","• Aventura, Estrategia, Puzle, Tablero",10-12-2020,¿Qué puede ocurrir si todo el mundo está atrapado en el mismo bucle temporal sin saberlo?
Evolution Board Game,"16,95 €*","• Estrategia, Simulación, Tablero",10-12-2020,El Juego de Estrategia de Adaptación
Título no disponible,Precio no disponible,Categoría no disponible,Fecha no disponible,Descripción no disponible
,,,Fecha no disponible,
Título no disponible,Precio no disponible,Categoría no disponible,Fecha no disponible,Descripción no disponible
OctaFight,"4,99 €2,49 €*","• Acción, Arcade, Fiesta",10-12-2020,"¡Muévete, salta, protégete, lanza y dispara tu bomba a tiempo para ser el último que quede de una pieza!"
Arcade Archives MARKHAM,"6,99 €*","• Arcade, Disparos (Shooter)",10-12-2020,Your mission is to destroy Antarctic Bases. Go and bring peace to the world!
Shady Part of Me,"14,99 €*","• Plataformas, Puzle",10-12-2020,"Shady Part of Me te sumerge en una conmovedora aventura onírica con un maravilloso diseño artístico la cautivadora y voz de Hannah Murray (Juego de Tronos, Skins)."
Tanuki Justice,"14,99 €*","• Acción, Arcade, Aventura, Plataformas",10-12-2020,Una sencilla combinación del clásico juego de tiros de plataformas con unos gráficos pixelados geniales. ¡Tanuki desafiará tu precisión a la hora de salta y lanzar shurikens!
Ghostrunner,"29,99 €*","• Acción, Aventura",09-12-2020,Bienvenido al futuro. Te vas a morir.
"I, AI","9,99 €*","• Acción, Disparos (Shooter), Otros, Plataformas",09-12-2020,"I, AI es un clásico juego de disparos con desplazamiento y gráficos modernos."
Monster Sanctuary,"19,99 €*","• Aventura, Plataformas, Rol (RPG)",08-12-2020,"Una fusión entre metroidvania y juego de entrenar monstruos. Consigue monstruos, entrénalos y pelea con ellos en un encantador mundo pixelado con perspectiva lateral."
Lofi Ping Pong,"3,99 €0,99 €*","• Acción, Arcade, Aventura, Música",08-12-2020,Ping Pong de ritmo meditativo
Puyo Puyo Tetris 2,"39,99 €*",• Puzle,08-12-2020,Dos rompecabezas legendarios se unen en el cruce definitivo
Heroes of Loot,"7,99 €5,19 €*","• Acción, Arcade, Aventura, Rol (RPG)",08-12-2020,A brutal mix between dungeon-crawler and shoot-em up. The dungeon will learn from you and become more dangerous every-time you play!
DOOM Eternal,"A partir de: 29,99 €*","• Acción en primera persona (FPS), Disparos (Shooter)",08-12-2020,Ponte en la piel del Slayer en una épica campaña para un jugador y conquista dimensiones infestadas de demonios en DOOM Eternal para Nintendo Switch.
Drawn to Life: Two Realms,"9,99 €*","• Aventura, Plataformas, Puzle",07-12-2020,Descubre el misterio de la Sombra.
Super Space Serpent Secondary Edition,"9,99 €*","• Acción, Arcade, Disparos (Shooter)",06-12-2020,
Fitness Boxing 2: Rhythm & Exercise,"49,99 €*","• Deportes, Música, Otros",04-12-2020,¡Boxea siguiendo el ritmo en Fitness Boxing 2: Rhythm & Exercise para Nintendo Switch!
Nine Witches: Family Disruption,"17,99 €*","• Acción, Aventura, Puzle",04-12-2020,Un pueblecito noruego se ve envuelto en un complot paranormal. Solo un profesor tetrapléjico experto en ocultismo y su fiel asistente pueden ponerle fin.
John Wick Hex,"19,99 €*","• Acción, Estrategia",04-12-2020,Conviértete en el Baba Yagá
Futoshiki Math,"6,99 €*","• Estrategia, Puzle, Tablero",04-12-2020,Sudoku + a little bit of math = Futoshiki. Try it!
Paw Paw Paw,"9,99 €*","• Acción, Aventura, Rol (RPG)",04-12-2020,¡Lucha por la libertad de no llevar pantalones!
Fire Emblem: Shadow Dragon & the Blade of Light,"5,99 €*","• Estrategia, Rol (RPG)",04-12-2020,Descubre el juego de 8 bits que inició el legado de Fire Emblem en Fire Emblem: Shadow Dragon & the Blade of Light para Nintendo Switch.
Steampunk Tower 2,"9,99 €0,99 €*","• Acción, Aventura, Estrategia",04-12-2020,Steampunk Tower 2 es un juego de acción y estrategia ambientado en un universo alternativo de estética steampunk.
Commandos 2 - HD Remaster,"19,99 €*",• Estrategia,04-12-2020,"Revive la obra maestra de la estrategia en tiempo real que definió el género como ningún otro juego de Nintendo Switch™: Desarrollado originalmente por el legendario Pyro Studios, Commandos 2 - HD Remaster es un verdadero homenaje a una de las obras maestras más aclamadas del mundo de los videojuegos."
Suicide Guy Collection,"10,99 €*","• Aventura, Puzle",03-12-2020,¡Los sueños nunca han sido tan intensos!
IMMORTALS FENYX RISING,"A partir de: 39,99 €*",• Aventura,03-12-2020,Ponte en la piel de Fenyx y salva a los dioses griegos de una tenebrosa maldición.
Pretty Princess Party,"39,99 €*","• Puzle, Simulación",03-12-2020,¡Conviértete en princesa en un castillo mágico!
Título no disponible,Precio no disponible,Categoría no disponible,Fecha no disponible,Descripción no disponible
,,,Fecha no disponible,
Título no disponible,Precio no disponible,Categoría no disponible,Fecha no disponible,Descripción no disponible
Quiplash 2 InterLASHional: ¡No hay respuestas incorrectas!,"8,50 €*",• Fiesta,03-12-2020,"¡El juego para fiestas “sin pelos en la lengua” se lanza a nivel internacional! Ahora podrás disfrutar del divertidísimo contenido de Quiplash 2 en inglés, francés, italiano, alemán y español. Además..."
Absolute Drift,"11,99 €*","• Arcade, Carreras, Otros, Simulación",03-12-2020,Drifting: El Arte De Conducir Deslizándose
Death Tales,"8,99 €*","• Acción, Aventura, Plataformas, Rol (RPG)",03-12-2020,¡Embárcate en una aventura como un nuevo Reaper que se ha vuelto pícaro!
Wildfire,"14,99 €*","• Acción, Plataformas, Puzle, Rol (RPG)",03-12-2020,Domina los elementos en este juego de sigilo 2D en el que todo arde.
Cybxus Hearts,"4,99 €*","• Acción, Arcade, Disparos (Shooter), Otros",03-12-2020,Cybxus Hearts inspired by classic Japanese shooting games. This is a game where you control three different characters at the same time.
Liberated: Enhanced Edition,"19,99 €*","• Arcade, Aventura, Disparos (Shooter), Plataformas",03-12-2020,Sumérgete en la aventura de este juego lleno de acción que tiene lugar dentro de un cómic. ¡Edición mejorada con voces en off y dos DLC de la historia!
PHOGS!,"24,99 €6,24 €*","• Aventura, Plataformas, Puzle",03-12-2020,En PHOGS! encarnas a una pareja de perros en una encantadora aventura repleta de puzles.
GUNPIG: Firepower For Hire,"4,99 €*","• Acción, Arcade, Carreras, Disparos (Shooter)",03-12-2020,"Súbete a tu pequeño tanque y explota a los Crisópodos... ¡rapidez, diversión y acción estilo arcade!"
Outbreak: The New Nightmare,"12,99 €*","• Acción, Aventura, Disparos (Shooter), Rol (RPG)",03-12-2020,Regresa al mundo del horror de supervivencia retro mientras te unes a una banda de sobrevivientes que intentan sobrevivir al apocalipsis de los no muertos.
My Universe - PET CLINIC CATS & DOGS,"39,99 €*",• Simulación,03-12-2020,Acoge y cuida a animales enfermos en tu clínica
Baila Latino,"9,99 €*","• Estilo de vida, Fiesta, Música",03-12-2020,¡Un juego de baile que divertirá a toda la familia y amigos!
Biz Builder Delux,"13,00 €*","• Estrategia, Otros, Puzle, Simulación",03-12-2020,¡Dirige la tienda que quieras para crear tu floreciente emporio comercial!
fault - milestone two side: above,"14,99 €*",• Aventura,03-12-2020,"After being forced to leave their hometown, the girls' journey home brings them to a new place."
Renzo Racer,"19,99 €*","• Arcade, Carreras, Fiesta",03-12-2020,"Renzo Razer es un frenético juego de conducción con estilo de dibujos animados, que pone a prueba tu habilidad al volante si quieres llegar en primera posición a la meta."
Morbid: The Seven Acolytes,"24,99 €4,99 €*","• Acción, Aventura, Rol (RPG)",03-12-2020,"Morbid: The Seven Acolytes es un juego RPG de acción y horrorpunk, repleto de horrores propios de Lovecraft y una visceralidad típica de Cronenberg, ¡lo que lo convierten en el juego más macabro del género de tipo Souls hasta la fecha!"
Taiko no Tatsujin: Rhythmic Adventure 1,"29,99 €*","• Música, Rol (RPG)",03-12-2020,¡Don-chan deja atrás el pasado para comenzar una nueva aventura que trasciende los límites del tiempo y el espacio! Transpórtate a diferentes eras para impedir que los malos acaben con la historia.
Taiko no Tatsujin: Rhythmic Adventure 2,"29,99 €*","• Música, Rol (RPG)",03-12-2020,Text goes here¡Don-chan y sus amigos se embarcan en una emocionante aventura para descubrir los lugares más misteriosos del mundo!
Taiko no Tatsujin: Rhythmic Adventure Pack,"49,99 €*","• Música, Rol (RPG)",03-12-2020,¿Cómo? ¡¿Un RPG de Taiko no Tatsujin?! ¡Utiliza tus habilidades de percusión para salvar el mundo!
Arcade Archives The Fairyland Story,"6,99 €*","• Acción, Arcade",03-12-2020,A grand adventure with over 101 stages! How many can you clear?
Shiren the Wanderer: The Tower of Fortune and the Dice of Fate,"19,99 €*",• Rol (RPG),02-12-2020,¡El clásico juego de mazmorras llega a Nintendo Switch!
Sam & Max Save the World,"16,99 €*","• Aventura, Otros, Puzle",02-12-2020,Sam es un detective canino de un metro ochenta con amor por la justicia. Max es una cosa conejil hiperquinética y le encanta el caos.
Empire of Sin,"39,99 €*","• Acción, Estrategia, Rol (RPG)",01-12-2020,Levanta un imperio criminal en el Chicago de los años 20 y supera a tus enemigos en los negocios y los tiroteos en plena era de la ley seca.
Chronos: Before the Ashes,"29,99 €*","• Arcade, Aventura",01-12-2020,Chronos: Before the Ashes es un RPG atmosférico que narra la vida de aventuras de un héroe por salvar su hogar de un terrible mal.
Hed the Pig,"3,99 €*","• Acción, Arcade, Aventura",30-11-2020,Help Hed in reaching the destination by avoiding all obstacles and skilfully maneuvering his body.
Título no disponible,Precio no disponible,Categoría no disponible,Fecha no disponible,Descripción no disponible
,,,Fecha no disponible,
Título no disponible,Precio no disponible,Categoría no disponible,Fecha no disponible,Descripción no disponible
Ponpu,"14,99 €2,99 €*","• Acción, Arcade, Aventura",29-11-2020,¡Prepárate para romper unos cuantos huevos en este frenético juego multijugador!
BFF or Die,"7,99 €*","• Acción, Arcade, Puzle",27-11-2020,"¡BFF or Die es un juego de rompecabezas cooperativo, acogedor y loco! Eres un extraterrestre que viaja en el tiempo y te han enviado a la Tierra en una arriesgada misión de rescate."
Tiny World Racing,"2,99 €*","• Arcade, Carreras, Fiesta",27-11-2020,Are you ready to race?
More Dark,"4,99 €*","• Acción, Arcade, Plataformas, Puzle",27-11-2020,¡Salta por las plataformas y captura prisioneros para limpiar el infierno!
Girabox,"2,49 €0,99 €*","• Arcade, Puzle",27-11-2020,"Move the world around, not the character! Rotate the levels and let gravity do the rest to solve the puzzles and dominate the leaderboards."
Destropolis,"5,99 €*","• Acción, Arcade, Disparos (Shooter), Rol (RPG)",27-11-2020,"Un juego de disparos de vista isométrica con escenarios completamente destruibles, miles de enemigos y explosiones nucleares. Enfréntate a una oleada interminable de enemigos."
Electro Ride: The Neon Racing,"10,99 €*","• Arcade, Aventura, Carreras, Deportes",27-11-2020,The fame awaits. And you don’t do it for just yourself: you do it for the society. Enter the crazy neon racing world and become the hero of your neighborhood today!
Pixel Game Maker Series STEOS -Sorrow song of Bounty hunter-,"8,19 €*","• Acción, Arcade, Disparos (Shooter)",27-11-2020,"""Feeling tired of regular shooters? If you answered YES, then what are you waiting for?” “Reverse your thinking in this not-side-scrolling artillery shooting game, Steos!”"
Root Double -Before Crime * After Days- Xtend Edition,"39,99 €*",• Aventura,26-11-2020,¡Con todo el contenido y suspenso desde Japón!
Sky Mercenaries Redux,"13,99 €*","• Acción, Arcade, Disparos (Shooter)",26-11-2020,¡Una épica batalla en el cielo te espera! Mercenarios del Cielo está de vuelta con una edición exclusiva de reducción de 2020 Nintendo Switch.
Picklock,"7,99 €*","• Acción, Aventura, Estrategia, Simulación",26-11-2020,"Eres un ladrón con el alias de Picklock. Analiza el lugar del robo, cuélate con sigilo, roba, ¡y escapa como un profesional! Una aventura de estrategia con cámara isométrica y gráficos vóxel!"
Lovekami -Divinity Stage-,"13,99 €*","• Aventura, Otros, Simulación",26-11-2020,The Goddesses Descend!
Nordlicht,"3,99 €*","• Aventura, Puzle",26-11-2020,¡Reconfortante y mágico!
PICROSS S5,"9,99 €*","• Educativo, Estrategia, Puzle",26-11-2020,"¡Ya está aquí la 5.ª entrega de la serie Picross, el juego de puzles que ofrece diversión a raudales y al alcance de todos!"
In Celebration Of Violence,"12,99 €*","• Acción, Aventura, Rol (RPG)",26-11-2020,"Un fantastico roguelike de exploración, muerte y destrucción."
Maid of Sker,"24,99 €*","• Acción, Aventura",26-11-2020,Enfréntate a las pesadillas de los hombres silenciosos. No te asustes... ni siquiera respires.
QV,"12,49 €*","• Acción, Arcade, Aventura, Puzle",26-11-2020,¡Comienza una aventura de salto de dimensiones con Quby!
The Alto Collection,"8,79 €*","• Arcade, Aventura, Deportes",26-11-2020,Son dos travesías repletas de aventuras las que aguardan a través de un desierto sin fin y sobre interminables cumbres montañosas con Alto y sus amigos.
Ragdoll Fighter,"1,99 €*","• Acción, Fiesta, Lucha",26-11-2020,
Arcade Archives Green Beret,"6,99 €*","• Acción, Arcade",26-11-2020,"Surviving the flames of hell, only one soldier remains."
Let's Cook Together,"18,99 €*","• Comunicación, Estrategia, Fiesta",26-11-2020,"2 cocineros, 1 objetivo - ¡la cooperación es lo más importante!"
Tap Tap Legions,"3,99 €*","• Arcade, Aventura, Puzle, Tablero",26-11-2020,Epic battles within 5 seconds!
Strike Force 2 - Terrorist Hunt,"17,99 €*","• Acción, Acción en primera persona (FPS), Disparos (Shooter)",25-11-2020,A tropical paradise turned into a warzone.
Out of Space: Couch Edition,"9,99 €*","• Estrategia, Fiesta, Tablero",25-11-2020,Out of Space es un juego multijugador cooperativo LOCAL donde debes intentar convivir en una casa en el espacio.
Título no disponible,Precio no disponible,Categoría no disponible,Fecha no disponible,Descripción no disponible
,,,Fecha no disponible,
Título no disponible,Precio no disponible,Categoría no disponible,Fecha no disponible,Descripción no disponible
My Aunt is a Witch,"9,99 €3,99 €*","• Aventura, Otros, Puzle",25-11-2020,‘My Aunt is a Witch’ es una novela visual llena de aventuras y búsquedas en el mundo de la magia
2URVIVE,"6,99 €*","• Acción, Disparos (Shooter), Estrategia, Otros",24-11-2020,2URVIVE is a top-down zombie shooter. Prepare yourself before every wave and stay alive as long as you can.
Dungeon Solver,"3,99 €*","• Arcade, Estrategia, Puzle, Tablero",24-11-2020,DUNGEON SOLVER is a minimalist game based on board games like chess and table RPG
Cobra Kai: The Karate Kid Saga Continues,"39,99 €*","• Acción, Arcade, Aventura, Lucha",24-11-2020,"Elige un bando, domina las técnicas y afronta tu destino en una épica aventura de peleas inspirada en la serie de éxito."
Tracks - Toybox Edition,"19,99 €*","• Carreras, Educativo, Puzle, Simulación",24-11-2020,"¡Descubre la caja de juguetes definitiva y construye el tren de tus sueños! Coloca vías y puentes, crea mundos y disfruta de una vista en primera persona desde la cabina del maquinista."
Sakuna: Of Rice and Ruin,"29,99 €*","• Acción, Aventura",20-11-2020,"Encarna a Sakuna, una deidad de la cosecha orgullosa y solitaria, en Sakuna: Of Rice and Ruin para Nintendo Switch."
Fall Gummies,"7,99 €*","• Arcade, Aventura, Estrategia, Puzle",20-11-2020,"Fall Gummies es un relajante y colorido juego de rompecabezas en 3D. La historia se desarrolla en un mundo fantástico de jaleas felices. Desafortunadamente, un día un enorme meteorito golpeó el planeta empujándolo hacia el agujero negro."
Ramp Car Jumping,"8,99 €*","• Acción, Carreras, Deportes, Simulación",20-11-2020,"A quick and frantic racing-flying-smashing game that sends you hurtling down ginormous ski jumps, through the air and smashing into everything in your path!"
S.N.I.P.E.R. - Hunter Scope,"14,99 €*","• Acción, Acción en primera persona (FPS), Arcade, Disparos (Shooter)",20-11-2020,¡CONVIÉRTETE EN EL CAZADOR DEFINITIVO!
Tengam,"2,50 €*","• Estrategia, Puzle",20-11-2020,Un ingenioso rompecabezas del tamaño de un bocado con una mecánica de rompecabezas magnética única
Capitán Diente de Sable y el Diamante Mágico,"8,99 €*","• Acción, Aventura, Plataformas",20-11-2020,"Embárcate en una búsqueda épica de tesoros en Capitán Diente de Sable y el Diamante Mágico, ¡un juego de plataformas de piratas y aventuras para toda la familia!"
Animal Pals Bubble Pop,"7,99 €*","• Arcade, Disparos (Shooter), Puzle, Tablero",20-11-2020,¡Ayuda a Kat a explotar y atravesar niveles de diversión en este juego de rompecabezas de disparar burbujas!
jetPIN,"4,99 €*","• Acción, Arcade, Aventura, Plataformas",20-11-2020,"Esto no es sólo pinball, es un auténtico desafío."
Micetopia,"4,99 €*","• Acción, Aventura, Plataformas, Rol (RPG)",20-11-2020,Conviértete en el héroe de Micetopia en este juego de plataformas y exploración.
WARTILE,"19,99 €*","• Aventura, Estrategia, Rol (RPG), Tablero",19-11-2020,Wartile es un juego cuya base gira en torno a los tiempos de recuperación y que consigue mantener la fluidez de las acciones con abundantes oportunidades para planificar tus movimientos.
Monster Truck Championship,"39,99 €*","• Carreras, Simulación",19-11-2020,¡El primer simulador de monster trucks!
Cake Bash,"19,99 €4,99 €*","• Arcade, Fiesta, Lucha",19-11-2020,¡Lucha por ser la tarta más deliciosa en Cake Bash!
Karma Knight,"7,70 €1,54 €*",• Acción,19-11-2020,
Star Renegades,"24,99 €*","• Estrategia, Puzle, Rol (RPG)",19-11-2020,RESISTE. RECLAMA. SOBREVIVE. REPITE.
Fire & Water,"1,99 €*","• Acción, Arcade, Aventura, Puzle",19-11-2020,
Secrets of Magic 2 - Witches & Wizards,"9,99 €*","• Arcade, Aventura, Estrategia, Puzle",19-11-2020,¡Toneladas de niveles únicos y desafiantes!
Arcade Archives ZERO TEAM,"6,99 €*","• Acción, Arcade",19-11-2020,We're the invincible ZERO TEAM! We won't lose to the villains!
Dreamo,"14,99 €*","• Aventura, Puzle",19-11-2020,Explora extraños paisajes y resuelve alucinantes puzles de cubos para desbloquear los misterios de un mundo de ensueño!
Art Sqool,"9,99 €*","• Aventura, Educativo, Plataformas, Simulación",19-11-2020,"Art Sqool es un juego como ningún otro. Te da la oportunidad de experimentar un hermoso viaje a un mundo fascinante, del cual querrás explorar todos los rincones."
Título no disponible,Precio no disponible,Categoría no disponible,Fecha no disponible,Descripción no disponible
,,,Fecha no disponible,
Título no disponible,Precio no disponible,Categoría no disponible,Fecha no disponible,Descripción no disponible
Eldrador Creatures,"19,99 €*",• Estrategia,19-11-2020,Sumérgete en el mundo de Eldrador® Creatures con este juego de estrategia por turnos y conviértete en el gobernador de Eldrador.
Outbreak,"12,99 €4,54 €*","• Acción, Aventura, Disparos (Shooter), Rol (RPG)",19-11-2020,Corre contra el reloj y lucha contra los muertos vivientes en esta pesadilla de horror de supervivencia cooperativa.
"The Casino -Roulette, Video Poker, Slot Machines, Craps, Baccarat-","9,99 €4,99 €*","• Fiesta, Simulación, Tablero",19-11-2020,¡Disfruta los 6 juegos esenciales de casino!
Educational Games for Kids,"12,95 €*","• Educativo, Puzle",19-11-2020,"Un bien concebido, inteligente y perfeccionado paquete de juegos educativos ""calidad de consola"" para sus hijos."
GRISAIA PHANTOM TRIGGER 05,"14,99 €*","• Aventura, Otros",19-11-2020,An unexpected reunion brings back the memories of Murasaki's horrid past... Here comes the fifth installment in the GRISAIA PHANTOM TRIGGER series!
Bridge Constructor: The Walking Dead,"9,99 €*","• Estrategia, Otros, Puzle, Simulación",19-11-2020,¡Disfruta de la diversión de MATAR CAMINANTES con el PODER de tu CEREBRO! ¡Prepárate para el cruce definitivo!
Brawl Chess,"9,99 €*","• Educativo, Estrategia, Fiesta, Tablero",19-11-2020,Compite con familiares y amigos en el juego de ajedrez más épico jamás creado.
Nexoria: Dungeon Rogue Heroes,"4,99 €*","• Estrategia, Otros, Rol (RPG), Tablero",18-11-2020,"Hardcore roguelike about dungeons with hybrid battles, combining classical turn based combat system and a collectible card game. Collect the best spells and conquer the dungeons!"
