Título,Precio,Categoría,Fecha de lanzamiento,Descripción
Super Space Snake,"4,99 €*","• Acción, Arcade, Puzle, Simulación",03-04-2020,¡Deslízate en este juego de serpiente superespacial!
Sir Tincan - Adventures in the Castle,"9,99 €*","• Aventura, Educativo, Puzle",03-04-2020,Acompaña a Caballero Lata en su aventurera vida cotidiana en el castillo medieval.
TY the Tasmanian Tiger HD,"27,99 €*","• Acción, Aventura, Plataformas",03-04-2020,"Buenos días amigo. Exploras la naturaleza de Australia con TY el Tigre de Tasmania, el encantador juego de plataformas australiano."
HyperParasite,"14,99 €*","• Acción, Arcade, Disparos (Shooter), Rol (RPG)",03-04-2020,Un roguelike twin-stick shooter que nunca se repite. Colecciona y controla 60 personajes siendo un Parásito alienígena apoderador de cuerpos que odia a la humanidad.
In Other Waters,"14,99 €3,74 €*",• Aventura,03-04-2020,Guía a una xenobióloga a la deriva en una océano alienígena.
Rascal Fight,"10,99 €*","• Acción, Arcade, Fiesta",02-04-2020,"Rascal Fight es un juego de lucha desenfadado con un toque mágico. Jugarás como un rufián que hace de las suyas en un entorno repleto de mecanismos, y en el que deberás hacer frente a los rivales."
Horror Bundle Vol. 1,"30,49 €*","• Acción, Arcade, Aventura",02-04-2020,Tres experiencias de terror únicas.
MazM: Jekyll y Hyde,"12,49 €*","• Aventura, Rol (RPG)",02-04-2020,¡La batalla entre el bien y el mal comienza ahora!
Curious Expedition,"14,99 €*","• Aventura, Estrategia, Rol (RPG)",02-04-2020,"¡Sal a explorar, te esperan grandes aventuras!"
Snakeybus,"11,99 €*","• Arcade, Carreras, Plataformas, Simulación",02-04-2020,El transporte público se va de madre
JunkJack,"14,99 €*","• Acción, Aventura, Plataformas, Simulación",02-04-2020,¡Crea un mundo a tu medida!
Título no disponible,Precio no disponible,Categoría no disponible,Fecha no disponible,Descripción no disponible
,,,Fecha no disponible,
Título no disponible,Precio no disponible,Categoría no disponible,Fecha no disponible,Descripción no disponible
Desktop Basketball,"6,79 €*","• Acción, Arcade, Deportes, Fiesta",02-04-2020,"¡Tu escritorio es la cancha! ¡Regatea, lanza y haz un mate en tu camino hacia la victoria!"
Arcade Archives THE TIN STAR,"6,99 €*","• Arcade, Disparos (Shooter)",02-04-2020,"'¡El sheriff, montado en su corcel blanco, ha llegado para acabar con la banda de malos en un intercambio de disparos frenético!"
Lost Artifacts,"2,99 €*","• Aventura, Estrategia",02-04-2020,Objetos perdidos: un juego de estrategia único sobre el mundo Tonauak. ¡Restaura la ciudad antigua y vence al sacerdote oscuro!
Pocket Harvest,"12,00 €*","• Estrategia, Puzle, Simulación",02-04-2020,¡Cosecha las alegrías de la vida de campo y cultiva tu granja y tu fama!
Wurroom,"1,99 €*","• Aventura, Otros, Puzle",01-04-2020,¡Siente una inmersión de 10 minutos en las desconocidas profundidades del multiverso!
Cat Girl Without Salad: Amuse-Bouche,"7,10 €3,55 €*","• Acción, Arcade, Disparos (Shooter)",01-04-2020,"Caos interestelar, una cazarrecompensas gatuna y acción multigénero alucinante."
Totally Reliable Delivery Service,"14,99 €*","• Acción, Simulación",01-04-2020,"Abróchate el cinturón y arranca el camión de reparto, ¡es hora de entregar paquetes! Llama a tres amigos y trabajad como podáis en este mundo abierto interactivo."
The Complex,"12,99 €*",• Aventura,31-03-2020,"Un thriller interactivo de ciencia ficción de Wales Interactive, el estudio de edición que ha producido Late Shift y The Bunker"
Chapeau,"14,99 €*","• Acción, Fiesta, Lucha",31-03-2020,"¡Salta, flota y vuela por los aires en este divertido juego de fiesta!"
Operencia: The Stolen Sun,"29,99 €*","• Aventura, Rol (RPG)",31-03-2020,"El RPG de Mazmorras, Modernizado"
Zombie Army Trilogy,"34,99 €*","• Acción, Aventura, Disparos (Shooter)",31-03-2020,"El shooter clásico de terror llega a Nintendo Switch™ con tres apasionantes campañas, un modo horda de infarto y acción terrorífica a raudales."
Stones of the Revenant,"8,99 €*","• Acción, Arcade, Plataformas",31-03-2020,¡Destruye las piedras y derrota al Revenant!
WordHerd,"5,59 €*","• Educativo, Estilo de vida, Puzle",31-03-2020,"Diviértete con palabras sencillas, hasta otras mucho más complicadas, en este brillante y retorcido juego de puzles."
Nirvana Pilot Yume,"4,99 €*","• Acción, Aventura, Carreras, Música",30-03-2020,Nirvana Pilot Yume tiene la cura para tu nostalgia del anime de ciencia ficción de los 80.
Gigantosaurus El Juego,"24,99 €*","• Aventura, Carreras",27-03-2020,"Aventura, diversión y carreras a una escala gigantesca"
Saints Row IV®: Re-Elected™,"19,99 €*","• Acción, Disparos (Shooter)",27-03-2020,Ahora tú eres el presidente
Repressed,"7,99 €*","• Aventura, Plataformas, Puzle",27-03-2020,Conviértete en una sombra y explora los rincones más recónditos de tu mente para recuperar tus recuerdos perdidos.
ONE PIECE: PIRATE WARRIORS 4,"49,99 €*","• Acción, Aventura",27-03-2020,¡Disfruta de la increíble acción de ONE PIECE sacada directamente del anime!
Children of Zodiarcs,"17,99 €*","• Aventura, Estrategia, Rol (RPG)",27-03-2020,"Children of Zodiarcs es un juego de rol táctico con una historia ambientada en el reino de fantasía de Lumus, un mundo dividido por la riqueza y la pobreza."
Duck Souls+,"4,99 €*","• Arcade, Plataformas",27-03-2020,¿Puedes sobrevivir a las trampas y salvar a tu especie?
Panzer Dragoon: Remake,"24,99 €*","• Acción, Aventura",26-03-2020,"¡Una nueva versión remozada del juego Panzer Dragoon fiel al original, con controles y gráficos mejorados que se adecúan a los estándares de los juegos modernos!"
Dream Gallery,"5,49 €*","• Estrategia, Puzle",26-03-2020,Dream Gallery es un juego de puzles inspirado en la estética de la milenaria cultura china.
Sin Slayers: Enhanced Edition,"19,99 €*","• Acción, Aventura, Estrategia, Rol (RPG)",26-03-2020,"RPG con componente roguelike ambientado en un mundo de fantasía oscura, donde tus decisiones determinan cuán desafiante serán las batallas y los enemigos."
Indie Darling Bundle Vol 2,"34,99 €*","• Acción, Aventura, Disparos (Shooter), Puzle",26-03-2020,Excelentes juegos indies cuidadosamente seleccionados para tu disfrute.
Título no disponible,Precio no disponible,Categoría no disponible,Fecha no disponible,Descripción no disponible
,,,Fecha no disponible,
Título no disponible,Precio no disponible,Categoría no disponible,Fecha no disponible,Descripción no disponible
NecroWorm,"4,99 €*","• Acción, Arcade, Puzle",26-03-2020,"Es medianoche, estás muerto y tienes muchísima hambre."
Trailer Trashers,"4,99 €*","• Acción, Disparos (Shooter)",26-03-2020,Únete con hasta cuatro jugadores en este loco y frenético juego de balas que rebotan descontroladamente.
Mekorama,"4,99 €*","• Acción, Puzle",26-03-2020,¡Pon a prueba tu capacidad de resolver puzles y rescata a un robot perdido en un extraño planeta!
Grand Guilds,"17,99 €*","• Aventura, Rol (RPG)",26-03-2020,¡Sigue las aventuras de Eliza y su equipo mientras intentan prevenir la guerra que se avecina!
CHAOS CODE -NEW SIGN OF CATASTROPHE-,"9,99 €1,99 €*","• Acción, Arcade, Lucha",26-03-2020,"¡La lucha por el ""CHAOS CODE"" está en tus manos!"
Wenjia,"6,99 €*","• Acción, Aventura, Plataformas, Puzle",26-03-2020,Un juego de plataformas en 2D con elementos de puzle.
JigSaw Abundance,"4,99 €*","• Estilo de vida, Puzle",26-03-2020,JigSaw Puzzle juego con soporte de pantalla táctil!
Ara Fell Enhanced Edition,"17,99 €*",• Rol (RPG),26-03-2020,Únete a Lita y revive la era dorada de los RPG.
Card Game Bundle Vol. 1,"23,99 €*","• Aventura, Estrategia, Rol (RPG), Tablero",26-03-2020,¡Adéntrate en este pack doble de juegos de cartas de Digerati!
One Step From Eden,"19,99 €*","• Acción, Aventura, Estrategia, Rol (RPG)",26-03-2020,¿Conseguirás llegar al Edén o te enfrentarás a la destrucción?
Good Job!,"19,99 €*",• Puzle,26-03-2020,¡Escala puestos de trabajo en la oficina resolviendo problemas la mar de estrambóticos en Good Job! para Nintendo Switch!
STAR WARS™ Jedi Knight: Jedi Academy,"19,99 €*","• Acción, Aventura",26-03-2020,Forja tu arma y sigue la senda de los Jedi
Shinsekai Into the Depths™,"19,99 €9,99 €*","• Acción, Aventura",26-03-2020,Exploración submarina
Arcade Archives IKARI III -THE RESCUE-,"6,99 €*","• Acción, Arcade, Disparos (Shooter)",26-03-2020,¡Ralf y Clark desencadenan su IKARI! Síguelos hasta el fragor del combate.
Hyperspace Delivery Service,"9,99 €*","• Acción, Aventura, Estrategia",24-03-2020,"Ponle un nombre a tu tripulación y a la nave, gestiona los recursos, intercambia, combate, sobrevive y, ante todo, ¡entrega el pedido!"
Vampire: The Masquerade - Coteries of New York,"19,99 €*",• Aventura,24-03-2020,"Vampire: The Masquerade - Coteries of New York nos presenta un conflicto entre dos sectas vampíricas: los conservadores de la Camarilla y los Anarquistas, feroces e independientes."
Colorgrid,"3,99 €*",• Puzle,24-03-2020,Un juego de puzles en el que mezclas colores en un laboratorio.
Deep Sky Derelicts: Definitive Edition,"24,99 €*","• Estrategia, Rol (RPG)",24-03-2020,"Deep Sky Derelicts es una mezcla original de estrategia por turnos y rol, enriquecida con combates tácticos de cartas y populares componentes roguelike."
Dogurai,"4,99 €*","• Acción, Arcade, Aventura, Plataformas",24-03-2020,"Un juego de plataformas al estilo retro con personajes animalescos, y gráficos y una banda sonora inspirados en los juegos portátiles de antaño."
Bug Academy,"12,99 €*","• Aventura, Plataformas, Puzle",23-03-2020,Un juego arcade de humor y lógica en el controlas insectos y les enseñas a realizar tareas propias de los humanos.
Rhythm of the Gods,"7,19 €*","• Arcade, Música, Plataformas",23-03-2020,"¡Únete al guerrero inmoral más fuerte de todos, Lyrik, y deslízate, salta y pega espadazos siguiendo el compás para complacer a los dioses del ritmo!"
Bohemian Killing,"7,99 €*","• Aventura, Puzle",23-03-2020,Un juego de aventuras que se desarrolla como un drama judicial.
DOOM 64,"4,99 €*","• Acción, Acción en primera persona (FPS)",20-03-2020,
Mist Hunter,"5,99 €*","• Acción, Acción en primera persona (FPS), Arcade",20-03-2020,Mist Hunter es un juego de disparos a toda pastilla. Un veneno mágico y mortal corre por tus venas: no hay ninguna cura disponible y en 90 segundos tu corazón dejará de latir.
Título no disponible,Precio no disponible,Categoría no disponible,Fecha no disponible,Descripción no disponible
,,,Fecha no disponible,
Título no disponible,Precio no disponible,Categoría no disponible,Fecha no disponible,Descripción no disponible
Pooplers,"8,99 €*","• Acción, Fiesta",20-03-2020,Pooplers en un título multijugador local en el que hasta cuatro jugadores asumen el papel de bebés.
Quell Memento,"6,69 €*",• Puzle,20-03-2020,Olvídate del mundo. Enamórate de este encantador enigma zen.
LA-MULANA,"14,99 €*","• Acción, Aventura, Plataformas, Puzle",20-03-2020,¡Tu destino aguarda en La-Mulana!
LA-MULANA 2,"24,99 €*","• Acción, Aventura, Plataformas, Puzle",20-03-2020,¡Actúa veloz y usa el látigo para superar peligrosas trampas y enrevesados puzles!
Lust for Darkness: Dawn Edition,"12,99 €*","• Acción, Aventura, Puzle, Rol (RPG)",20-03-2020,Una edición especial del horror psicológico de buscar satisfacción en la frontera de dos mundos entrelazados.
Diabolic,"4,99 €0,99 €*","• Acción, Aventura, Rol (RPG)",20-03-2020,"¡Ábrete paso hasta el jefe final a golpe de espada, con tu arco o con bolas de fuego!"
Thunder Paw,"4,99 €*","• Acción, Arcade, Disparos (Shooter), Plataformas",20-03-2020,¡Ayuda a un perrito a rescatar a sus padres!
Breakfast Bar Tycoon,"4,99 €*","• Puzle, Simulación",20-03-2020,¡Es casi hora de desayunar! ¡Comprueba que tu cafetería merece su fama!
Pocket Mini Golf,"1,99 €0,99 €*","• Arcade, Deportes, Fiesta",20-03-2020,¡Vamos a pasarlo en grande con el minigolf!
Dezatopia,"15,99 €*","• Arcade, Disparos (Shooter)",19-03-2020,Keep the world from falling into one girl's control! Fire back in four directions to survive the assault!
Beyond Enemy Lines: Essentials,"9,99 €*","• Acción, Acción en primera persona (FPS)",19-03-2020,¡Eres un agente especial cuya misión consiste en rescatar a un rehén más allá de las líneas enemigas! Tus habilidades y decisiones tácticas son esenciales en esta intensa experiencia.
Factotum 90,"7,99 €*","• Acción, Arcade, Puzle",19-03-2020,¡Tirado en el espacio! Maneja dos robots andadores para reparar tu nave y poder volver a casa.
Nerdook Bundle Vol. 1,"29,99 €*","• Acción, Estrategia, Puzle, Rol (RPG)",19-03-2020,"¡Un desarrollador indie, tres juegos aclamados!"
Silent World,"4,39 €*","• Acción, Aventura, Puzle",19-03-2020,Un mundo postapocalíptico nuclear oscuro. ¡Sobrevive escapando de los mutantes que deambulan por la ciudad!
Ghost Sweeper,"4,99 €*","• Acción, Arcade",19-03-2020,Un juego clásico con un toque moderno.
Ittle Dew 2+,"12,49 €*","• Acción, Aventura",19-03-2020,"¡El doble de diversión! ¡Más grande, mejor, más intrigante y con más combates que nunca!"
The Secret Order: Shadow Breach,"14,99 €*","• Aventura, Puzle",19-03-2020,Los secretos que hay ocultos dentro de un artefacto antiguo están aferrándose al margen de la realidad.
SeaBed,"19,99 €*",• Aventura,19-03-2020,SeaBed te trae un historia cautivadora repleta de misterios psicológicos. ¡Atrévete a sumergirte en ella!
Red Death,"4,99 €*","• Acción, Arcade, Disparos (Shooter)",19-03-2020,¡Esquiva y destruye!
Arcade Archives FORMATION Z,"6,99 €*","• Arcade, Disparos (Shooter)",19-03-2020,¡Llamando a nuestros más grandes guerreros! Se acerca un combate electrizante.
Ultimate Ski Jumping 2020,"9,99 €*","• Arcade, Deportes",19-03-2020,"Competiciones de invierno y de verano, ¡y hasta competiciones de salto en la luna!"
Frosty Jump,"4,99 €*","• Arcade, Plataformas",19-03-2020,¡Ayuda a Frosty a escapar y regresar al taller de Papá Noel antes de Navidad!
Tennis Open 2020,"9,99 €*","• Arcade, Deportes",19-03-2020,No lo dudes y lánzate a jugar al tenis como un profesional.
Epic Word Search Collection,"7,99 €*","• Educativo, Puzle, Tablero",19-03-2020,¡Puzles gigantes!
Título no disponible,Precio no disponible,Categoría no disponible,Fecha no disponible,Descripción no disponible
,,,Fecha no disponible,
Título no disponible,Precio no disponible,Categoría no disponible,Fecha no disponible,Descripción no disponible
Explosive Jake,"4,99 €*","• Arcade, Puzle",18-03-2020,Ayuda al pequeño esqueleto a abrirse paso con explosiones por el oscuro calabozo sin hacerse explotar a sí mismo.
Top Speed: Drag & Fast Racing,"7,99 €*","• Carreras, Simulación",18-03-2020,Conviértete en el amo de la ciudad.
Knight Swap,"3,99 €*","• Puzle, Tablero",17-03-2020,Knight Swap es un juego de puzles minimalistas inspirado en el clásico problema de ajedrez de intercambiar los caballos en el tablero.
Exit the Gungeon,"9,99 €*","• Acción, Arcade, Aventura, Plataformas",17-03-2020,"Trepa para salir de la Armazmorra en Exit the Gungeon, un pequeño spin-off que da continuidad inmediata a las aventuras de los peculiares armazmorristas."
Sky Racket,"14,99 €*","• Acción, Arcade, Disparos (Shooter)",17-03-2020,El primero Shmup Breaker del mundo
Deep Diving Adventures,"19,99 €*","• Aventura, Simulación",16-03-2020,Sumérgete en uno de los simuladores de buceo más envolventes hasta la fecha.
This Strange Realm Of Mine,"12,99 €*","• Acción, Acción en primera persona (FPS), Aventura",16-03-2020,Embárcate en un viaje para descubrir quién eres en realidad.
Super Bit Blaster XL,"2,88 €*","• Acción, Arcade",16-03-2020,Un retro retroceso SUPER al clásico cuarto de comer juegos de arcade de la década de 1980.
Travel Mosaics 2: Roman Holiday,"4,99 €*","• Arcade, Aventura, Puzle",16-03-2020,¡Vuelve la serie de nonogramas más maravillosa con puzles más emocionantes y desafiantes!
Syder Reloaded,"11,99 €*","• Acción, Arcade, Disparos (Shooter)",13-03-2020,Un intenso y frenético shoot 'em up multidireccional de desplazamiento lateral
Rack N Ruin,"12,99 €*","• Acción, Arcade, Aventura, Rol (RPG)",13-03-2020,"Una mezcla de juego de rol de acción y un juego de disparos de ritmo frenético. El protagonista es Rack, un mago demoníaco sediento de destrucción."
YOGA MASTER,"24,99 €*",• Otros,13-03-2020,"Yoga Master es el primer juego enfocado en el bienestar creado completamente en 3D, diseñado por expertos para ayudarte a alcanzar el equilibrio perfecto entre cuerpo y mente."
"Jump, Step, Step","4,99 €*",• Puzle,13-03-2020,"Jump, Step, Step es un juego de programación en el que el jugador da instrucciones a un robot para que este alcance la meta."
DEAD OR SCHOOL,"29,99 €*","• Acción, Rol (RPG)",13-03-2020,Únete a Hisako y enfréntate a hordas de no muertos para defender su derecho a una vida normal.
Super Destronaut: Land Wars,"4,99 €*","• Acción, Acción en primera persona (FPS), Arcade",13-03-2020,¡Corre y ábrete paso al siguiente nivel!
Roundguard,"16,99 €5,57 €*","• Acción, Rol (RPG)",13-03-2020,Juego de exploración de calabozos con rebotes y física de pinball con montones de recompensas y objetos interesantes.
MY HERO ONE'S JUSTICE 2,"39,99 €*","• Acción, Lucha",13-03-2020,¡Disputa combates épicos en enormes escenarios!
Langrisser I & II,"49,99 €*","• Aventura, Estrategia, Rol (RPG)",13-03-2020,"Los héroes mueren, pero las leyendas viven para siempre."
Alder's Blood: Definitive Edition,"19,99 €*","• Acción, Aventura, Estrategia, Rol (RPG)",13-03-2020,"¡Un juego de combate estratégico, basado en la discreción, elementos RPG , artesañía, recursos, recolección y gestión!"
"Rainbows, toilets & unicorns","6,99 €*","• Arcade, Disparos (Shooter)",13-03-2020,"¡Rainbows, Toilets & Unicorns es un juego de disparos a gran velocidad que se desarrolla en el alocado mundo de los unicornios!"
Trancelation,"9,99 €*","• Educativo, Música",13-03-2020,"¡Pon tus habilidades a prueba y amplía tu vocabulario en un mundo arcade de luces de neón, fractales y música electrónica trance!"
Brotherhood United,"8,29 €*","• Acción, Disparos (Shooter), Plataformas",12-03-2020,"Agarra tus armas y lucha contra jefes colosales, ¡no olvides tu cerveza!"
OVERPASS™,"54,99 €*","• Carreras, Deportes, Simulación",12-03-2020,Conduce buggies y quads de grandes fabricantes y salva todo tipo de obstáculos en circuitos extremos todoterreno de gran exigencia técnica.
A Street Cat's Tale,"7,29 €*","• Aventura, Rol (RPG)",12-03-2020,La historia de un gato abandonado.
Título no disponible,Precio no disponible,Categoría no disponible,Fecha no disponible,Descripción no disponible
,,,Fecha no disponible,
Título no disponible,Precio no disponible,Categoría no disponible,Fecha no disponible,Descripción no disponible
inbento,"4,99 €0,99 €*",• Puzle,12-03-2020,"¡Abre el recetario, coge una tartera y empieza a preparar bentos la mar de originales con los increíbles puzles de inbento!"
Mystic Vale,"9,99 €*","• Estrategia, Tablero",12-03-2020,La espectacular adaptación digital del aclamado juego de cartas.
NinNinDays,"6,59 €*",• Aventura,12-03-2020,Un personaje protagonista huraño y una ninja bastante torpe comparten casa. ¿Cuál será el resultado?
Hidden Through Time,"7,99 €*",• Puzle,12-03-2020,"¡Descubre, crea y comparte mundos con tus propios tesoros ocultos en Hidden Through Time!"
Neon City Riders,"19,99 €*","• Acción, Aventura",12-03-2020,Explora una decadente ciudad post-cyberpunk en busca de nuevas habilidades y compañeros para liberar sus territorios de un grupo de feroces pandillas.
Hidden in Plain Sight,"5,50 €*","• Acción, Fiesta",12-03-2020,Mézclate entre una marea de personajes no jugadores (PNJ) y acaba con los rivales antes de que ellos den contigo.
Poly Puzzle,"4,99 €*",• Puzle,12-03-2020,¡No te lo pienses más y disfruta de juegos relajantes y del rompecabezas 3D más increíble!
Arcade Archives KIKI KAIKAI,"6,99 €*","• Acción, Arcade",12-03-2020,Únete a Sayo en su aventura para salvar a los siete dioses de la Fortuna.
Half Past Fate,"19,99 €*","• Aventura, Rol (RPG)",12-03-2020,"¡El amor flota en el ambiente! Pero el trabajo, la vida en general y el ramen picante no hacen más que estorbar."
Shadows,"7,99 €*",• Aventura,10-03-2020,Visita un misterioso hotel y resuelve los puzles. Atraviesa habitaciones terroríficas y haz frente a tus miedos.
Talisman: Digital Edition,"5,59 €*","• Aventura, Rol (RPG), Tablero",09-03-2020,La versión multijugador con licencia oficial del clásico juego de mesa de aventuras y fantasía Talisman.
Welcome to Primrose Lake,"7,99 €0,99 €*","• Aventura, Estrategia, Simulación",07-03-2020,"¡Te damos la bienvenida a Primrose Lake, un nuevo juego de gestión de tiempo que hará las delicias de los amantes del suspense!"
Afterparty,"19,99 €*",• Aventura,06-03-2020,Escapa del infierno con tu mejor amigo.
Swordbreaker The Game,"4,99 €0,99 €*",• Aventura,06-03-2020,"Una historia de fantasía heroica, inspirada en los clásicos libros de ""Elige tu propia aventura""."
Tower Inferno,"7,99 €*","• Acción, Arcade, Puzle",06-03-2020,¡Pon a prueba tu cerebro y tus reflejos en este ardiente rompecabezas de apilamiento!
Frozen Friends - Escape the Forest,"9,99 €*","• Acción, Aventura, Plataformas, Puzle",06-03-2020,¡Únete a la Reina de Hielo y sus Frozen Friends en esta aventura de salto sin fin!
Save Koch,"14,99 €*","• Aventura, Estrategia, Puzle, Simulación",06-03-2020,Eres un padrino de la mafia atrapado dentro de tu propia habitación del pánico. Tienes seis días para resolver la situación antes de que sea demasiado tarde.
Breeder Homegrown: Director's Cut,"4,99 €*",• Aventura,06-03-2020,Un anciano escapa de la clínica donde pasó toda su vida y vuelve a casa. Recuerda su infancia. Sus juguetes. Sus monstruos.
