Título,Precio,Categoría,Fecha de lanzamiento,Descripción
Spot the Difference Ukiyo-e Thirty-six Views of Mt. Fuji,"2,49 €1,49 €*","• Entrenamiento, Estilo de vida, Fiesta",12-09-2024,Find mistakes in Thirty-six Views of Mt. Fuji! Enjoy brain training while looking at Ukiyo-e!
EGGCONSOLE Dragon Slayer: The Legend of Heroes PC-8801mkIISR,"5,59 €*",• Rol (RPG),12-09-2024,"Falcom's Dragon Slayer VI is the series' first command-type RPG! As Prince Selios of the Farlane Kingdom, defeat the evil Akdam!"
Brain training!! Hiragana＆Katakana Search,"2,49 €*","• Educativo, Entrenamiento, Fiesta",12-09-2024,Find the indicated letters among many letters! This is a brain training game to train your quick thinking skills!
Aidan In Danger,"7,99 €5,99 €*","• Acción, Plataformas",12-09-2024,"Aidan in Danger es un emocionante juego de plataformas donde el jugador asume el papel de Aidan, un joven elfo pelirrojo cuya principal arma es una honda."
Downfall,"5,99 €*","• Acción, Disparos (Shooter), Otros",12-09-2024,"Entre horribles pesadillas que te mantienen despierto, saltas al abismo para reparar la vida destruida por tus pactos con el diablo."
Next of Kin,"1,99 €*","• Aventura, Otros",12-09-2024,"Next of Kin is an emotional cinematic 2D game that follows Thomas's endeavors to find his lost wife, Martha."
Grapple Dogs: Cosmic Canines,"17,49 €*","• Acción, Arcade, Aventura, Plataformas",12-09-2024,"¡Salta, balancéate, explota! Ábrete paso entre dimensiones en la secuela de Grapple Dog, el aclamado título de plataformas y acción en 2D."
Besiege,"19,99 €*","• Acción, Estrategia, Puzle, Simulación",12-09-2024,Besiege es un juego de construcción basado en la física en el que creas máquinas de asedio medievales. ¡Lucha para abrirte paso a través de una campaña de un jugador con 55 niveles.
Pixel Game Maker Series The Willow Man,"6,89 €*","• Acción, Aventura, Otros",12-09-2024,"Beware The Willow Man as he lurks throughout the halls, in your dreams, and into your soul. Can you survive the night in this horror adventure."
Alian Planet,"1,20 €*","• Acción, Aventura, Disparos (Shooter)",12-09-2024,Sci-fi horror action ADV fighting aliens on an unknown planet!
Celestia: Chain of Fate,"29,99 €*",• Aventura,12-09-2024,Descubre el amor entre el caos oculto.
Fabledom,"24,99 €*","• Estrategia, Simulación",12-09-2024,Fabledom es un juego relajado de construir de ciudades
Título no disponible,Precio no disponible,Categoría no disponible,Fecha no disponible,Descripción no disponible
,,,Fecha no disponible,
Título no disponible,Precio no disponible,Categoría no disponible,Fecha no disponible,Descripción no disponible
Nubla,"9,99 €*","• Acción, Aventura, Educativo, Puzle",12-09-2024,Entra en el mundo de Nubla a través de los cuadros del Museo Thyssen.
Nubla 2,"12,99 €*","• Acción, Aventura, Educativo, Puzle",12-09-2024,Vuelve a vivir la aventura en el maravilloso mundo de Nubla!
Eden Genesis,"24,99 €*","• Acción, Arcade, Aventura, Plataformas",12-09-2024,Un trepidante juego de plataformas ambientado en un mundo cyberpunk
Wild Bastards,"34,99 €*","• Acción, Acción en primera persona (FPS), Disparos (Shooter), Estrategia",12-09-2024,Wild Bastards combina la estrategia y los disparos en primera persona.
"The Hokkaido Serial Murder Case: The Okhotsk Disappearance ~Memories in Ice, Tearful Figurine~","43,99 €*",• Aventura,12-09-2024,The legendary Okhotsk Disappearance... is coming back.
Selfloss,"29,99 €14,99 €*","• Acción, Aventura, Rol (RPG)",12-09-2024,Embárcate en un viaje para curar el alma
Crossy Road Castle,"19,95 €*","• Acción, Arcade, Plataformas",11-09-2024,¡Cooperativo de escalada de castillos con el equipo de Crossy Road!
Contra Run & Gun Bundle,"44,99 €*","• Acción, Arcade, Aventura, Disparos (Shooter)",11-09-2024,[Juegos incluidos] ・ Contra: Operation Galuga ・ Contra Anniversary Collection ■Contra: Operation Galuga ¡Vuelve la mítica serie Contra!
Shadow of the Ninja Reborn - Deluxe Edition,"24,98 €*","• Acción, Aventura, Lucha, Plataformas",11-09-2024,"EXCLUSIVO EN ESTA EDICIÓN: ¡SHADOW OF THE NINJA - REBORN DELUXE EDITION INCLUYE UNA VERSIÓN DIGITAL DE LA INTENSA BANDA SONORA DE ROCK! Es 2029, estamos en un despiadado futuro distópico. ¡Y dos guerreros de la noche deben salvar a la nación!"
DeliSpace,"9,99 €*","• Arcade, Simulación",11-09-2024,Become the best courier in the Universe!
Kiki - A Vibrant 3D Platformer,"4,99 €*","• Acción, Aventura, Plataformas, Puzle",11-09-2024,¡Recoge estrellas y llaves tan rápido como puedas mientras recorres coloridos circuitos de obstáculos en 3D!
Yars Rising,"28,99 €*","• Acción, Arcade, Aventura, Plataformas",10-09-2024,"¡Corre, salta, escabúllete y hackea para desentrañar un complicado misterio!"
The Coma: Back to School Bundle,"29,99 €*","• Aventura, Otros",10-09-2024,¡Volvemos a clase!
Rugrats: Adventures in Gameland,"24,50 €*","• Acción, Aventura, Plataformas",10-09-2024,"¡Únete a los Rugrats en su propia aventura de videojuegos! Juega solo o cooperativo como Tommy, Chuckie, Phil o Lil. Alterna entre impresionantes obras de arte de 8 bits y HD."
Vampire: The Masquerade - Reckoning of New York,"19,99 €*",• Aventura,10-09-2024,«Vampire: The Masquerade - Reckoning of New York» es un juego narrativo ambientado en el universo del «Mundo de Tinieblas».
Customers From Hell,"7,99 €*","• Acción, Disparos (Shooter)",10-09-2024,¡Te damos la bienvenida al apocalipsis del consumidor!
Elsie,"24,99 €*","• Acción, Arcade, Aventura, Plataformas",10-09-2024,"Acción rogue-like, plataformas, armas y habilidades. Abraza el caos."
Hard Time III,"14,99 €*","• Acción, Aventura, Lucha, Simulación",09-09-2024,The toughest prison sim in the yard is back to serve its 3rd consecutive sentence!
Gold Digger: The Simulator,"7,99 €0,99 €*","• Aventura, Estilo de vida, Estrategia, Simulación",08-09-2024,Your Gold Rush Adventure Begins - Build Your Mining Empire.
John The Zombie,"9,99 €*","• Acción, Otros, Simulación",07-09-2024,"In this open-world game, eat brains to gain skills from them like biking, driving, horseback riding, fishing, climbing, shooting hoops, and running."
Coloring Bundle,"13,99 €2,09 €*","• Estilo de vida, Otros, Puzle, Uso práctico",07-09-2024,Unwind and let your creativity flow with the Coloring Bundle!
Jump Ball,"0,99 €*","• Acción, Arcade, Aventura, Plataformas",07-09-2024,Jump to the top of the towers
Aero The Acro-Bat 2,"5,99 €*","• Acción, Aventura, Plataformas",06-09-2024,¡Aero ha vuelto para otra sesión de divertidas acrobacias!
What Happened - Through Worlds,"5,99 €*","• Acción en primera persona (FPS), Arcade, Plataformas, Puzle",06-09-2024,Delve into a digital odyssey of discovery and unravel the mystery!
Título no disponible,Precio no disponible,Categoría no disponible,Fecha no disponible,Descripción no disponible
,,,Fecha no disponible,
Título no disponible,Precio no disponible,Categoría no disponible,Fecha no disponible,Descripción no disponible
Ultimate Holidays,"11,99 €*","• Arcade, Aventura, Puzle, Simulación",06-09-2024,¡Empecemos las Ultimate Holidays estés donde estés!
Buffet Boss,"4,99 €0,99 €*","• Aventura, Estilo de vida, Otros, Simulación",06-09-2024,¡Cocina hasta llegar a lo más alto y domina el mundo de la restauración!
Tiny Battles,"7,99 €*",• Estrategia,06-09-2024,Tiny Battles es un agudo juego táctico de batallas automáticas.
MFC - Midnight Fight Club,"9,99 €0,99 €*","• Acción, Deportes, Lucha, Simulación",06-09-2024,Step into the ring and prepare for the ultimate fighting experience!
NBA 2K25,"59,99 €*",• Deportes,06-09-2024,Juega donde quieras y gana siempre
Ace Attorney Investigations Collection,"39,99 €*",• Aventura,06-09-2024,¡Las dramáticas sorpresas de Miles Edgeworth toman el estrado!
Sunsoft is Back! Retro Game Selection,"9,99 €*","• Aventura, Plataformas, Rol (RPG)",06-09-2024,¡Tres clásicos de Fanicom disponibles en inglés de forma oficial por primera vez!
Shogun Showdown,"14,99 €8,99 €*",• Estrategia,Fecha no disponible,Shogun Showdown es un juego de combate por turnos con elementos de roguelike y construcción de mazos.
EGGCONSOLE HYDLIDE MSX,"5,59 €*","• Acción, Aventura, Rol (RPG)",05-09-2024,"Operate the hero Jim and defeat the demon Varalys, the strongest in mythology! A classic action RPG representing the 1980s."
V-HUNTER PUZZLER DX,"4,99 €*","• Estrategia, Puzle",05-09-2024,Derrota a los monstruos con tu mejor arma: tu cerebro.
Shield King,"4,99 €*","• Acción, Estrategia, Lucha",05-09-2024,¡Sobrevive en un mundo envuelto por la niebla!
Badminton Time,"19,99 €*","• Arcade, Deportes, Fiesta",05-09-2024,¡Prepárate para mover los brazos para golpear el volante de bádminton y convertirte en el nuevo campeón!
Animal Water Pang!,"2,99 €*","• Arcade, Otros, Puzle",05-09-2024,"¡Combina adorables peluches para ganar puntos y que se hagan aún más grandes! Mientras lo intentas, no dejes que los peluches se salgan de la máquina de gancho."
The Backrooms: Survival,"9,99 €*","• Acción en primera persona (FPS), Aventura, Rol (RPG)",05-09-2024,Survival horror con elementos roguelike. Explora niveles aleatorios y sobrevive a nuevos peligros. Enfréntate a los peligros solo o con amigos online.
SUPER SHAKING GIRL!!!,"4,99 €*","• Acción, Arcade",05-09-2024,"Shake up those sodas and blast off! Just how far can you fly using fizzy, bubbly action?!"
Paper Ghost Stories: Third Eye Open,"16,99 €*","• Acción, Aventura",05-09-2024,Su poder. Su viaje. Su destino.
Greed Series,"34,99 €*","• Arcade, Aventura, Estrategia, Puzle",05-09-2024,¡Descubre secretos misteriosos e intentos de sabotaje en el paquete Greed Series!
Mahjongus: Mystery of Fortescue,"19,99 €*","• Arcade, Puzle, Tablero",05-09-2024,Descubre el misterio de Fortescue resolviendo rompecabezas clásicos de mahjong
Arcade Archives LEAD ANGLE,"6,99 €*","• Arcade, Disparos (Shooter)",05-09-2024,A heated gun battle! Shoot machine guns!
Hentai Girls: Lovely Lieutenant,"8,99 €*","• Acción, Otros, Puzle, Uso práctico",05-09-2024,¡Conoce a más de 50 atractivas chicas de anime en este rompecabezas relajante!
Tsetesg's Adventure,"3,90 €*","• Arcade, Aventura, Plataformas, Puzle",05-09-2024,"Tsetseg, the little witch, is in crisis. Her friends are taken and converted by the Mad Wizard. Explore castle, fight Bosses, rescue friends, regain special power, and defeat Mad Wizard!"
Garlant: My Story,"15,79 €*","• Acción, Aventura, Rol (RPG)",05-09-2024,"Garlant: My Story is a pixel-style RPG that combines management, combat, and farming."
Space Bouncer,"0,99 €*","• Arcade, Entrenamiento, Otros, Simulación",05-09-2024,"Al chocar contra una pared, el personaje rebota y cambia de dirección."
HeliCity Demolition Man,"1,99 €*","• Acción, Arcade, Estrategia, Lucha",05-09-2024,Most Difficult Helicopter Mission Game
Título no disponible,Precio no disponible,Categoría no disponible,Fecha no disponible,Descripción no disponible
,,,Fecha no disponible,
Título no disponible,Precio no disponible,Categoría no disponible,Fecha no disponible,Descripción no disponible
The 257th Element,"12,80 €*",• Aventura,05-09-2024,"Masakazu Tokimune, a Japanese high school student, grapples with daily life's blend of humor, intrigue, and love."
Flick Erasers Battle Royale,"7,00 €*","• Acción, Comunicación, Fiesta, Tablero",05-09-2024,¡Es una batalla de borradores en toda la clase! ¡Sé el último en sobrevivir! ¡Prepárate para una batalla real directamente en tu escritorio!
PANIC IN SWEETS LAND,"13,99 €*","• Acción, Aventura, Lucha",05-09-2024,"Cute Magical Girls, Evil Fairies and Intense Action! Explosive combos, but Simple Controls!"
Adrenaline Collection Pack,"16,99 €*","• Acción, Arcade, Carreras, Disparos (Shooter)",05-09-2024,¡Descubre 4 juegos únicos para soltar adrenalina!
Zerouno Games Collection Pack 1,"29,99 €*","• Acción, Aventura, Otros, Puzle",05-09-2024,¡Descubre 9 juegos increibles!
Think or Die Collection Pack,"16,99 €*","• Entrenamiento, Estrategia, Plataformas, Puzle",05-09-2024,¡Descubre 4 juegos con los que estrujar tu cerebro!
Scotland Yard – La búsqueda de Mister X,"19,99 €*","• Otros, Puzle, Tablero",05-09-2024,El caso más complicado de Scotland Yard hasta la fecha
Fitness Boxing feat. HATSUNE MIKU,"49,99 €*","• Deportes, Entrenamiento",05-09-2024,"Únete a Hatsune Mike y ponte en forma a base de agachadas, jabs y puñetazos en el clásico Modo Fitness Boxing o en el nuevo modo de ejercicio con Miku, ¡que cuenta con canciones originales de tus personajes de Piapro favoritos!"
Gimmick! 2,"24,99 €*","• Acción, Plataformas, Puzle",05-09-2024,¡Yumetaro ha vuelto!
Billy's Game Show,"9,99 €*","• Acción, Acción en primera persona (FPS), Puzle",04-09-2024,Juego de terror sigiloso en el que te enfrentarás a un enemigo peligroso.
Touhou Danmaku Kagura Phantasia Lost,"28,99 €*","• Acción, Aventura, Disparos (Shooter), Música",04-09-2024,"Play the Kagura, to Rebuild Gensokyo!"
RetroRealms Arcade,Precio no disponible,"• Acción, Aventura, Plataformas",04-09-2024,¡Es la experiencia arcade definitiva con leyendas del terror! ¡Adéntrate en RetroRealms y descubre si tienes lo que hay que tener para salir con vida!
Mining Mechs,"4,99 €*","• Acción, Aventura, Plataformas, Puzle",04-09-2024,¡Excava las profundidades y alcanza el éxito conduciendo máquinas mineras para obtener recursos subterráneos en este juego de estilo pixel art!
Shashingo: Learn Japanese with Photography,"18,99 €*","• Educativo, Estilo de vida, Otros, Simulación",03-09-2024,An innovative edutainment game that teaches you Japanese through virtual photography!
HOLYHUNT,"4,99 €*","• Acción, Disparos (Shooter)",03-09-2024,"A love letter to 8-bit era in a punishing, rewarding, tight retro top-down shooter."
BAKERU,"39,99 €*",• Acción,03-09-2024,Bakeru's adventure begins in this Japan-esque Wild Action Game!
FlipBook,"5,99 €*","• Educativo, Estilo de vida, Uso práctico",02-09-2024,Da rienda suelta a tu creatividad con Flipbook para crear tus propias historias.
The Knight's Path,"4,99 €*","• Arcade, Fiesta, Plataformas, Tablero",01-09-2024,"Unlock the Castle, Rescue the Princess, Solve the Puzzles."
Find Room 96 + Exit Station 7 + The Eerie Surroundings +HighScore Anomaly Shop +HighScore Anomaly Underground,"15,99 €*","• Aventura, Puzle, Simulación",31-08-2024,Sumérgete en el apasionante mundo de las anomalías.
Finger Cuts,"0,99 €*","• Acción, Estrategia, Otros, Puzle",31-08-2024,Slice the shapes
Ruthless Carnage Hotline,"7,99 €*","• Acción, Arcade, Estrategia, Lucha",31-08-2024,"Ruthless Carnage Hotline : Fight, Survive, Dominate! Are You Ready?"
Fruit Attack!!,"3,99 €*","• Arcade, Fiesta, Puzle",31-08-2024,¡Combina las divertidas frutas y consigue la cereza gigante!
"Forests, Fields and Fortresses","4,99 €*","• Aventura, Estrategia, Puzle",30-08-2024,Crea el reino supremo en este juego de mesa centrado en puzles
SURVIVOR HEROES,"4,99 €*","• Acción, Arcade, Lucha, Rol (RPG)",30-08-2024,"Unleash Your Inner Hero, evolve or perish, upgrade your arsenal to face relentless waves of monsters!"
Título no disponible,Precio no disponible,Categoría no disponible,Fecha no disponible,Descripción no disponible
,,,Fecha no disponible,
Título no disponible,Precio no disponible,Categoría no disponible,Fecha no disponible,Descripción no disponible
Uboat Attack,"7,99 €0,99 €*","• Acción, Disparos (Shooter), Estrategia, Simulación",30-08-2024,¡Asciende de rango y conviértete en un comandante legendario!
"Island Survival: Craft, Build, Grow","11,99 €0,99 €*","• Acción, Aventura, Estrategia, Simulación",30-08-2024,From Shipwreck to Escape: Master Survival.
Super Dark Deception,"16,29 €*","• Acción, Arcade, Aventura, Rol (RPG)",30-08-2024,Corre o muere: la elección es tuya.
Date Z,"14,99 €*","• Aventura, Rol (RPG)",30-08-2024,"Bienvenido a la emocionante aventura de ""Date Z"", un giro inesperado en el drama, el misterio y el romance de la escuela secundaria."
Dex & Akane,"21,99 €2,19 €*","• Acción, Aventura, Lucha, Rol (RPG)",30-08-2024,Sumérgete en un mundo distópico con estos sombríos títulos llenos de acción.
Hole io & Helix Jump,"7,99 €1,59 €*","• Acción, Arcade, Fiesta",30-08-2024,¡Aquí tienes el paquete arcade definitivo que estabas esperando! ¡Come y salta solo o con amigos en el modo multijugador!
Umamusume: Pretty Derby – Party Dash,"44,99 €*","• Acción, Fiesta",30-08-2024,¡Llega un juego de acción informal protagonizado por las umamusume!
Purrfect Rescue,"2,99 €*","• Aventura, Otros, Puzle, Tablero",29-08-2024,Un juego de objetos escondidos en el que deberás encontrar y rescatar a todos los gatos callejeros de una gran ciudad.
Can of Wormholes,"19,50 €*",• Puzle,29-08-2024,"Push, slice, ingest, flip, and squish worms in this puzzle game in which you play as a little sentient tin can."
EGGCONSOLE XANADU SCENARIO II PC-8801mkIISR,"5,59 €*","• Acción, Rol (RPG)",29-08-2024,A sequel to Japan's iconic action RPG ”Xanadu”. RPG fans are amazed by its increased difficulty and more satisfying content.
Nour: Play With Your Food,"9,49 €*","• Fiesta, Música",29-08-2024,Una exploración interactiva de la estética de la comida. Un delicioso parque de juegos interactivo.
Valfaris: Mecha Therion,"18,50 €*","• Acción, Aventura, Disparos (Shooter), Música",29-08-2024,Strap in and unleash Mecha-hell!
Marble Abduction! Patti Hattu,"11,79 €*","• Arcade, Carreras, Plataformas, Puzle",29-08-2024,"¡Acción, rompecabezas, carreras y plataformas, todo en uno!"
Leo: El Gato Bombero,"24,99 €*","• Acción, Aventura, Disparos (Shooter), Fiesta",29-08-2024,Leo El Gato Bombero es un juego de acción y aventura en 3D protagonizado por el animal más mono del mundo: ¡un gato!
Voltaire: The Vegan Vampire,"19,99 €17,99 €*","• Acción, Aventura, Rol (RPG), Simulación",29-08-2024,"Vampiros, demonios... ¡y verduras!"
DICE MAKE 10!,"2,99 €*","• Arcade, Entrenamiento, Puzle, Tablero",29-08-2024,"New type puzzle uses dice and make 10. Two modes of puzzles, “Inserting Puzzle” and “Falling Block Puzzle”, are available"
Koi-Koi Japón,"9,75 €*","• Estrategia, Puzle, Tablero",29-08-2024,Koi Koi es la versión más conocida del tradicional juego de cartas japonés Hanafuda. ¡Es fácil de aprender y difícil de dominar!
LOST BALLOONS: Airy mates,"2,99 €*","• Acción, Arcade, Aventura, Plataformas",29-08-2024,A challenging floating game that brings back memories of the days when you played with balloons!
NINJA GIRLS:KUNOICHI PUZZLE,"3,10 €*","• Puzle, Tablero",29-08-2024,Cute ninja girls are here! An easy puzzle game anyone can play
Arcade Archives FINALIZER SUPER TRANSFORMATION,"6,99 €*","• Arcade, Disparos (Shooter)",29-08-2024,The ultimate defence war.
The Meating,"7,36 €*","• Acción, Aventura, Plataformas, Puzle",29-08-2024,¡Ahora servimos nuevo recorte de Retro!
Pixel Boy 2 - The Castle Revenge,"4,99 €*","• Aventura, Otros, Plataformas, Puzle",29-08-2024,"2D puzzle game. Solve 96 completely new and difficult levels. No time limit, no enemies. Just fun. This time it won't be easy."
Sugoi Girls: Sassy Heroine,"8,99 €2,99 €*","• Acción, Otros, Puzle, Uso práctico",29-08-2024,¡Conoce a más de 50 atractivas chicas de anime en este rompecabezas relajante!
GUNDAM BREAKER 4,"59,99 €41,99 €*",• Acción,29-08-2024,"¡Rompe, construye, lucha!"
Título no disponible,Precio no disponible,Categoría no disponible,Fecha no disponible,Descripción no disponible
,,,Fecha no disponible,
Título no disponible,Precio no disponible,Categoría no disponible,Fecha no disponible,Descripción no disponible
Monster Jam™ Showdown,"49,99 €*","• Arcade, Carreras, Deportes",29-08-2024,DOMINA LOS TRUCKS MÁS EMBLEMÁTICOS La emoción de los eventos de Monster Jam™ en la vida real está a punto de superar sus límites gracias a los emblemas más reconocibles de la franquicia: los trucks.
WitchSpring R,"39,99 €31,99 €*",• Rol (RPG),29-08-2024,La historia de una brujita que busca poder para escapar de una caza de brujas.
Ninja I & II,"8,99 €*","• Acción, Arcade, Fiesta",29-08-2024,¡Domina el arte de los reflejos rápidos en Ninja I & II!
Bubble Blaster DX,"3,99 €*","• Acción, Arcade, Puzle, Tablero",29-08-2024,"¡Explota, Rebota y Conquista las Tablas de Clasificación en el Juego de Burbujas Definitivo!"
Depths of Sanity,"19,99 €*","• Acción, Arcade, Aventura",29-08-2024,“We shouldn’t have come here. Don’t follow us.”
Gori: Cuddly Carnage,"21,99 €*","• Acción, Aventura, Otros",29-08-2024,¡Ser cuqui o morir!
Shadow of the Ninja Reborn,"19,99 €*","• Acción, Aventura, Plataformas, Rol (RPG)",29-08-2024,Show off ninja skills in the remake of a legendary dark and futuristic classic!
KAMITSUBAKI CITY ENSEMBLE,"3,99 €*","• Aventura, Música",28-08-2024,"AI girls who were awoken after the apocalypse use special song magic to create melodies with you, in an effort to restart the world."
SokoPenguin,"4,99 €2,99 €*",• Puzle,28-08-2024,¡Ponte sombreros y empuja bloques en la piel de un astuto pingüino en este juego de ingenio!
CRYPT CUSTODIAN,"19,99 €*","• Acción, Aventura, Plataformas, Rol (RPG)",Fecha no disponible,Crypt Custodian es un metroidvania encantador sobre la limpieza en el más allá.
Powered Platformer Bundle,"10,99 €*","• Aventura, Plataformas, Puzle",27-08-2024,~ Bob the Elementalist + NeonPowerUp! + TP Bullet ~
Castlevania: Dominus Collection,"24,99 €*","• Acción, Rol (RPG)",27-08-2024,¡Tres increíbles juegos de aventura y acción de la saga Castlevania regresan por primera vez!
Pizza Tower,"19,99 €*","• Acción, Aventura, Plataformas",27-08-2024,"Pizza Tower es un trepidante juego de plataformas en 2D centrado en el movimiento, la exploración y la puntuación de los ataques."
